epoch,lr,train_loss,val_top1
0,1e-05,4.4482,44.833
1,9.997557473810373e-06,3.0426,61.667
2,9.990232305719946e-06,2.5301,68.667
3,9.978031724785247e-06,2.2078,72.667
4,9.960967771506668e-06,2.0463,75.333
5,9.939057285945934e-06,1.9646,75.0
6,9.912321891107011e-06,1.8528,78.333
7,9.8807879715968e-06,1.7992,78.5
8,9.844486647586724e-06,1.749,79.333
9,9.80345374410087e-06,1.6921,79.0
10,9.757729755661012e-06,1.6392,80.167
11,9.707359806323418e-06,1.5975,79.333
12,9.652393605146846e-06,1.5939,80.0
13,9.592885397135709e-06,1.5481,81.167
14,9.5288939097068e-06,1.5364,80.5
15,9.460482294732423e-06,1.499,81.333
16,9.387718066217127e-06,1.4978,81.167
17,9.310673033669524e-06,1.4675,80.667
18,9.229423231234978e-06,1.4432,81.0
19,9.144048842659085e-06,1.4346,82.333
20,9.054634122155994e-06,1.4304,81.5
21,8.961267311259671e-06,1.4026,81.333
22,8.864040551740162e-06,1.4078,81.333
23,8.76304979467078e-06,1.3865,80.667
24,8.658394705735992e-06,1.3846,80.5
25,8.550178566873415e-06,1.3516,79.333
26,8.438508174347015e-06,1.3804,81.833
27,8.323493733352083e-06,1.3512,81.833
28,8.205248749256021e-06,1.3274,80.0
29,8.083889915582242e-06,1.3333,81.0
30,7.95953699884775e-06,1.3234,80.667
31,7.832312720368054e-06,1.3299,80.833
32,7.70234263514604e-06,1.322,80.5
33,7.569755007964345e-06,1.296,81.667
34,7.434680686803498e-06,1.3187,81.833
35,7.297252973710764e-06,1.3019,82.667
36,7.157607493247117e-06,1.2879,81.667
37,7.01588205864217e-06,1.2961,80.167
38,6.872216535789163e-06,1.2782,81.667
39,6.726752705214199e-06,1.2623,81.833
40,6.579634122155996e-06,1.2769,81.5
41,6.431005974894191e-06,1.2813,81.833
42,6.281014941466035e-06,1.2725,81.0
43,6.129809044912891e-06,1.2401,81.0
44,5.977537507199342e-06,1.2579,81.667
45,5.824350601949147e-06,1.2538,81.667
46,5.670399506143312e-06,1.2414,82.167
47,5.5158361509266505e-06,1.2526,82.333
48,5.3608130716701065e-06,1.2655,81.833
49,5.20548325743674e-06,1.2339,81.5
50,5.050000000000004e-06,1.2345,82.667
51,4.894516742563269e-06,1.2443,81.833
52,4.739186928329903e-06,1.2326,81.333
53,4.584163849073358e-06,1.2215,82.5
54,4.4296004938566975e-06,1.2209,81.167
55,4.27564939805086e-06,1.2218,81.5
56,4.122462492800666e-06,1.2348,82.0
57,3.970190955087119e-06,1.2286,81.5
58,3.818985058533972e-06,1.2268,83.167
59,3.668994025105819e-06,1.2066,81.667
60,3.520365877844015e-06,1.1945,81.167
61,3.373247294785811e-06,1.2247,82.0
62,3.2277834642108485e-06,1.2104,82.0
63,3.084117941357838e-06,1.2,82.333
64,2.9423925067528926e-06,1.2047,83.167
65,2.8027470262892456e-06,1.1987,83.0
66,2.6653193131965106e-06,1.1923,82.667
67,2.530244992035664e-06,1.1835,82.833
68,2.3976573648539675e-06,1.1917,82.667
69,2.2676872796319552e-06,1.2133,82.5
70,2.1404630011522605e-06,1.1802,83.0
71,2.016110084417768e-06,1.2027,83.167
72,1.8947512507439876e-06,1.2009,82.333
73,1.776506266647926e-06,1.1949,82.0
74,1.6614918256529925e-06,1.1818,82.0
75,1.5498214331265917e-06,1.1931,82.0
76,1.4416052942640153e-06,1.2068,81.667
77,1.3369502053292262e-06,1.1893,82.0
78,1.2359594482598451e-06,1.1802,81.667
79,1.1387326887403337e-06,1.1851,81.833
80,1.045365877844012e-06,1.182,82.167
81,9.559511573409206e-07,1.1945,82.167
82,8.705767687650274e-07,1.175,82.833
83,7.893269663304793e-07,1.1866,82.833
84,7.122819337828761e-07,1.1766,82.667
85,6.395177052675802e-07,1.175,82.333
86,5.711060902932049e-07,1.1689,82.0
87,5.071146028642951e-07,1.1648,81.667
88,4.476063948531563e-07,1.1581,81.833
89,3.926401936765844e-07,1.174,82.333
90,3.4227024433899036e-07,1.1853,82.0
91,2.9654625589913263e-07,1.1766,82.167
92,2.5551335241327693e-07,1.1841,82.0
93,2.192120284032009e-07,1.1779,82.167
94,1.8767810889299096e-07,1.1775,82.0
95,1.6094271405406866e-07,1.16,82.167
96,1.390322284933351e-07,1.1699,82.333
97,1.2196827521475405e-07,1.1644,82.167
98,1.097676942800558e-07,1.1702,82.0
99,1.0244252618962858e-07,1.1817,81.833
