epoch,lr,train_loss,val_top1
0,1e-05,4.4532,34.5
1,9.997557473810373e-06,3.0005,56.667
2,9.990232305719946e-06,2.4038,70.5
3,9.978031724785247e-06,2.1141,76.0
4,9.960967771506668e-06,1.8988,78.667
5,9.939057285945934e-06,1.7835,80.0
6,9.912321891107011e-06,1.6751,82.333
7,9.8807879715968e-06,1.6112,81.833
8,9.844486647586724e-06,1.5303,82.167
9,9.80345374410087e-06,1.4831,82.667
10,9.757729755661012e-06,1.4606,82.5
11,9.707359806323418e-06,1.4072,84.0
12,9.652393605146846e-06,1.3988,83.5
13,9.592885397135709e-06,1.3575,82.833
14,9.5288939097068e-06,1.3329,84.333
15,9.460482294732423e-06,1.3219,82.833
16,9.387718066217127e-06,1.3039,81.5
17,9.310673033669524e-06,1.2975,82.167
18,9.229423231234978e-06,1.2885,82.667
19,9.144048842659085e-06,1.2779,82.333
20,9.054634122155994e-06,1.2656,82.0
21,8.961267311259671e-06,1.2475,82.333
22,8.864040551740162e-06,1.2434,82.5
23,8.76304979467078e-06,1.2441,82.0
24,8.658394705735992e-06,1.2384,81.167
25,8.550178566873415e-06,1.235,82.0
26,8.438508174347015e-06,1.2102,81.0
27,8.323493733352083e-06,1.2064,82.333
28,8.205248749256021e-06,1.1926,81.5
29,8.083889915582242e-06,1.1914,81.167
30,7.95953699884775e-06,1.1799,82.167
31,7.832312720368054e-06,1.1551,81.5
32,7.70234263514604e-06,1.1898,81.333
33,7.569755007964345e-06,1.1792,81.5
34,7.434680686803498e-06,1.169,81.333
35,7.297252973710764e-06,1.1571,81.667
36,7.157607493247117e-06,1.1522,82.5
37,7.01588205864217e-06,1.1458,81.833
38,6.872216535789163e-06,1.1447,81.667
39,6.726752705214199e-06,1.1416,81.833
40,6.579634122155996e-06,1.124,81.833
41,6.431005974894191e-06,1.1265,81.833
42,6.281014941466035e-06,1.1401,82.333
43,6.129809044912891e-06,1.1302,82.667
44,5.977537507199342e-06,1.1287,81.833
45,5.824350601949147e-06,1.1259,81.833
46,5.670399506143312e-06,1.127,82.5
47,5.5158361509266505e-06,1.1058,81.667
48,5.3608130716701065e-06,1.1147,81.833
49,5.20548325743674e-06,1.1,79.5
50,5.050000000000004e-06,1.1192,80.667
51,4.894516742563269e-06,1.0979,82.0
52,4.739186928329903e-06,1.1008,80.667
53,4.584163849073358e-06,1.1124,81.833
54,4.4296004938566975e-06,1.09,80.667
55,4.27564939805086e-06,1.0988,80.167
56,4.122462492800666e-06,1.098,80.833
57,3.970190955087119e-06,1.0944,80.167
58,3.818985058533972e-06,1.0798,80.667
59,3.668994025105819e-06,1.0841,80.833
60,3.520365877844015e-06,1.0778,80.5
61,3.373247294785811e-06,1.0899,81.167
62,3.2277834642108485e-06,1.0887,80.167
63,3.084117941357838e-06,1.0854,81.0
64,2.9423925067528926e-06,1.0744,81.167
65,2.8027470262892456e-06,1.0826,80.667
66,2.6653193131965106e-06,1.0746,80.667
67,2.530244992035664e-06,1.0813,80.5
68,2.3976573648539675e-06,1.0702,82.0
69,2.2676872796319552e-06,1.0718,81.167
70,2.1404630011522605e-06,1.0795,80.667
71,2.016110084417768e-06,1.0744,81.0
72,1.8947512507439876e-06,1.0603,80.833
73,1.776506266647926e-06,1.0648,81.0
74,1.6614918256529925e-06,1.0699,80.5
75,1.5498214331265917e-06,1.0526,80.167
76,1.4416052942640153e-06,1.0593,80.667
77,1.3369502053292262e-06,1.0579,79.833
78,1.2359594482598451e-06,1.0534,81.333
79,1.1387326887403337e-06,1.0586,81.5
80,1.045365877844012e-06,1.0785,81.833
81,9.559511573409206e-07,1.0389,81.167
82,8.705767687650274e-07,1.0579,80.833
83,7.893269663304793e-07,1.0637,80.833
84,7.122819337828761e-07,1.065,80.667
85,6.395177052675802e-07,1.0662,80.833
86,5.711060902932049e-07,1.0591,80.333
87,5.071146028642951e-07,1.0516,80.667
88,4.476063948531563e-07,1.0658,80.667
89,3.926401936765844e-07,1.0524,80.333
90,3.4227024433899036e-07,1.0453,80.833
91,2.9654625589913263e-07,1.0505,80.667
92,2.5551335241327693e-07,1.0612,80.5
93,2.192120284032009e-07,1.0513,80.667
94,1.8767810889299096e-07,1.0612,80.833
95,1.6094271405406866e-07,1.0616,81.0
96,1.390322284933351e-07,1.0538,80.5
97,1.2196827521475405e-07,1.0552,80.333
98,1.097676942800558e-07,1.0545,80.333
99,1.0244252618962858e-07,1.053,80.333
