work_package,split_name,split_sha256,git_sha,run_id,arch,recipe_actual,variant,provenance_tag,ckpt_sha256,condition_id,stage,n_images,norm_p50,norm_p90,norm_p99,norm_p999,norm_max,mad_thr,count_fixed_canon,count_fixed_cal,count_mad,cos_all,cos_nosink_mad,eff_rank
I2_terminal,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,eb2c810d11dcbd2b1e7bf481360b29862510756c,e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,native,hist,10000,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,8.0142,14.1894,0.2976223721,0.3428936861,104.7983204
I2_terminal,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,eb2c810d11dcbd2b1e7bf481360b29862510756c,e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,native,s11_out,10000,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,12.5946,15.4031,0.3394070392,0.3907964116,101.2150905
I2_terminal,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,eb2c810d11dcbd2b1e7bf481360b29862510756c,e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,native,s12_post_norm,10000,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0,0.0122,0.2417741769,0.2418109992,118.7293707
I2_terminal,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,eb2c810d11dcbd2b1e7bf481360b29862510756c,e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,term_0.25,hist,10000,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,8.1889,14.0558,0.3014071048,0.3466985206,104.3447919
I2_terminal,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,eb2c810d11dcbd2b1e7bf481360b29862510756c,e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,term_0.25,s12_post_norm,10000,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0,0.0215,0.2479570951,0.2480378317,118.0270116
I2_terminal,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,eb2c810d11dcbd2b1e7bf481360b29862510756c,e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,term_0.50,hist,10000,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,8.0142,14.1894,0.2976223721,0.3428936861,104.7983204
I2_terminal,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,eb2c810d11dcbd2b1e7bf481360b29862510756c,e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,term_0.50,s12_post_norm,10000,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0,0.0122,0.2417741769,0.2418109992,118.7293707
I2_terminal,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,eb2c810d11dcbd2b1e7bf481360b29862510756c,e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,term_0.75,hist,10000,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,7.9639,14.2768,0.3076589228,0.3537095708,104.623973
I2_terminal,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,eb2c810d11dcbd2b1e7bf481360b29862510756c,e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,term_0.75,s12_post_norm,10000,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0,0.0088,0.2554452348,0.2554743671,118.4757289
I2_terminal,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,eb2c810d11dcbd2b1e7bf481360b29862510756c,e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,term_1.00,hist,10000,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,8.0193,14.2673,0.3285941102,0.3758290462,103.9117664
