epoch,lr,train_loss,val_top1
0,1e-05,4.151,17.714
1,9.997557473810373e-06,3.4563,34.0
2,9.990232305719946e-06,3.0328,41.571
3,9.978031724785247e-06,2.761,50.0
4,9.960967771506668e-06,2.5639,51.143
5,9.939057285945934e-06,2.4006,57.286
6,9.912321891107011e-06,2.2683,55.857
7,9.8807879715968e-06,2.1815,58.143
8,9.844486647586724e-06,2.098,61.571
9,9.80345374410087e-06,2.0494,64.286
10,9.757729755661012e-06,1.9789,64.286
11,9.707359806323418e-06,1.9114,65.714
12,9.652393605146846e-06,1.8783,64.714
13,9.592885397135709e-06,1.8344,65.0
14,9.5288939097068e-06,1.8156,66.429
15,9.460482294732423e-06,1.7586,65.143
16,9.387718066217127e-06,1.7203,65.429
17,9.310673033669524e-06,1.7083,66.286
18,9.229423231234978e-06,1.6893,68.0
19,9.144048842659085e-06,1.6578,68.143
20,9.054634122155994e-06,1.6348,68.286
21,8.961267311259671e-06,1.6098,68.714
22,8.864040551740162e-06,1.5923,67.286
23,8.76304979467078e-06,1.571,70.286
24,8.658394705735992e-06,1.5474,69.143
25,8.550178566873415e-06,1.5543,70.0
26,8.438508174347015e-06,1.5107,69.286
27,8.323493733352083e-06,1.5232,71.429
28,8.205248749256021e-06,1.4888,70.0
29,8.083889915582242e-06,1.4794,69.857
30,7.95953699884775e-06,1.4909,70.286
31,7.832312720368054e-06,1.4545,70.429
32,7.70234263514604e-06,1.4349,70.429
33,7.569755007964345e-06,1.4277,69.714
34,7.434680686803498e-06,1.4156,69.571
35,7.297252973710764e-06,1.4114,70.857
36,7.157607493247117e-06,1.4098,71.857
37,7.01588205864217e-06,1.3993,72.429
38,6.872216535789163e-06,1.384,72.0
39,6.726752705214199e-06,1.3669,72.429
40,6.579634122155996e-06,1.3706,70.857
41,6.431005974894191e-06,1.3503,71.857
42,6.281014941466035e-06,1.3385,71.714
43,6.129809044912891e-06,1.3587,70.571
44,5.977537507199342e-06,1.3374,72.0
45,5.824350601949147e-06,1.3355,71.571
46,5.670399506143312e-06,1.3183,73.143
47,5.5158361509266505e-06,1.3272,72.571
48,5.3608130716701065e-06,1.3094,72.286
49,5.20548325743674e-06,1.3124,73.286
50,5.050000000000004e-06,1.3028,73.143
51,4.894516742563269e-06,1.2985,72.286
52,4.739186928329903e-06,1.3049,72.429
53,4.584163849073358e-06,1.3057,73.429
54,4.4296004938566975e-06,1.2715,71.286
55,4.27564939805086e-06,1.285,73.571
56,4.122462492800666e-06,1.2786,73.143
57,3.970190955087119e-06,1.2763,72.714
58,3.818985058533972e-06,1.2876,73.0
59,3.668994025105819e-06,1.25,73.429
60,3.520365877844015e-06,1.2547,73.0
61,3.373247294785811e-06,1.2529,74.857
62,3.2277834642108485e-06,1.2585,73.429
63,3.084117941357838e-06,1.2507,73.857
64,2.9423925067528926e-06,1.2536,73.571
65,2.8027470262892456e-06,1.2439,73.429
66,2.6653193131965106e-06,1.2396,73.857
67,2.530244992035664e-06,1.2379,73.143
68,2.3976573648539675e-06,1.2446,73.429
69,2.2676872796319552e-06,1.234,74.0
70,2.1404630011522605e-06,1.2333,73.571
71,2.016110084417768e-06,1.2151,74.0
72,1.8947512507439876e-06,1.2198,73.714
73,1.776506266647926e-06,1.2297,74.571
74,1.6614918256529925e-06,1.2165,74.429
75,1.5498214331265917e-06,1.2066,74.286
76,1.4416052942640153e-06,1.2324,75.0
77,1.3369502053292262e-06,1.2317,73.714
78,1.2359594482598451e-06,1.2031,74.0
79,1.1387326887403337e-06,1.221,74.143
80,1.045365877844012e-06,1.2124,73.286
81,9.559511573409206e-07,1.2182,73.286
82,8.705767687650274e-07,1.2233,74.429
83,7.893269663304793e-07,1.2122,73.0
84,7.122819337828761e-07,1.208,73.0
85,6.395177052675802e-07,1.2208,73.286
86,5.711060902932049e-07,1.1972,73.143
87,5.071146028642951e-07,1.2022,73.857
88,4.476063948531563e-07,1.2085,73.143
89,3.926401936765844e-07,1.2013,73.0
90,3.4227024433899036e-07,1.1981,73.429
91,2.9654625589913263e-07,1.1997,73.143
92,2.5551335241327693e-07,1.2101,73.0
93,2.192120284032009e-07,1.2005,73.143
94,1.8767810889299096e-07,1.1907,73.0
95,1.6094271405406866e-07,1.2099,73.143
96,1.390322284933351e-07,1.203,73.286
97,1.2196827521475405e-07,1.1971,73.286
98,1.097676942800558e-07,1.2159,73.286
99,1.0244252618962858e-07,1.1872,73.0
