run_id,arch,recipe_actual,variant,condition_id,stage,transform,descriptor,n_images,n_images_with_exceedance,mean_n_shared_exc,mean_n_shared_nonexc,acc_exc,acc_exc_ci_lo,acc_exc_ci_hi,acc_nonexc,acc_nonexc_ci_lo,acc_nonexc_ci_hi,delta_exc_minus_nonexc,delta_ci_lo,delta_ci_hi,chance_exact,endpoint_class
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,hist,T1,centred_l2,2000,2000,18.647,177.353,0.5009449004,0.4937251715,0.5080728883,0.9454938047,0.9437569468,0.9471438525,-0.4445489043,-0.4513882184,-0.437617877,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,s12_post_norm,T1,l2,2000,4,0.005,195.995,1,1,1,0.9102919743,0.9082112917,0.912271452,0.2328393974,0.1865882822,0.2779441926,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,s12_post_norm,T1,centred_l2,2000,4,0.005,195.995,1,1,1,0.9087664241,0.9066973772,0.9107547657,0.2341348722,0.1877213851,0.2805483592,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,s11_out,T2,l2,2000,2000,17.5475,164.4525,0.5107950932,0.5013784804,0.5198797217,0.9383685981,0.9360193703,0.940628465,-0.427573505,-0.4360787244,-0.4192561607,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,s11_out,T2,centred_l2,2000,2000,17.5475,164.4525,0.5134217944,0.5040517633,0.5225258103,0.9386968815,0.9363523931,0.9409447169,-0.4252750872,-0.4337417252,-0.4169725602,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,hist,T2,l2,2000,2000,18.248,163.752,0.5127310934,0.5036801636,0.5216847218,0.9396179354,0.9374007058,0.9417491936,-0.426886842,-0.4352111843,-0.4187031537,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,hist,T2,centred_l2,2000,2000,18.248,163.752,0.5079982769,0.4989431515,0.5168818801,0.9394530004,0.937225275,0.9415996114,-0.4314547235,-0.4396959447,-0.4233019601,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,s12_post_norm,T2,l2,2000,4,0.0035,181.9965,1,1,1,0.9024030105,0.8994019757,0.9052757876,0.2600332112,0.0773480663,0.4427183562,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,s12_post_norm,T2,centred_l2,2000,4,0.0035,181.9965,1,1,1,0.9012244087,0.8982291256,0.904097256,0.2627956422,0.0773480663,0.4482432181,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,s11_out,T3,l2,2000,2000,14.9155,153.0845,0.4741953586,0.4648387367,0.4837381942,0.9268656471,0.924283526,0.9293834571,-0.4526702886,-0.4611784083,-0.4438238783,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,s11_out,T3,centred_l2,2000,2000,14.9155,153.0845,0.4763950499,0.4670618695,0.4858794338,0.9271928522,0.9246369373,0.9296968654,-0.4507978023,-0.4592809421,-0.4419694158,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,hist,T3,l2,2000,2000,15.5195,152.4805,0.4788169443,0.4697698229,0.4879352241,0.9273466793,0.9248402478,0.9297558452,-0.448529735,-0.4567475512,-0.4400506828,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,hist,T3,centred_l2,2000,2000,15.5195,152.4805,0.4728019643,0.4637691276,0.4818192008,0.9271293287,0.9246460416,0.9295413743,-0.4543273644,-0.462541455,-0.4459801268,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,s12_post_norm,T3,l2,2000,6,0.0085,167.9915,1,1,1,0.8922272967,0.8891813168,0.8951905521,0.2784010939,0.1392215569,0.4263386807,0.005102040816,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,native,s12_post_norm,T3,centred_l2,2000,6,0.0085,167.9915,1,1,1,0.8914564086,0.8884241327,0.8943987815,0.2794114217,0.139227569,0.426765362,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s11_out,T0,l2,2000,2000,17.525,178.475,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s11_out,T0,centred_l2,2000,2000,17.525,178.475,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,hist,T0,l2,2000,2000,16.562,179.438,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,hist,T0,centred_l2,2000,2000,16.562,179.438,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s12_post_norm,T0,l2,2000,0,0,196,MISSING,MISSING,MISSING,1,1,1,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s12_post_norm,T0,centred_l2,2000,0,0,196,MISSING,MISSING,MISSING,1,1,1,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s11_out,T1,l2,2000,2000,17.525,178.475,0.4709287672,0.4634823719,0.4780680747,0.9364599405,0.9345377949,0.9383226964,-0.4655311733,-0.472613654,-0.4587223944,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s11_out,T1,centred_l2,2000,2000,17.525,178.475,0.476335475,0.4689092955,0.4834463718,0.9367973412,0.9348949521,0.9386326941,-0.4604618662,-0.4675357044,-0.4535838145,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,hist,T1,l2,2000,2000,16.562,179.438,0.476925431,0.4693131469,0.4843287889,0.9256864387,0.923609414,0.9277103838,-0.4487610076,-0.4559574084,-0.4417636075,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,hist,T1,centred_l2,2000,2000,16.562,179.438,0.4717363479,0.4640982194,0.4791863901,0.9261390096,0.9240964099,0.9281698901,-0.4544026617,-0.4616349372,-0.4473931552,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s12_post_norm,T1,l2,2000,0,0,196,MISSING,MISSING,MISSING,0.894127551,0.891849426,0.8963188776,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s12_post_norm,T1,centred_l2,2000,0,0,196,MISSING,MISSING,MISSING,0.8947857143,0.8925076531,0.8969693878,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s11_out,T2,l2,2000,2000,17.2325,164.7675,0.5483566043,0.5392434706,0.5575297479,0.9410682561,0.9387741965,0.9433308591,-0.3927116518,-0.4008272279,-0.3844279186,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s11_out,T2,centred_l2,2000,2000,17.2325,164.7675,0.5530631686,0.5439508213,0.5623763939,0.9415289593,0.9392574231,0.9437435229,-0.3884657907,-0.3966070992,-0.3801469271,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,hist,T2,l2,2000,2000,16.304,165.696,0.5510729104,0.5417529914,0.5604048232,0.9333781464,0.9309521489,0.9357655414,-0.382305236,-0.3906691079,-0.3738977837,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,hist,T2,centred_l2,2000,2000,16.304,165.696,0.5468768468,0.5375924046,0.5562542352,0.9336854021,0.9312666351,0.936092223,-0.3868085553,-0.3951554017,-0.3783125891,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s12_post_norm,T2,l2,2000,0,0,182,MISSING,MISSING,MISSING,0.9036923077,0.9007057692,0.9066291896,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s12_post_norm,T2,centred_l2,2000,0,0,182,MISSING,MISSING,MISSING,0.9045,0.9014779533,0.9074260302,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s11_out,T3,l2,2000,1999,14.6945,153.3055,0.4748619222,0.4653534602,0.4842161852,0.9255555598,0.9228543904,0.9281799895,-0.4506921289,-0.4593621267,-0.4422546495,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s11_out,T3,centred_l2,2000,1999,14.6945,153.3055,0.4799692037,0.4703918357,0.4892946544,0.9261986035,0.9235219873,0.928823596,-0.4462252351,-0.4549429323,-0.4377697527,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,hist,T3,l2,2000,1999,13.912,154.088,0.4809704801,0.4712191894,0.4904492605,0.9148738366,0.912047835,0.917646989,-0.4338935266,-0.4428542401,-0.4251945835,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,hist,T3,centred_l2,2000,1999,13.912,154.088,0.4778969591,0.4681515124,0.4873702753,0.9158240498,0.9129841765,0.9186055022,-0.4379147584,-0.4468971312,-0.4291662361,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s12_post_norm,T3,l2,2000,0,0,168,MISSING,MISSING,MISSING,0.8856369048,0.8823599702,0.8888393601,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,native,s12_post_norm,T3,centred_l2,2000,0,0,168,MISSING,MISSING,MISSING,0.8869107143,0.8836398065,0.8901042411,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s11_out,T0,l2,2000,1247,2.64,193.36,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s11_out,T0,centred_l2,2000,1247,2.64,193.36,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,hist,T0,l2,2000,1509,3.202,192.798,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,hist,T0,centred_l2,2000,1509,3.202,192.798,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s12_post_norm,T0,l2,2000,0,0,196,MISSING,MISSING,MISSING,1,1,1,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s12_post_norm,T0,centred_l2,2000,0,0,196,MISSING,MISSING,MISSING,1,1,1,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s11_out,T1,l2,2000,1247,2.64,193.36,0.9889828771,0.9843255015,0.993117632,0.9914554778,0.9898739595,0.9928556443,-0.002054990612,-0.006366522887,0.001861577874,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s11_out,T1,centred_l2,2000,1247,2.64,193.36,0.989481015,0.9849086668,0.9934977762,0.9915330508,0.9899349603,0.9929405917,-0.001615804809,-0.005858103735,0.002225650586,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,hist,T1,l2,2000,1509,3.202,192.798,0.9932638189,0.9903244326,0.9959118034,0.9897602522,0.9881228839,0.991240419,0.003907376307,0.000691301539,0.006975014191,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,hist,T1,centred_l2,2000,1509,3.202,192.798,0.9934492908,0.9905751017,0.9960505006,0.9899514822,0.9883109363,0.9914201785,0.00388673073,0.0007094195545,0.006909004631,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s12_post_norm,T1,l2,2000,0,0,196,MISSING,MISSING,MISSING,0.9908443878,0.9892755102,0.99225,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s12_post_norm,T1,centred_l2,2000,0,0,196,MISSING,MISSING,MISSING,0.9910408163,0.9894744898,0.9924387755,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s11_out,T2,l2,2000,1267,2.697,179.303,0.9555982433,0.9471228384,0.9635977111,0.9689135112,0.9671820719,0.9706342869,-0.01107269375,-0.01920627661,-0.003471593618,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s11_out,T2,centred_l2,2000,1267,2.697,179.303,0.9570100266,0.9486083014,0.9649916597,0.9688278527,0.9670591981,0.9705924347,-0.009668804464,-0.01774060339,-0.002095034578,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,hist,T2,l2,2000,1521,3.451,178.549,0.9844815437,0.9802878511,0.9883933804,0.9673771834,0.9655645574,0.9691636052,0.01750169827,0.01295506011,0.02181672371,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,hist,T2,centred_l2,2000,1521,3.451,178.549,0.9845616659,0.9803442009,0.9885153053,0.9673873854,0.9655599725,0.9691882162,0.01756840568,0.0129918928,0.0218319111,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s12_post_norm,T2,l2,2000,0,0,182,MISSING,MISSING,MISSING,0.9684945055,0.9667499313,0.9702225275,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s12_post_norm,T2,centred_l2,2000,0,0,182,MISSING,MISSING,MISSING,0.9685769231,0.9668159341,0.9703186813,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s11_out,T3,l2,2000,1213,2.4495,165.5505,0.9531767273,0.9439627708,0.9616581352,0.9647974768,0.9627426682,0.9667673804,-0.009641512681,-0.0184882464,-0.00139491325,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s11_out,T3,centred_l2,2000,1213,2.4495,165.5505,0.9548567112,0.9458814222,0.9632416627,0.9642407582,0.9621313102,0.9662547737,-0.007323316364,-0.01599343383,0.0007942339571,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,hist,T3,l2,2000,1524,3.391,164.609,0.9815305433,0.9768587073,0.985854046,0.9621080946,0.9599461573,0.9641659712,0.02074314256,0.0155880769,0.02556373641,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,hist,T3,centred_l2,2000,1524,3.391,164.609,0.9818407482,0.977241464,0.9861225995,0.9618165921,0.9596026252,0.9638976974,0.02129919502,0.01618451921,0.02606484878,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s12_post_norm,T3,l2,2000,0,0,168,MISSING,MISSING,MISSING,0.9639672619,0.9618779762,0.9659584077,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s1,vit_small,nomix,baseline,native,s12_post_norm,T3,centred_l2,2000,0,0,168,MISSING,MISSING,MISSING,0.9637589286,0.9616279018,0.9657916667,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s11_out,T0,l2,2000,1123,2.1615,193.8385,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s11_out,T0,centred_l2,2000,1123,2.1615,193.8385,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,hist,T0,l2,2000,1502,3.006,192.994,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,hist,T0,centred_l2,2000,1502,3.006,192.994,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s12_post_norm,T0,l2,2000,0,0,196,MISSING,MISSING,MISSING,1,1,1,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s12_post_norm,T0,centred_l2,2000,0,0,196,MISSING,MISSING,MISSING,1,1,1,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s11_out,T1,l2,2000,1123,2.1615,193.8385,0.9903092651,0.9853756407,0.9944895617,0.9955121339,0.994317342,0.9965265491,-0.005423541075,-0.01011931748,-0.001390048429,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s11_out,T1,centred_l2,2000,1123,2.1615,193.8385,0.9908075053,0.9858864404,0.9948958916,0.9956434992,0.9944532946,0.9966441734,-0.005063847369,-0.009774317155,-0.001045653804,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,hist,T1,l2,2000,1502,3.006,192.994,0.9981837019,0.9964633817,0.9993817839,0.9948071478,0.9935248558,0.9958929114,0.003678409896,0.001540356217,0.005684966553,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,hist,T1,centred_l2,2000,1502,3.006,192.994,0.9982391835,0.9965216892,0.9994220546,0.9948885976,0.993623298,0.995966918,0.003632229922,0.001539246774,0.00562856396,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s12_post_norm,T1,l2,2000,0,0,196,MISSING,MISSING,MISSING,0.9953010204,0.9941122449,0.9963214923,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s12_post_norm,T1,centred_l2,2000,0,0,196,MISSING,MISSING,MISSING,0.9954107143,0.9942320153,0.9964336735,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s11_out,T2,l2,2000,942,1.7955,180.2045,0.8947427308,0.878704267,0.9104402442,0.962313878,0.9604429895,0.9641757454,-0.06734548219,-0.08288732057,-0.05231423964,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s11_out,T2,centred_l2,2000,942,1.7955,180.2045,0.8990317058,0.8832296618,0.9145072901,0.9623170807,0.960453964,0.9641678139,-0.06304580864,-0.0782078818,-0.04820284984,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,hist,T2,l2,2000,1433,2.813,179.187,0.9887154706,0.9845373224,0.9924257316,0.9614552629,0.959556232,0.963369287,0.02896486788,0.02434802463,0.03336332297,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,hist,T2,centred_l2,2000,1433,2.813,179.187,0.9891390566,0.9850361224,0.9927429339,0.9611921456,0.9592832865,0.9630878648,0.0296521545,0.02507422684,0.0339971718,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s12_post_norm,T2,l2,2000,0,0,182,MISSING,MISSING,MISSING,0.9628956044,0.9610576236,0.9647116071,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s12_post_norm,T2,centred_l2,2000,0,0,182,MISSING,MISSING,MISSING,0.9630631868,0.9612087912,0.9648901786,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s11_out,T3,l2,2000,891,1.6455,166.3545,0.8765613462,0.8574956017,0.8936624311,0.9562405379,0.9540329838,0.9584096807,-0.07741506295,-0.09561282375,-0.06088672301,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s11_out,T3,centred_l2,2000,891,1.6455,166.3545,0.8796967973,0.8608349347,0.8966280893,0.9560870203,0.9538644708,0.9582712583,-0.07441601627,-0.09236056,-0.05799016919,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,hist,T3,l2,2000,1369,2.688,165.312,0.9853434592,0.9805823569,0.9896300901,0.9543842898,0.9520913244,0.9566223603,0.03266196866,0.02729718023,0.03789582165,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,hist,T3,centred_l2,2000,1369,2.688,165.312,0.985179659,0.9803000087,0.9894973167,0.9538456494,0.9515251961,0.9560968806,0.03305898442,0.02763646995,0.03833181787,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s12_post_norm,T3,l2,2000,0,0,168,MISSING,MISSING,MISSING,0.9565327381,0.9543213542,0.9586994048,MISSING,MISSING,MISSING,0.005102040816,secondary
e2r_vits_nomix_baseline_s2,vit_small,nomix,baseline,native,s12_post_norm,T3,centred_l2,2000,0,0,168,MISSING,MISSING,MISSING,0.9565833333,0.9543719494,0.9587440476,MISSING,MISSING,MISSING,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s11_out,T0,l2,2000,1535,9.239,186.761,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s11_out,T0,centred_l2,2000,1535,9.239,186.761,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,hist,T0,l2,2000,348,1.424,194.576,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,hist,T0,centred_l2,2000,348,1.424,194.576,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s12_post_norm,T0,l2,2000,940,1.754,194.246,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s12_post_norm,T0,centred_l2,2000,940,1.754,194.246,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s11_out,T1,l2,2000,1535,9.239,186.761,0.7246815328,0.714605082,0.7346415371,0.865831806,0.8629959731,0.868638751,-0.1525805424,-0.1625342113,-0.1428229497,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s11_out,T1,centred_l2,2000,1535,9.239,186.761,0.7360994973,0.7262112384,0.7457312243,0.8667848069,0.8639579996,0.869578788,-0.142214816,-0.1519142574,-0.1328082031,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,hist,T1,l2,2000,348,1.424,194.576,0.7381063685,0.708452898,0.7661941166,0.8562069767,0.8533790532,0.8589907845,-0.1366610324,-0.1653913333,-0.1093377077,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,hist,T1,centred_l2,2000,348,1.424,194.576,0.7537941764,0.7248163586,0.781838086,0.8548742607,0.8520412758,0.8576401724,-0.1195595383,-0.1471552083,-0.09209145459,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s12_post_norm,T1,l2,2000,940,1.754,194.246,0.9722477474,0.9637240606,0.9797248264,0.8607666738,0.8580279884,0.8634519195,0.1132131396,0.1044143245,0.1212838081,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s12_post_norm,T1,centred_l2,2000,940,1.754,194.246,0.9759793611,0.9679539595,0.9829515182,0.8647511931,0.862079168,0.8673616096,0.1130371787,0.104856353,0.1206370228,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s11_out,T2,l2,2000,1496,8.2185,173.7815,0.7126597215,0.7003195064,0.7247049527,0.8812502712,0.8779278548,0.8845290712,-0.1734912552,-0.1848629162,-0.1625176076,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s11_out,T2,centred_l2,2000,1496,8.2185,173.7815,0.7234164351,0.7111256688,0.7354406614,0.8823716079,0.8790725595,0.8856253141,-0.1636753895,-0.1750387566,-0.1526617701,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,hist,T2,l2,2000,328,1.265,180.735,0.714022689,0.6831994791,0.7453331135,0.872544764,0.8690719811,0.8759475778,-0.1727753223,-0.2016530948,-0.143307724,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,hist,T2,centred_l2,2000,328,1.265,180.735,0.7308011284,0.7005801361,0.7609663352,0.8725647408,0.8690781536,0.875920961,-0.1564704754,-0.1845059208,-0.1280787418,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s12_post_norm,T2,l2,2000,910,1.4195,180.5805,0.9793933844,0.9716595339,0.9863269825,0.875313686,0.8719036211,0.878670397,0.1007121762,0.09152699761,0.1092880499,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s12_post_norm,T2,centred_l2,2000,910,1.4195,180.5805,0.9826146869,0.9754668149,0.9890342643,0.8784380558,0.8750531987,0.8817570585,0.1007800514,0.09228885237,0.1090099736,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s11_out,T3,l2,2000,1530,7.6195,160.3805,0.6743973175,0.6618593167,0.6868652115,0.8635563484,0.8600473477,0.8670222342,-0.1950001812,-0.2065404949,-0.1834834943,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s11_out,T3,centred_l2,2000,1530,7.6195,160.3805,0.6827530651,0.6704374946,0.6950097061,0.8649594038,0.8614520546,0.8683886186,-0.1880077491,-0.1994644976,-0.1767074635,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,hist,T3,l2,2000,331,1.22,166.78,0.6613754713,0.6289816057,0.6931566085,0.8523207222,0.8486610329,0.8558626635,-0.2161738502,-0.2472187662,-0.185598931,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,hist,T3,centred_l2,2000,331,1.22,166.78,0.6687182306,0.6368162177,0.6999704436,0.8526794676,0.8491013775,0.8562040466,-0.2108189065,-0.2411810696,-0.1809831523,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s12_post_norm,T3,l2,2000,862,1.358,166.642,0.9626193782,0.9520438977,0.9727640467,0.8567274179,0.853183979,0.8602005034,0.1031811088,0.09155863464,0.1144097326,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_registers,vit_base,mixup,registers,native,s12_post_norm,T3,centred_l2,2000,862,1.358,166.642,0.9731228635,0.9639170736,0.9812838685,0.8612746039,0.8577645993,0.8646698435,0.1088242575,0.09857031247,0.1183943849,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_saga,vit_base,mixup,saga,native,s11_out,T0,l2,2000,2000,12.053,183.947,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
legacy_e2_vit_base_nomixdir_saga,vit_base,mixup,saga,native,s11_out,T0,centred_l2,2000,2000,12.053,183.947,1,1,1,1,1,1,0,0,0,0.005102040816,secondary
