scope,run_id,arch,recipe_actual,variant,stage,transform,descriptor,diagnostic,n,spearman_rho,mean_acc_exact,mean_diagnostic,endpoint_class
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,hist,T1,centred_l2,count_mad_stage,2000,-0.05719773215,0.8374387755,18.5745,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T1,l2,count_mad_s11,2000,-0.1465252967,0.8541913265,19.8575,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T1,l2,count_mad_stage,2000,MISSING,0.8541913265,0,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T1,centred_l2,count_mad_s11,2000,-0.1469073194,0.8527346939,19.8575,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T1,centred_l2,count_mad_stage,2000,MISSING,0.8527346939,0,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s11_out,T2,l2,count_mad_s11,2000,-0.07314268745,0.8794752747,20.2475,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s11_out,T2,l2,count_mad_stage,2000,-0.07314268745,0.8794752747,20.2475,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s11_out,T2,centred_l2,count_mad_s11,2000,-0.07467699118,0.8788983516,20.2475,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s11_out,T2,centred_l2,count_mad_stage,2000,-0.07467699118,0.8788983516,20.2475,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,hist,T2,l2,count_mad_s11,2000,-0.07679549743,0.8733296703,20.2475,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,hist,T2,l2,count_mad_stage,2000,-0.04881118357,0.8733296703,18.9975,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,hist,T2,centred_l2,count_mad_s11,2000,-0.07609558706,0.8716346154,20.2475,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,hist,T2,centred_l2,count_mad_stage,2000,-0.04586750517,0.8716346154,18.9975,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T2,l2,count_mad_s11,2000,-0.06778210705,0.8843791209,20.2475,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T2,l2,count_mad_stage,2000,MISSING,0.8843791209,0,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T2,centred_l2,count_mad_s11,2000,-0.07020653333,0.8828736264,20.2475,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T2,centred_l2,count_mad_stage,2000,MISSING,0.8828736264,0,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s11_out,T3,l2,count_mad_s11,2000,-0.06665673737,0.8663482143,20.374,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s11_out,T3,l2,count_mad_stage,2000,-0.06665673737,0.8663482143,20.374,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s11_out,T3,centred_l2,count_mad_s11,2000,-0.06872179611,0.8654583333,20.374,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s11_out,T3,centred_l2,count_mad_stage,2000,-0.06872179611,0.8654583333,20.374,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,hist,T3,l2,count_mad_s11,2000,-0.06220550033,0.8579285714,20.374,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,hist,T3,l2,count_mad_stage,2000,-0.0186093293,0.8579285714,19.095,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,hist,T3,centred_l2,count_mad_s11,2000,-0.06376577607,0.8561369048,20.374,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,hist,T3,centred_l2,count_mad_stage,2000,-0.01916666821,0.8561369048,19.095,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T3,l2,count_mad_s11,2000,-0.06123747739,0.871202381,20.374,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T3,l2,count_mad_stage,2000,MISSING,0.871202381,0,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T3,centred_l2,count_mad_s11,2000,-0.06100644645,0.8698511905,20.374,secondary
within_checkpoint,e2r_vitb_mixup_saga_s1,vit_base,mixup,saga,s12_post_norm,T3,centred_l2,count_mad_stage,2000,MISSING,0.8698511905,0,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T0,l2,count_mad_s11,2000,MISSING,1,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T0,l2,count_mad_stage,2000,MISSING,1,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T0,centred_l2,count_mad_s11,2000,MISSING,1,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T0,centred_l2,count_mad_stage,2000,MISSING,1,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T0,l2,count_mad_s11,2000,MISSING,1,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T0,l2,count_mad_stage,2000,MISSING,1,4.096,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T0,centred_l2,count_mad_s11,2000,MISSING,1,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T0,centred_l2,count_mad_stage,2000,MISSING,1,4.096,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T0,l2,count_mad_s11,2000,MISSING,1,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T0,l2,count_mad_stage,2000,MISSING,1,0.215,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T0,centred_l2,count_mad_s11,2000,MISSING,1,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T0,centred_l2,count_mad_stage,2000,MISSING,1,0.215,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T1,l2,count_mad_s11,2000,-0.2675770782,0.9620816327,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T1,l2,count_mad_stage,2000,-0.2675770782,0.9620816327,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T1,centred_l2,count_mad_s11,2000,-0.2597995401,0.9630714286,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T1,centred_l2,count_mad_stage,2000,-0.2597995401,0.9630714286,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T1,l2,count_mad_s11,2000,-0.2594342146,0.9595102041,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T1,l2,count_mad_stage,2000,-0.07480615422,0.9595102041,4.096,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T1,centred_l2,count_mad_s11,2000,-0.2629860213,0.9590969388,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T1,centred_l2,count_mad_stage,2000,-0.07242066988,0.9590969388,4.096,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T1,l2,count_mad_s11,2000,-0.256913668,0.9624005102,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T1,l2,count_mad_stage,2000,-0.05682088995,0.9624005102,0.215,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T1,centred_l2,count_mad_s11,2000,-0.262540896,0.9633188776,6.7775,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T1,centred_l2,count_mad_stage,2000,-0.04704371861,0.9633188776,0.215,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T2,l2,count_mad_s11,2000,-0.1349163735,0.9568791209,6.9645,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T2,l2,count_mad_stage,2000,-0.1349163735,0.9568791209,6.9645,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T2,centred_l2,count_mad_s11,2000,-0.1229263023,0.9578296703,6.9645,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T2,centred_l2,count_mad_stage,2000,-0.1229263023,0.9578296703,6.9645,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T2,l2,count_mad_s11,2000,-0.1316255511,0.9554230769,6.9645,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T2,l2,count_mad_stage,2000,-0.1120297464,0.9554230769,4.2425,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T2,centred_l2,count_mad_s11,2000,-0.1205119016,0.9555521978,6.9645,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T2,centred_l2,count_mad_stage,2000,-0.110136906,0.9555521978,4.2425,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T2,l2,count_mad_s11,2000,-0.1217634649,0.9575192308,6.9645,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T2,l2,count_mad_stage,2000,0.02567391898,0.9575192308,0.179,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T2,centred_l2,count_mad_s11,2000,-0.1170848102,0.9583791209,6.9645,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T2,centred_l2,count_mad_stage,2000,0.02899026988,0.9583791209,0.179,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T3,l2,count_mad_s11,2000,-0.1118915945,0.9448541667,6.846,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T3,l2,count_mad_stage,2000,-0.1118915945,0.9448541667,6.846,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T3,centred_l2,count_mad_s11,2000,-0.1043940503,0.9460446429,6.846,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s11_out,T3,centred_l2,count_mad_stage,2000,-0.1043940503,0.9460446429,6.846,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T3,l2,count_mad_s11,2000,-0.1073235863,0.9423095238,6.846,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T3,l2,count_mad_stage,2000,-0.1126689023,0.9423095238,4.261,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T3,centred_l2,count_mad_s11,2000,-0.09769700527,0.9421130952,6.846,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,hist,T3,centred_l2,count_mad_stage,2000,-0.1077808896,0.9421130952,4.261,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T3,l2,count_mad_s11,2000,-0.09835410125,0.9454613095,6.846,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T3,l2,count_mad_stage,2000,0.04806483369,0.9454613095,0.2215,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T3,centred_l2,count_mad_s11,2000,-0.1000927472,0.9465535714,6.846,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,s12_post_norm,T3,centred_l2,count_mad_stage,2000,0.05081956464,0.9465535714,0.2215,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T0,l2,count_mad_s11,2000,MISSING,1,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T0,l2,count_mad_stage,2000,MISSING,1,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T0,centred_l2,count_mad_s11,2000,MISSING,1,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T0,centred_l2,count_mad_stage,2000,MISSING,1,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T0,l2,count_mad_s11,2000,MISSING,1,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T0,l2,count_mad_stage,2000,MISSING,1,4.288,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T0,centred_l2,count_mad_s11,2000,MISSING,1,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T0,centred_l2,count_mad_stage,2000,MISSING,1,4.288,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T0,l2,count_mad_s11,2000,MISSING,1,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T0,l2,count_mad_stage,2000,MISSING,1,0.355,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T0,centred_l2,count_mad_s11,2000,MISSING,1,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T0,centred_l2,count_mad_stage,2000,MISSING,1,0.355,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T1,l2,count_mad_s11,2000,-0.3586410852,0.9629719388,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T1,l2,count_mad_stage,2000,-0.3586410852,0.9629719388,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T1,centred_l2,count_mad_s11,2000,-0.3485256174,0.9639234694,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T1,centred_l2,count_mad_stage,2000,-0.3485256174,0.9639234694,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T1,l2,count_mad_s11,2000,-0.3419198856,0.9584438776,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T1,l2,count_mad_stage,2000,-0.1151284511,0.9584438776,4.288,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T1,centred_l2,count_mad_s11,2000,-0.3346701925,0.9589846939,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T1,centred_l2,count_mad_stage,2000,-0.1068197495,0.9589846939,4.288,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T1,l2,count_mad_s11,2000,-0.3413802385,0.9626454082,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T1,l2,count_mad_stage,2000,0.001347244886,0.9626454082,0.355,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T1,centred_l2,count_mad_s11,2000,-0.3394538054,0.9633188776,8.1205,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T1,centred_l2,count_mad_stage,2000,0.006770786971,0.9633188776,0.355,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T2,l2,count_mad_s11,2000,-0.2253938522,0.9587142857,8.4705,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T2,l2,count_mad_stage,2000,-0.2253938522,0.9587142857,8.4705,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T2,centred_l2,count_mad_s11,2000,-0.2265185586,0.9596978022,8.4705,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T2,centred_l2,count_mad_stage,2000,-0.2265185586,0.9596978022,8.4705,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T2,l2,count_mad_s11,2000,-0.2310038699,0.9558791209,8.4705,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T2,l2,count_mad_stage,2000,-0.06325178171,0.9558791209,4.268,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T2,centred_l2,count_mad_s11,2000,-0.2248770092,0.9569917582,8.4705,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T2,centred_l2,count_mad_stage,2000,-0.0667432596,0.9569917582,4.268,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T2,l2,count_mad_s11,2000,-0.220350558,0.9595357143,8.4705,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T2,l2,count_mad_stage,2000,0.04882881009,0.9595357143,0.344,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T2,centred_l2,count_mad_s11,2000,-0.2190067004,0.960217033,8.4705,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T2,centred_l2,count_mad_stage,2000,0.05160704871,0.960217033,0.344,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T3,l2,count_mad_s11,2000,-0.2058874116,0.9468363095,8.4395,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T3,l2,count_mad_stage,2000,-0.2058874116,0.9468363095,8.4395,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T3,centred_l2,count_mad_s11,2000,-0.1945902744,0.9480714286,8.4395,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s11_out,T3,centred_l2,count_mad_stage,2000,-0.1945902744,0.9480714286,8.4395,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T3,l2,count_mad_s11,2000,-0.2014874106,0.9422589286,8.4395,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T3,l2,count_mad_stage,2000,-0.06081171914,0.9422589286,4.272,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T3,centred_l2,count_mad_s11,2000,-0.1950790441,0.9430863095,8.4395,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,hist,T3,centred_l2,count_mad_stage,2000,-0.05682240755,0.9430863095,4.272,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T3,l2,count_mad_s11,2000,-0.1928266991,0.9470386905,8.4395,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T3,l2,count_mad_stage,2000,0.07934753828,0.9470386905,0.349,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T3,centred_l2,count_mad_s11,2000,-0.1915652493,0.947985119,8.4395,secondary
within_checkpoint,legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,s12_post_norm,T3,centred_l2,count_mad_stage,2000,0.08602077113,0.947985119,0.349,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T0,l2,count_mad_s11,2000,MISSING,1,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T0,l2,count_mad_stage,2000,MISSING,1,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T0,centred_l2,count_mad_s11,2000,MISSING,1,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T0,centred_l2,count_mad_stage,2000,MISSING,1,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T0,l2,count_mad_s11,2000,MISSING,1,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T0,l2,count_mad_stage,2000,MISSING,1,11.6625,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T0,centred_l2,count_mad_s11,2000,MISSING,1,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T0,centred_l2,count_mad_stage,2000,MISSING,1,11.6625,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T0,l2,count_mad_s11,2000,MISSING,1,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T0,l2,count_mad_stage,2000,MISSING,1,0.018,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T0,centred_l2,count_mad_s11,2000,MISSING,1,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T0,centred_l2,count_mad_stage,2000,MISSING,1,0.018,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T1,l2,count_mad_s11,2000,-0.355988581,0.9124285714,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T1,l2,count_mad_stage,2000,-0.355988581,0.9124285714,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T1,centred_l2,count_mad_s11,2000,-0.3514996408,0.9133214286,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T1,centred_l2,count_mad_stage,2000,-0.3514996408,0.9133214286,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T1,l2,count_mad_s11,2000,-0.3576554899,0.9090153061,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T1,l2,count_mad_stage,2000,-0.3162237006,0.9090153061,11.6625,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T1,centred_l2,count_mad_s11,2000,-0.3585297898,0.9102040816,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T1,centred_l2,count_mad_stage,2000,-0.3179167572,0.9102040816,11.6625,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T1,l2,count_mad_s11,2000,-0.3568629746,0.9143392857,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T1,l2,count_mad_stage,2000,-0.05299490444,0.9143392857,0.018,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T1,centred_l2,count_mad_s11,2000,-0.3548492191,0.9150459184,14.128,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T1,centred_l2,count_mad_stage,2000,-0.0524318276,0.9150459184,0.018,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T2,l2,count_mad_s11,2000,-0.2552160461,0.9174450549,14.266,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T2,l2,count_mad_stage,2000,-0.2552160461,0.9174450549,14.266,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T2,centred_l2,count_mad_s11,2000,-0.2483539085,0.9183543956,14.266,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T2,centred_l2,count_mad_stage,2000,-0.2483539085,0.9183543956,14.266,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T2,l2,count_mad_s11,2000,-0.2615492634,0.915467033,14.266,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T2,l2,count_mad_stage,2000,-0.1190442202,0.915467033,11.5345,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T2,centred_l2,count_mad_s11,2000,-0.2574772441,0.916739011,14.266,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,hist,T2,centred_l2,count_mad_stage,2000,-0.1088796702,0.916739011,11.5345,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T2,l2,count_mad_s11,2000,-0.2491774157,0.9193598901,14.266,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T2,l2,count_mad_stage,2000,-0.05295310867,0.9193598901,0.0105,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T2,centred_l2,count_mad_s11,2000,-0.2492559289,0.920032967,14.266,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s12_post_norm,T2,centred_l2,count_mad_stage,2000,-0.05291099078,0.920032967,0.0105,secondary
within_checkpoint,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,s11_out,T3,l2,count_mad_s11,2000,-0.3072252912,0.8999613095,14.2695,secondary
