run_id,arch,recipe_actual,variant,stage,transform,descriptor,n_images_paired,acc_native,acc_term_1.00,delta,ci_lo,ci_hi,max_abs_s11_diff_vs_native,chance_exact,endpoint_class
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s11_out,T1,centred_l2,2000,0.9867857143,0.9867857143,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s11_out,T1,l2,2000,0.9865255102,0.9865255102,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s11_out,T2,centred_l2,2000,0.9725934066,0.9725934066,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s11_out,T2,l2,2000,0.9725741758,0.9725741758,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s11_out,T3,centred_l2,2000,0.9680505952,0.9680505952,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s11_out,T3,l2,2000,0.9682440476,0.9682440476,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s12_post_norm,T0,centred_l2,2000,1,1,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s12_post_norm,T0,l2,2000,1,1,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s12_post_norm,T1,centred_l2,2000,0.9860255102,0.986125,9.948979592e-05,1.020408163e-05,0.0001887755102,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s12_post_norm,T1,l2,2000,0.985619898,0.9857168367,9.693877551e-05,-2.551020408e-06,0.000193877551,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s12_post_norm,T2,centred_l2,2000,0.9728983516,0.9729093407,1.098901099e-05,-7.417582418e-05,9.340659341e-05,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s12_post_norm,T2,l2,2000,0.9727005495,0.9727664835,6.593406593e-05,-1.923076923e-05,0.0001538461538,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s12_post_norm,T3,centred_l2,2000,0.9682321429,0.9682619048,2.976190476e-05,-7.738095238e-05,0.0001339285714,0,0.005102040816,secondary
e2r_vits_nomix_saga_s1,vit_small,nomix,saga,s12_post_norm,T3,l2,2000,0.9681458333,0.968139881,-5.952380952e-06,-0.000125,0.0001101190476,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,hist,T0,centred_l2,2000,1,1,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,hist,T0,l2,2000,1,1,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,hist,T1,centred_l2,2000,0.9933469388,0.9934387755,9.183673469e-05,1.269132653e-05,0.0001734693878,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,hist,T1,l2,2000,0.9932780612,0.9933392857,6.12244898e-05,-2.806122449e-05,0.0001530612245,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,hist,T2,centred_l2,2000,0.9720302198,0.9724120879,0.0003818681319,0.0002582417582,0.0005054945055,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,hist,T2,l2,2000,0.9721043956,0.9726346154,0.0005302197802,0.0004120879121,0.0006538461538,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,hist,T3,centred_l2,2000,0.9658541667,0.9662916667,0.0004375,0.0002827380952,0.0005922619048,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,hist,T3,l2,2000,0.966077381,0.9664404762,0.0003630952381,0.0001994047619,0.0005297619048,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s11_out,T0,centred_l2,2000,1,1,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s11_out,T0,l2,2000,1,1,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s11_out,T1,centred_l2,2000,0.9946428571,0.9946428571,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s11_out,T1,l2,2000,0.9944719388,0.9944719388,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s11_out,T2,centred_l2,2000,0.9744093407,0.9744093407,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s11_out,T2,l2,2000,0.9744120879,0.9744120879,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s11_out,T3,centred_l2,2000,0.9693005952,0.9693005952,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s11_out,T3,l2,2000,0.9697232143,0.9697232143,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s12_post_norm,T0,centred_l2,2000,1,1,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s12_post_norm,T0,l2,2000,1,1,0,0,0,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s12_post_norm,T1,centred_l2,2000,0.9942168367,0.9942704082,5.357142857e-05,-7.653061224e-06,0.0001173469388,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s12_post_norm,T1,l2,2000,0.9940127551,0.9940892857,7.653061224e-05,1.785714286e-05,0.000137755102,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s12_post_norm,T2,centred_l2,2000,0.9744423077,0.9745494505,0.0001071428571,1.648351648e-05,0.0001978021978,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s12_post_norm,T2,l2,2000,0.9743324176,0.9744258242,9.340659341e-05,-6.868131868e-08,0.0001923076923,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s12_post_norm,T3,centred_l2,2000,0.9692827381,0.9695029762,0.0002202380952,0.0001041666667,0.0003333333333,0,0.005102040816,secondary
e2r_vits_nomix_saga_s2,vit_small,nomix,saga,s12_post_norm,T3,l2,2000,0.9691636905,0.9693035714,0.0001398809524,2.083333333e-05,0.000255952381,0,0.005102040816,secondary
