epoch,lr,train_loss,val_top1
0,1e-05,4.1796,17.857
1,9.997557473810373e-06,3.4862,34.143
2,9.990232305719946e-06,3.0757,41.857
3,9.978031724785247e-06,2.7818,48.714
4,9.960967771506668e-06,2.589,52.429
5,9.939057285945934e-06,2.4243,56.286
6,9.912321891107011e-06,2.2789,57.857
7,9.8807879715968e-06,2.1772,58.429
8,9.844486647586724e-06,2.0997,61.0
9,9.80345374410087e-06,2.0387,62.429
10,9.757729755661012e-06,1.982,65.571
11,9.707359806323418e-06,1.9116,65.429
12,9.652393605146846e-06,1.8657,64.714
13,9.592885397135709e-06,1.8485,67.429
14,9.5288939097068e-06,1.8192,67.429
15,9.460482294732423e-06,1.7541,67.857
16,9.387718066217127e-06,1.7339,67.143
17,9.310673033669524e-06,1.7139,67.857
18,9.229423231234978e-06,1.6892,69.857
19,9.144048842659085e-06,1.6622,67.714
20,9.054634122155994e-06,1.6488,70.429
21,8.961267311259671e-06,1.6109,71.429
22,8.864040551740162e-06,1.5854,70.286
23,8.76304979467078e-06,1.5787,70.143
24,8.658394705735992e-06,1.5505,69.714
25,8.550178566873415e-06,1.5571,70.571
26,8.438508174347015e-06,1.5211,71.857
27,8.323493733352083e-06,1.5149,70.857
28,8.205248749256021e-06,1.4845,72.286
29,8.083889915582242e-06,1.4838,71.286
30,7.95953699884775e-06,1.4784,72.857
31,7.832312720368054e-06,1.4603,72.143
32,7.70234263514604e-06,1.4322,73.429
33,7.569755007964345e-06,1.42,72.0
34,7.434680686803498e-06,1.4156,73.429
35,7.297252973710764e-06,1.4205,71.429
36,7.157607493247117e-06,1.422,72.429
37,7.01588205864217e-06,1.3905,71.714
38,6.872216535789163e-06,1.3849,73.286
39,6.726752705214199e-06,1.379,71.286
40,6.579634122155996e-06,1.384,72.571
41,6.431005974894191e-06,1.3555,71.429
42,6.281014941466035e-06,1.3448,73.571
43,6.129809044912891e-06,1.3638,71.429
44,5.977537507199342e-06,1.3481,73.429
45,5.824350601949147e-06,1.3411,72.571
46,5.670399506143312e-06,1.3182,72.286
47,5.5158361509266505e-06,1.3342,73.857
48,5.3608130716701065e-06,1.3177,71.143
49,5.20548325743674e-06,1.308,73.571
50,5.050000000000004e-06,1.2977,71.143
51,4.894516742563269e-06,1.2991,72.571
52,4.739186928329903e-06,1.3047,73.0
53,4.584163849073358e-06,1.3129,72.0
54,4.4296004938566975e-06,1.2756,73.857
55,4.27564939805086e-06,1.2877,73.0
56,4.122462492800666e-06,1.2753,73.429
57,3.970190955087119e-06,1.2694,73.0
58,3.818985058533972e-06,1.2927,72.143
59,3.668994025105819e-06,1.2521,72.286
60,3.520365877844015e-06,1.2594,72.286
61,3.373247294785811e-06,1.2504,73.571
62,3.2277834642108485e-06,1.2748,72.286
63,3.084117941357838e-06,1.2489,72.143
64,2.9423925067528926e-06,1.2712,71.857
65,2.8027470262892456e-06,1.2449,71.714
66,2.6653193131965106e-06,1.249,73.0
67,2.530244992035664e-06,1.2494,73.714
68,2.3976573648539675e-06,1.2502,74.0
69,2.2676872796319552e-06,1.2342,73.143
70,2.1404630011522605e-06,1.2316,72.429
71,2.016110084417768e-06,1.2141,73.571
72,1.8947512507439876e-06,1.2223,73.143
73,1.776506266647926e-06,1.2349,73.286
74,1.6614918256529925e-06,1.2176,73.714
75,1.5498214331265917e-06,1.2184,73.286
76,1.4416052942640153e-06,1.2287,73.429
77,1.3369502053292262e-06,1.2317,72.571
78,1.2359594482598451e-06,1.2053,72.286
79,1.1387326887403337e-06,1.2243,72.286
80,1.045365877844012e-06,1.2183,72.714
81,9.559511573409206e-07,1.2212,72.143
82,8.705767687650274e-07,1.2275,73.429
83,7.893269663304793e-07,1.2094,73.286
84,7.122819337828761e-07,1.2092,73.571
85,6.395177052675802e-07,1.2233,73.429
86,5.711060902932049e-07,1.2078,73.0
87,5.071146028642951e-07,1.2026,73.143
88,4.476063948531563e-07,1.21,73.714
89,3.926401936765844e-07,1.196,73.429
90,3.4227024433899036e-07,1.2062,73.286
91,2.9654625589913263e-07,1.2115,72.857
92,2.5551335241327693e-07,1.2191,73.286
93,2.192120284032009e-07,1.202,72.857
94,1.8767810889299096e-07,1.1931,73.571
95,1.6094271405406866e-07,1.2228,73.429
96,1.390322284933351e-07,1.2121,73.714
97,1.2196827521475405e-07,1.2002,73.571
98,1.097676942800558e-07,1.2162,73.571
99,1.0244252618962858e-07,1.2023,73.429
