work_package,generated_by,git_sha,model_id,timm_name,group,mixing,arch_note,weight_sha256,timm_version,input_size,native_input_size,resolution_deviation,patch_size,grid_side,n_patches,n_prefix,depth,norm_mean,norm_std,crop_pct,split_name,split_sha256,threshold_split_name,threshold_split_sha256,stage,stage_resolved,basis,tau,n_images,count_per_image,p_any,entropy_normalized,entropy_normalized_excess,gini,gini_null,gini_excess,top5_share,top5_share_uniform,top5_share_excess,position_rel_se,eta2_pos,ring0_freq,ring1_freq,ring2_freq,ring3_freq,ring4_freq,ring5_freq,ring6_freq,ring7_freq,ring0_freq_ci_lo,ring0_freq_ci_hi,ring1_freq_ci_lo,ring1_freq_ci_hi,centre_freq,centre_freq_ci_lo,centre_freq_ci_hi,ring1_share,peak_ring,ring_1_peak,ring1_minus_ring0,ring1_minus_ring0_ci_lo,ring1_minus_ring0_ci_hi,prediction_group,prediction_outcome,split_half_rho,split_half_p,split_half_n_transforms,bootstrap_seed,bootstrap_resamples,source,note
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch14_dinov2,vit_base_patch14_dinov2.lvd142m,no_mixing,no,"DINOv2 ViT-B/14, run at 224 (native 518)",55cbb5d887b336d430e649c277b85a1429e724871f9d02ac16203235886d8c7b,1.0.26,224,518,1,14,16,256,1,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",1.0,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_hist,s12_pre_norm,mad,MISSING,10000,2.8907,0.9969,0.879442,-0.119771,0.563354,0.052562,0.510793,0.211679,0.019531,0.187652,0.093573,0.033529,0.014512,0.008385,0.018739,0.005444,0.009154,0.00673,0.011442,0.008825,0.014207,0.01482,0.008113,0.008671,0.008825,0.007525,0.0102,0.150829,2,0,-0.006127,-0.006524,-0.005718,no_mixing,met,0.956085,0.000488,2048,0,10000,results\frozen\I6_external\vit_base_patch14_dinov2\maps_ext_hist.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch14_dinov2,vit_base_patch14_dinov2.lvd142m,no_mixing,no,"DINOv2 ViT-B/14, run at 224 (native 518)",55cbb5d887b336d430e649c277b85a1429e724871f9d02ac16203235886d8c7b,1.0.26,224,518,1,14,16,256,1,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",1.0,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_s11_out,s11_out,fixed_cal,34.217033,10000,6.6411,1.0,0.865017,-0.134644,0.521662,0.0345,0.487161,0.25282,0.019531,0.230377,0.061276,0.173748,0.04258,0.018988,0.036343,0.013192,0.018225,0.012665,0.017583,0.012575,0.042055,0.043117,0.018558,0.019412,0.012575,0.01125,0.013975,0.14868,0,0,-0.023592,-0.024238,-0.022941,no_mixing,met,0.94172,0.000488,2048,0,10000,results\frozen\I6_external\vit_base_patch14_dinov2\maps_ext_s11_out.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch14_dinov2,vit_base_patch14_dinov2.lvd142m,no_mixing,no,"DINOv2 ViT-B/14, run at 224 (native 518)",55cbb5d887b336d430e649c277b85a1429e724871f9d02ac16203235886d8c7b,1.0.26,224,518,1,14,16,256,1,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",1.0,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_s11_out,s11_out,mad,MISSING,10000,6.2154,1.0,0.847977,-0.15166,0.561767,0.035711,0.526057,0.269701,0.019531,0.247158,0.063394,0.186539,0.042397,0.017781,0.034534,0.010461,0.015557,0.00953,0.015492,0.0097,0.041898,0.042893,0.017413,0.018146,0.0097,0.008525,0.0109,0.14876,0,0,-0.024616,-0.025228,-0.024003,no_mixing,met,0.934798,0.000488,2048,0,10000,results\frozen\I6_external\vit_base_patch14_dinov2\maps_ext_s11_out.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch16_clip_224_openai,vit_base_patch16_clip_224.openai,no_mixing,no,"OpenAI CLIP ViT-B/16 image tower. The task file's prose says ""OpenCLIP""; the registered timm tag is `.openai`, which is the original release.",53b401837e5baa82115d3b6db60c6fff43cfd1a6412e48ed0193d54a69d2f993,1.0.26,224,224,0,16,14,196,1,12,"[0.48145466, 0.4578275, 0.40821073]","[0.26862954, 0.26130258, 0.27577711]",0.9,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_hist,s12_pre_norm,fixed_cal,18.965767,10000,11.8548,1.0,0.958249,-0.041605,0.369316,0.0221,0.347216,0.088909,0.02551,0.061078,0.039412,0.032286,0.041587,0.094039,0.076581,0.047132,0.043825,0.036317,0.041425,MISSING,0.040648,0.04254,0.092729,0.095357,0.041425,0.038875,0.04405,0.349032,1,1,0.052452,0.05126,0.053643,no_mixing,not met,0.988371,0.000638,1568,0,10000,results\frozen\I6_external\vit_base_patch16_clip_224_openai\maps_ext_hist.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch16_clip_224_openai,vit_base_patch16_clip_224.openai,no_mixing,no,"OpenAI CLIP ViT-B/16 image tower. The task file's prose says ""OpenCLIP""; the registered timm tag is `.openai`, which is the original release.",53b401837e5baa82115d3b6db60c6fff43cfd1a6412e48ed0193d54a69d2f993,1.0.26,224,224,0,16,14,196,1,12,"[0.48145466, 0.4578275, 0.40821073]","[0.26862954, 0.26130258, 0.27577711]",0.9,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_hist,s12_pre_norm,mad,MISSING,10000,9.466,1.0,0.932907,-0.066908,0.46509,0.024897,0.440193,0.104986,0.02551,0.076855,0.044391,0.040863,0.03326,0.08242,0.063914,0.032425,0.0283,0.01955,0.02515,MISSING,0.032648,0.033881,0.08142,0.083389,0.02515,0.023425,0.02695,0.383108,1,1,0.049161,0.048043,0.050269,no_mixing,not met,0.990801,0.000638,1568,0,10000,results\frozen\I6_external\vit_base_patch16_clip_224_openai\maps_ext_hist.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch16_clip_224_openai,vit_base_patch16_clip_224.openai,no_mixing,no,"OpenAI CLIP ViT-B/16 image tower. The task file's prose says ""OpenCLIP""; the registered timm tag is `.openai`, which is the original release.",53b401837e5baa82115d3b6db60c6fff43cfd1a6412e48ed0193d54a69d2f993,1.0.26,224,224,0,16,14,196,1,12,"[0.48145466, 0.4578275, 0.40821073]","[0.26862954, 0.26130258, 0.27577711]",0.9,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_s11_out,s11_out,fixed_cal,14.654916,10000,11.0172,1.0,0.949339,-0.050503,0.406499,0.022949,0.38355,0.094116,0.02551,0.066198,0.040976,0.03603,0.038663,0.089618,0.072378,0.041489,0.03907,0.030917,0.03595,MISSING,0.037911,0.039415,0.088509,0.090711,0.03595,0.033775,0.03815,0.357913,1,1,0.050955,0.049772,0.052134,no_mixing,not met,0.99087,0.000638,1568,0,10000,results\frozen\I6_external\vit_base_patch16_clip_224_openai\maps_ext_s11_out.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch16_clip_224_openai,vit_base_patch16_clip_224.openai,no_mixing,no,"OpenAI CLIP ViT-B/16 image tower. The task file's prose says ""OpenCLIP""; the registered timm tag is `.openai`, which is the original release.",53b401837e5baa82115d3b6db60c6fff43cfd1a6412e48ed0193d54a69d2f993,1.0.26,224,224,0,16,14,196,1,12,"[0.48145466, 0.4578275, 0.40821073]","[0.26862954, 0.26130258, 0.27577711]",0.9,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_s11_out,s11_out,mad,MISSING,10000,10.0519,1.0,0.938313,-0.061513,0.447258,0.024119,0.423139,0.101065,0.02551,0.073015,0.04301,0.039906,0.035913,0.085289,0.067217,0.035107,0.03178,0.022958,0.02945,MISSING,0.035248,0.036562,0.084266,0.086298,0.02945,0.027525,0.0314,0.373332,1,1,0.049375,0.048222,0.050515,no_mixing,not met,0.990566,0.000638,1568,0,10000,results\frozen\I6_external\vit_base_patch16_clip_224_openai\maps_ext_s11_out.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch16_224_mae,vit_base_patch16_224.mae,no_mixing,no,"MAE ViT-B/16 encoder, pretrained weights only (no fine-tune)",78f46071f3e02ef39b9686a54c69b2f36c9d7f2c57f3ea5ca9ffc2d62ce4c3ba,1.0.26,224,224,0,16,14,196,1,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",0.9,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_hist,s12_pre_norm,fixed_cal,182.114777,10000,3.6851,0.4326,0.963438,-0.03607,0.349747,0.040566,0.309182,0.065561,0.02551,0.035763,0.072241,0.007545,0.007973,0.013891,0.018917,0.025464,0.03181,0.037833,0.043775,MISSING,0.007387,0.008612,0.013048,0.014764,0.043775,0.040775,0.04685,0.165857,6,0,0.005918,0.005398,0.006453,no_mixing,met,0.980407,0.001276,1568,0,10000,results\frozen\I6_external\vit_base_patch16_224_mae\maps_ext_hist.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch16_224_mae,vit_base_patch16_224.mae,no_mixing,no,"MAE ViT-B/16 encoder, pretrained weights only (no fine-tune)",78f46071f3e02ef39b9686a54c69b2f36c9d7f2c57f3ea5ca9ffc2d62ce4c3ba,1.0.26,224,224,0,16,14,196,1,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",0.9,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_hist,s12_pre_norm,mad,MISSING,10000,1.3023,0.369,0.9483,-0.050284,0.412323,0.068662,0.343661,0.081702,0.02551,0.048756,0.122271,0.003942,0.002523,0.00458,0.006058,0.008314,0.01197,0.016458,0.02045,MISSING,0.002313,0.002731,0.004284,0.004873,0.02045,0.01855,0.02245,0.154726,6,0,0.002056,0.001793,0.002324,no_mixing,met,0.932466,0.001276,1568,0,10000,results\frozen\I6_external\vit_base_patch16_224_mae\maps_ext_hist.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch16_224_mae,vit_base_patch16_224.mae,no_mixing,no,"MAE ViT-B/16 encoder, pretrained weights only (no fine-tune)",78f46071f3e02ef39b9686a54c69b2f36c9d7f2c57f3ea5ca9ffc2d62ce4c3ba,1.0.26,224,224,0,16,14,196,1,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",0.9,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_s11_out,s11_out,fixed_cal,83.525276,10000,4.2464,0.5368,0.972548,-0.027027,0.305707,0.037711,0.267997,0.057719,0.02551,0.028219,0.067199,0.006559,0.01044,0.015807,0.022258,0.029296,0.03556,0.040775,0.046475,MISSING,0.009954,0.010931,0.015139,0.016502,0.046475,0.043525,0.0495,0.163786,6,0,0.005366,0.004835,0.005904,no_mixing,met,0.9683,0.000638,1568,0,10000,results\frozen\I6_external\vit_base_patch16_224_mae\maps_ext_s11_out.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_base_patch16_224_mae,vit_base_patch16_224.mae,no_mixing,no,"MAE ViT-B/16 encoder, pretrained weights only (no fine-tune)",78f46071f3e02ef39b9686a54c69b2f36c9d7f2c57f3ea5ca9ffc2d62ce4c3ba,1.0.26,224,224,0,16,14,196,1,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",0.9,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_s11_out,s11_out,mad,MISSING,10000,2.6717,0.4853,0.976821,-0.022496,0.277736,0.047744,0.229992,0.064304,0.02551,0.033713,0.085066,0.003752,0.008248,0.009109,0.012542,0.016657,0.022275,0.028183,0.0351,MISSING,0.007785,0.008733,0.008625,0.009598,0.0351,0.03235,0.03785,0.150017,6,0,0.000861,0.000422,0.001292,no_mixing,met,0.92172,0.000638,1568,0,10000,results\frozen\I6_external\vit_base_patch16_224_mae\maps_ext_s11_out.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_small_patch14_reg4_dinov2,vit_small_patch14_reg4_dinov2.lvd142m,registers_exploratory,no,"DINOv2 ViT-S/14 with 4 registers, run at 224 (native 518)",dca70548ecd7b03ffba6172c4db403014511b5ee6073f9fca72ba9e6e602a25d,1.0.26,224,518,1,14,16,256,5,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",1.0,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_hist,s12_pre_norm,fixed_cal,72.933502,10000,4.5358,0.3183,0.996726,-0.002775,0.108982,0.041842,0.067139,0.028661,0.019531,0.005586,0.074458,0.000663,0.015123,0.015098,0.017,0.018967,0.020775,0.021695,0.024483,0.025775,0.013817,0.01648,0.013829,0.016421,0.025775,0.023275,0.0283,0.17309,7,0,-2.5e-05,-0.000567,0.000527,registers_exploratory,not applicable,0.818528,0.000488,2048,0,10000,results\frozen\I6_external\vit_small_patch14_reg4_dinov2\maps_ext_hist.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_small_patch14_reg4_dinov2,vit_small_patch14_reg4_dinov2.lvd142m,registers_exploratory,no,"DINOv2 ViT-S/14 with 4 registers, run at 224 (native 518)",dca70548ecd7b03ffba6172c4db403014511b5ee6073f9fca72ba9e6e602a25d,1.0.26,224,518,1,14,16,256,5,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",1.0,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_hist,s12_pre_norm,mad,MISSING,10000,1.7103,0.2986,0.992309,-0.00635,0.159465,0.068532,0.090933,0.043209,0.019531,0.017743,0.121935,0.000633,0.008063,0.005537,0.00525,0.005761,0.00655,0.00783,0.009767,0.01075,0.007557,0.008592,0.005171,0.005921,0.01075,0.009274,0.012325,0.168333,7,0,-0.002527,-0.002938,-0.002132,registers_exploratory,not applicable,0.563743,0.000977,2048,0,10000,results\frozen\I6_external\vit_small_patch14_reg4_dinov2\maps_ext_hist.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_small_patch14_reg4_dinov2,vit_small_patch14_reg4_dinov2.lvd142m,registers_exploratory,no,"DINOv2 ViT-S/14 with 4 registers, run at 224 (native 518)",dca70548ecd7b03ffba6172c4db403014511b5ee6073f9fca72ba9e6e602a25d,1.0.26,224,518,1,14,16,256,5,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",1.0,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_s11_out,s11_out,fixed_cal,25.181213,10000,3.6588,0.7623,0.980917,-0.018462,0.244772,0.046685,0.198087,0.05838,0.019531,0.034893,0.083047,0.004057,0.011473,0.010138,0.012257,0.014956,0.017821,0.02179,0.025908,0.02995,0.011122,0.011832,0.00971,0.010573,0.02995,0.02775,0.032175,0.144091,7,0,-0.001335,-0.001756,-0.000908,registers_exploratory,not applicable,0.899994,0.000488,2048,0,10000,results\frozen\I6_external\vit_small_patch14_reg4_dinov2\maps_ext_s11_out.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
I6_external,analysis/frozen_I6_external.py,202a712d9392527cbf2fe99525a42a1d45d01aca,vit_small_patch14_reg4_dinov2,vit_small_patch14_reg4_dinov2.lvd142m,registers_exploratory,no,"DINOv2 ViT-S/14 with 4 registers, run at 224 (native 518)",dca70548ecd7b03ffba6172c4db403014511b5ee6073f9fca72ba9e6e602a25d,1.0.26,224,518,1,14,16,256,5,12,"[0.485, 0.456, 0.406]","[0.229, 0.224, 0.225]",1.0,evaluation,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,calibration,6b707eb39f934274a5ea753d613af54dc9aad01510808f246b70506a96003003,ext_s11_out,s11_out,mad,MISSING,10000,3.0465,0.7779,0.980326,-0.018928,0.236777,0.051179,0.185598,0.066371,0.019531,0.042478,0.091121,0.004002,0.012033,0.008423,0.009436,0.011067,0.013561,0.01711,0.020617,0.0259,0.011667,0.012407,0.008085,0.008773,0.0259,0.02385,0.027925,0.143772,7,0,-0.00361,-0.004022,-0.00319,registers_exploratory,not applicable,0.852759,0.000488,2048,0,10000,results\frozen\I6_external\vit_small_patch14_reg4_dinov2\maps_ext_s11_out.npz,outcome computed by saga.frozen.external.prediction_outcome from the rule registered in configs/frozen/I6_models.yaml; nothing pooled across models or groups
