run_id,arch,recipe_actual,scope,stage,condition_id,layer,diagnostic,n_images,mean_original,mean_condition,mean_delta,ci_lo,ci_hi,excludes_zero,tau_cal_value,bootstrap_resamples,bootstrap_seed,split_sha256,ckpt_sha256,git_sha
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,s11_out,mean_L7,7,cos_nosink_mad,10000,0.3458701225,0.345904872,3.474952281e-05,6.208435558e-06,6.264050718e-05,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,s11_out,mean_L7,7,eff_rank,10000,106.9411112,106.9331975,-0.007913666153,-0.008579059067,-0.007236480064,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,s11_out,mean_L8,8,count_fixed_cal,10000,7.527,7.5286,0.0016,-0.0006,0.0039,0,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,s11_out,mean_L8,8,count_mad,10000,13.9509,13.9599,0.009,0,0.0183,0,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,s11_out,mean_L8,8,cos_all,10000,0.3088382922,0.3088202487,-1.804342568e-05,-2.136004679e-05,-1.489239622e-05,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,s11_out,mean_L8,8,cos_nosink_mad,10000,0.3458701225,0.3458768869,6.764443219e-06,-1.564964376e-05,2.97226081e-05,0,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,s11_out,mean_L8,8,eff_rank,10000,106.9411112,106.942658,0.001546843338,0.001087798786,0.002017013817,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,s11_out,mean_L7,7,count_fixed_cal,10000,9.4766,9.4893,0.0127,0.0081,0.0174,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,s11_out,mean_L7,7,count_mad,10000,16.1014,16.1142,0.0128,0.0002,0.0252,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,s11_out,mean_L7,7,cos_all,10000,0.3047035486,0.3047907282,8.717968017e-05,8.046881903e-05,9.391935155e-05,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,s11_out,mean_L7,7,cos_nosink_mad,10000,0.3481201964,0.3482753006,0.0001551041782,0.0001225888514,0.0001874777927,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,s11_out,mean_L7,7,eff_rank,10000,102.6384508,102.63077,-0.007680831718,-0.008611536441,-0.006740080218,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,s11_out,mean_L8,8,count_fixed_cal,10000,9.4766,9.4778,0.0012,-0.0013,0.0038,0,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,s11_out,mean_L8,8,count_mad,10000,16.1014,16.1122,0.0108,0.0006,0.0209,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,s11_out,mean_L8,8,cos_all,10000,0.3047035486,0.3046869545,-1.659409106e-05,-1.976117436e-05,-1.333137941e-05,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,s11_out,mean_L8,8,cos_nosink_mad,10000,0.3481201964,0.3481197645,-4.31959331e-07,-2.638742018e-05,2.520313319e-05,0,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,s11_out,mean_L8,8,eff_rank,10000,102.6384508,102.6393251,0.0008742643356,0.0004684323788,0.001284011426,1,18.69854832,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
