run_id,arch,recipe_actual,scope,layer,family,decile,edge_lo,edge_hi,n_pairs,mean_delta_nll,ci_lo,ci_hi,mean_delta_update_norm,bootstrap_resamples,bootstrap_seed,split_sha256,ckpt_sha256,git_sha
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,mean,4,2.040004158,2.395617962,465,-0.0002272125213,-0.0007767471058,0.0003073137538,2.176247957,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,mean,5,2.395617962,3.589456701,106,0.0006574480882,-0.0002317463575,0.00202232873,2.591062445,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,mean_half,0,MISSING,1.385904109,9983,-4.650998182e-05,-9.240861443e-05,-1.222515098e-06,0.7925249684,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,mean_half,1,1.385904109,1.628306794,17,0.0001028372961,-0.0001333101926,0.0003635554848,1.469895664,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,perm,0,MISSING,1.385904109,3,-0.0004050532977,-0.0008391141891,-4.380941391e-05,1.378410498,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,perm,1,1.385904109,1.628306794,660,-0.0003443468814,-0.0006964230797,-2.496603481e-06,1.569904507,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,perm,2,1.628306794,1.816166294,6081,-0.0002802938163,-0.0004347408504,-0.0001300926227,1.749931697,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,perm,3,1.816166294,2.040004158,22853,-7.876974508e-05,-0.0001470015166,-1.12469912e-05,1.939829314,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,perm,4,2.040004158,2.395617962,43200,-9.76632269e-05,-0.0001457711249,-5.009142083e-05,2.206678313,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,perm,5,2.395617962,3.589456701,26642,-5.272883905e-05,-0.0001228186572,1.85201199e-05,2.685312441,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,perm,6,3.589456701,4.122430086,471,0.001056464187,-7.557908188e-05,0.002344497637,3.767627909,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,8,perm,7,4.122430086,4.559200954,82,0.0004050317334,1.564254848e-05,0.0008267968439,4.280790544,10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
