epoch,lr,train_loss,val_top1_full,val_top5_full,val_loss,img_per_sec,wall_time
0,5.091e-05,6.7887,2.708,8.906,6.2688,7414.5,172.8
1,0.00010086,6.4935,5.89,16.986,5.7164,7931.1,161.5
2,0.00015081,6.3307,9.246,23.32,5.2997,7920.9,161.7
3,0.00020076,6.1752,12.884,30.408,4.9265,7936.1,161.4
4,0.00025071,6.0169,17.726,37.768,4.5319,7934.0,161.5
5,0.00030066,5.8553,22.512,44.55,4.1372,7894.7,162.3
6,0.00035061,5.6827,27.346,50.942,3.7779,7909.3,162.0
7,0.00040056,5.5306,31.198,55.496,3.5041,7906.1,162.0
8,0.00045051,5.4069,35.03,59.856,3.2519,7919.4,161.8
9,0.00050046,5.3145,37.532,62.654,3.0829,7918.1,161.8
10,0.00055041,5.2131,39.616,65.002,2.9467,7924.4,161.7
11,0.00060036,5.1045,42.06,67.354,2.8119,7915.7,161.8
12,0.00065031,5.0526,43.854,69.476,2.6947,7870.2,162.8
13,0.00070026,4.9276,45.512,70.794,2.6062,7921.1,161.7
14,0.00075021,4.8641,47.294,72.79,2.5198,7916.2,161.8
15,0.00080016,4.8029,48.514,73.464,2.4521,7930.7,161.5
16,0.00085011,4.7698,49.822,75.032,2.3357,7924.3,161.7
17,0.00090006,4.7313,50.518,75.286,2.302,7912.4,161.9
18,0.00095001,4.671,51.458,76.272,2.2824,7927.4,161.6
19,0.00099996,4.6403,52.416,77.094,2.2162,7928.1,161.6
20,0.00098797,4.5945,54.118,78.214,2.1311,7939.0,161.4
21,0.0009868,4.5383,54.858,79.122,2.0925,7918.1,161.8
22,0.00098558,4.4682,55.844,79.684,2.0665,7912.5,161.9
23,0.00098431,4.4249,56.886,80.342,2.0035,7907.5,162.0
24,0.00098298,4.4198,57.382,80.928,1.9555,7911.8,161.9
25,0.0009816,4.3681,58.164,81.81,1.9172,7930.3,161.5
26,0.00098017,4.3336,59.284,82.59,1.8687,7930.8,161.5
27,0.00097868,4.2382,59.402,82.542,1.8591,7923.2,161.7
28,0.00097714,4.2445,60.256,83.338,1.8059,7920.7,161.7
29,0.00097555,4.2251,60.332,83.388,1.8241,7918.0,161.8
30,0.00097391,4.1899,60.992,83.686,1.8198,7907.4,162.0
31,0.00097222,4.1868,61.508,84.118,1.7417,7904.0,162.1
