epoch,lr,train_loss,val_top1_full,val_top5_full,val_loss,img_per_sec,wall_time
0,5.091e-05,6.7879,2.85,9.194,6.2547,5263.8,243.4
1,0.00010086,6.4954,6.104,16.818,5.7184,5330.5,240.3
