epoch,lr,train_loss,val_top1_full,val_top5_full,val_loss,img_per_sec,wall_time
0,5.091e-05,6.6573,3.772,11.506,6.0778,7706.4,166.2
1,0.00010086,6.0508,8.306,21.518,5.3142,7893.8,162.3
2,0.00015081,5.6532,12.842,29.864,4.7925,7880.8,162.5
3,0.00020076,5.3348,18.302,38.608,4.3047,7855.9,163.1
4,0.00025071,5.0165,24.228,46.598,3.8674,7878.0,162.6
5,0.00030066,4.6865,29.864,54.126,3.4568,7899.7,162.2
6,0.00035061,4.4114,34.832,59.95,3.1374,7900.3,162.1
7,0.00040056,4.1865,38.54,63.504,2.9146,7913.7,161.9
8,0.00045051,4.0139,41.136,66.296,2.7529,7902.2,162.1
9,0.00050046,3.8742,43.904,68.8,2.6184,7883.3,162.5
10,0.00055041,3.7563,46.186,71.108,2.4754,7906.7,162.0
11,0.00060036,3.6548,48.26,73.122,2.3667,7902.0,162.1
12,0.00065031,3.5721,49.912,74.628,2.2721,7782.0,164.6
13,0.00070026,3.4892,50.762,75.262,2.2321,7894.0,162.3
14,0.00075021,3.4248,51.768,75.896,2.1799,7910.6,161.9
15,0.00080016,3.3654,53.088,77.124,2.1117,7899.6,162.2
16,0.00085011,3.319,54.144,77.876,2.0612,7914.2,161.9
17,0.00090006,3.274,54.472,78.384,2.0343,7893.0,162.3
18,0.00095001,3.2281,55.282,78.924,1.993,7899.3,162.2
19,0.00099996,3.1847,56.698,79.904,1.9356,7883.5,162.5
20,0.00098797,3.1379,57.08,80.45,1.9092,7895.2,162.3
21,0.0009868,3.0781,58.418,81.384,1.8425,7862.4,162.9
22,0.00098558,3.034,59.328,81.862,1.8121,7872.5,162.7
23,0.00098431,2.997,59.548,82.102,1.7897,7794.3,164.4
24,0.00098298,2.9584,60.122,82.714,1.7598,7869.8,162.8
25,0.0009816,2.9275,60.91,83.38,1.7259,7874.5,162.7
26,0.00098017,2.896,61.426,83.476,1.7031,7904.3,162.1
27,0.00097868,2.869,61.912,83.888,1.6795,7894.7,162.3
28,0.00097714,2.8359,62.184,84.048,1.6768,7907.5,162.0
