epoch,lr,train_loss,val_top1
0,1e-05,4.194,17.143
1,9.997557473810373e-06,3.4933,34.0
2,9.990232305719946e-06,3.046,42.429
3,9.978031724785247e-06,2.7485,48.0
4,9.960967771506668e-06,2.5341,53.143
5,9.939057285945934e-06,2.361,56.714
6,9.912321891107011e-06,2.256,60.143
7,9.8807879715968e-06,2.1762,59.714
8,9.844486647586724e-06,2.0908,61.714
9,9.80345374410087e-06,2.0119,62.857
10,9.757729755661012e-06,1.9539,64.714
11,9.707359806323418e-06,1.9123,64.286
12,9.652393605146846e-06,1.8643,64.857
13,9.592885397135709e-06,1.8139,64.429
14,9.5288939097068e-06,1.7563,66.857
15,9.460482294732423e-06,1.7633,67.0
16,9.387718066217127e-06,1.7006,66.857
17,9.310673033669524e-06,1.6909,68.714
18,9.229423231234978e-06,1.6729,67.429
19,9.144048842659085e-06,1.6276,68.857
20,9.054634122155994e-06,1.6259,69.857
21,8.961267311259671e-06,1.5975,71.286
22,8.864040551740162e-06,1.5557,69.714
23,8.76304979467078e-06,1.5539,69.857
24,8.658394705735992e-06,1.5445,70.143
25,8.550178566873415e-06,1.5235,69.286
26,8.438508174347015e-06,1.4954,70.0
27,8.323493733352083e-06,1.4931,69.429
28,8.205248749256021e-06,1.4871,70.857
29,8.083889915582242e-06,1.4543,71.714
30,7.95953699884775e-06,1.4653,69.429
31,7.832312720368054e-06,1.4398,72.143
32,7.70234263514604e-06,1.4241,69.143
33,7.569755007964345e-06,1.4404,70.714
34,7.434680686803498e-06,1.3903,70.429
35,7.297252973710764e-06,1.4152,72.143
36,7.157607493247117e-06,1.3925,70.857
37,7.01588205864217e-06,1.3872,70.857
38,6.872216535789163e-06,1.3727,71.571
39,6.726752705214199e-06,1.3693,72.714
40,6.579634122155996e-06,1.3647,71.714
41,6.431005974894191e-06,1.349,72.857
42,6.281014941466035e-06,1.3558,71.0
43,6.129809044912891e-06,1.3546,73.571
44,5.977537507199342e-06,1.3207,72.857
45,5.824350601949147e-06,1.3248,72.714
46,5.670399506143312e-06,1.3357,72.857
47,5.5158361509266505e-06,1.3088,73.143
48,5.3608130716701065e-06,1.3166,72.286
49,5.20548325743674e-06,1.2859,73.0
50,5.050000000000004e-06,1.3147,73.429
51,4.894516742563269e-06,1.275,73.143
52,4.739186928329903e-06,1.3011,72.429
53,4.584163849073358e-06,1.2676,73.857
54,4.4296004938566975e-06,1.2684,72.571
55,4.27564939805086e-06,1.2707,73.857
56,4.122462492800666e-06,1.2623,74.286
57,3.970190955087119e-06,1.2808,73.857
58,3.818985058533972e-06,1.2513,71.857
59,3.668994025105819e-06,1.2517,73.143
60,3.520365877844015e-06,1.2491,73.429
61,3.373247294785811e-06,1.2472,72.857
62,3.2277834642108485e-06,1.2431,73.143
63,3.084117941357838e-06,1.2388,73.429
64,2.9423925067528926e-06,1.2289,73.571
65,2.8027470262892456e-06,1.2279,73.714
66,2.6653193131965106e-06,1.2266,73.143
67,2.530244992035664e-06,1.2333,73.429
68,2.3976573648539675e-06,1.2332,73.571
69,2.2676872796319552e-06,1.2345,74.429
70,2.1404630011522605e-06,1.2286,73.429
71,2.016110084417768e-06,1.2261,73.857
72,1.8947512507439876e-06,1.2252,73.714
73,1.776506266647926e-06,1.2258,73.429
74,1.6614918256529925e-06,1.2032,74.429
75,1.5498214331265917e-06,1.2081,73.286
76,1.4416052942640153e-06,1.2154,74.429
77,1.3369502053292262e-06,1.218,73.857
78,1.2359594482598451e-06,1.2182,72.857
79,1.1387326887403337e-06,1.1961,73.429
80,1.045365877844012e-06,1.1981,73.857
81,9.559511573409206e-07,1.2053,73.857
82,8.705767687650274e-07,1.2056,74.571
83,7.893269663304793e-07,1.2117,74.571
84,7.122819337828761e-07,1.2015,74.286
85,6.395177052675802e-07,1.2247,74.429
86,5.711060902932049e-07,1.2153,74.714
87,5.071146028642951e-07,1.2025,74.286
88,4.476063948531563e-07,1.2001,74.0
89,3.926401936765844e-07,1.2052,74.286
90,3.4227024433899036e-07,1.1918,74.143
91,2.9654625589913263e-07,1.2074,73.857
92,2.5551335241327693e-07,1.2076,73.571
93,2.192120284032009e-07,1.2138,74.0
94,1.8767810889299096e-07,1.197,74.0
95,1.6094271405406866e-07,1.2002,73.714
96,1.390322284933351e-07,1.2019,74.429
97,1.2196827521475405e-07,1.2054,74.286
98,1.097676942800558e-07,1.2099,74.0
99,1.0244252618962858e-07,1.191,74.143
