epoch,lr,train_loss,val_top1
0,1e-05,4.4321,43.167
1,9.997557473810373e-06,3.0492,64.167
2,9.990232305719946e-06,2.5164,70.333
3,9.978031724785247e-06,2.2446,74.833
4,9.960967771506668e-06,2.0741,75.667
5,9.939057285945934e-06,1.9494,78.167
6,9.912321891107011e-06,1.85,80.0
7,9.8807879715968e-06,1.8204,79.0
8,9.844486647586724e-06,1.7253,79.833
9,9.80345374410087e-06,1.7116,81.0
10,9.757729755661012e-06,1.6659,80.667
11,9.707359806323418e-06,1.6263,82.0
12,9.652393605146846e-06,1.6007,81.667
13,9.592885397135709e-06,1.5555,81.667
14,9.5288939097068e-06,1.546,82.0
15,9.460482294732423e-06,1.5192,81.167
16,9.387718066217127e-06,1.4985,81.5
17,9.310673033669524e-06,1.4721,81.5
18,9.229423231234978e-06,1.46,81.333
19,9.144048842659085e-06,1.4532,81.167
20,9.054634122155994e-06,1.4451,81.667
21,8.961267311259671e-06,1.4225,81.833
22,8.864040551740162e-06,1.4271,80.5
23,8.76304979467078e-06,1.3919,81.667
24,8.658394705735992e-06,1.3847,81.5
25,8.550178566873415e-06,1.3803,81.5
26,8.438508174347015e-06,1.3644,81.667
27,8.323493733352083e-06,1.3413,81.667
28,8.205248749256021e-06,1.3594,81.667
29,8.083889915582242e-06,1.3317,81.667
30,7.95953699884775e-06,1.3371,81.333
31,7.832312720368054e-06,1.3459,81.167
32,7.70234263514604e-06,1.3175,81.333
33,7.569755007964345e-06,1.2906,81.333
34,7.434680686803498e-06,1.2968,82.333
35,7.297252973710764e-06,1.2936,81.333
36,7.157607493247117e-06,1.2877,80.667
37,7.01588205864217e-06,1.3067,81.167
38,6.872216535789163e-06,1.2977,81.333
39,6.726752705214199e-06,1.2808,82.167
40,6.579634122155996e-06,1.2565,81.333
41,6.431005974894191e-06,1.2795,80.833
42,6.281014941466035e-06,1.2729,81.833
43,6.129809044912891e-06,1.2518,79.667
44,5.977537507199342e-06,1.2656,81.667
45,5.824350601949147e-06,1.2587,82.333
46,5.670399506143312e-06,1.2621,80.833
47,5.5158361509266505e-06,1.2349,81.167
48,5.3608130716701065e-06,1.2326,81.167
49,5.20548325743674e-06,1.2235,81.667
50,5.050000000000004e-06,1.2536,82.0
51,4.894516742563269e-06,1.2306,81.333
52,4.739186928329903e-06,1.2519,82.0
53,4.584163849073358e-06,1.2255,81.5
54,4.4296004938566975e-06,1.2457,80.167
55,4.27564939805086e-06,1.2416,82.0
56,4.122462492800666e-06,1.2291,81.667
57,3.970190955087119e-06,1.2167,81.5
58,3.818985058533972e-06,1.2047,81.667
59,3.668994025105819e-06,1.199,80.833
60,3.520365877844015e-06,1.2258,81.667
61,3.373247294785811e-06,1.2061,82.0
62,3.2277834642108485e-06,1.2256,81.333
63,3.084117941357838e-06,1.1862,81.167
64,2.9423925067528926e-06,1.201,80.5
65,2.8027470262892456e-06,1.1903,81.333
66,2.6653193131965106e-06,1.1965,81.667
67,2.530244992035664e-06,1.1948,81.167
68,2.3976573648539675e-06,1.1925,82.833
69,2.2676872796319552e-06,1.2084,82.667
70,2.1404630011522605e-06,1.1977,82.5
71,2.016110084417768e-06,1.2022,81.5
72,1.8947512507439876e-06,1.1922,81.5
73,1.776506266647926e-06,1.1833,81.833
74,1.6614918256529925e-06,1.1814,81.667
75,1.5498214331265917e-06,1.1828,82.167
76,1.4416052942640153e-06,1.2131,82.167
77,1.3369502053292262e-06,1.1792,82.167
78,1.2359594482598451e-06,1.2006,81.333
79,1.1387326887403337e-06,1.1688,81.333
80,1.045365877844012e-06,1.1855,82.0
81,9.559511573409206e-07,1.1802,81.5
82,8.705767687650274e-07,1.1868,81.5
83,7.893269663304793e-07,1.1701,81.833
84,7.122819337828761e-07,1.1895,82.833
85,6.395177052675802e-07,1.1839,82.167
86,5.711060902932049e-07,1.1683,81.833
87,5.071146028642951e-07,1.1658,81.833
88,4.476063948531563e-07,1.1721,82.167
89,3.926401936765844e-07,1.1831,82.167
90,3.4227024433899036e-07,1.1694,82.0
91,2.9654625589913263e-07,1.1755,81.833
92,2.5551335241327693e-07,1.1843,82.167
93,2.192120284032009e-07,1.1627,82.0
94,1.8767810889299096e-07,1.1797,82.333
95,1.6094271405406866e-07,1.19,82.333
96,1.390322284933351e-07,1.1742,82.333
97,1.2196827521475405e-07,1.1745,82.333
98,1.097676942800558e-07,1.1684,82.333
99,1.0244252618962858e-07,1.1776,82.333
