n_neurons,n_images,num_prefix_tokens,top1,top5,sink_fixed_canon,sink_mad_k5,oversmooth_pairwise,sink_reduction_frac,top1_drop,meets_sink,meets_top1,passes,n_layers_touched,layers_touched
0,5000,1,77.1,92.02,11.4364,9.538,0.733403046798706,,0.0,,,,0,
8,5000,2,76.56,91.74,7.9914,6.5918,0.7285342735290528,0.30123115665768957,0.539999999999992,False,True,False,2,"5,6"
10,5000,2,76.24,91.6,7.0918,5.8852,0.7290933300018311,0.3798922737924522,0.8599999999999994,False,True,False,2,"5,6"
12,5000,2,76.3,91.16,7.1072,6.274,0.7335730457305908,0.37854569619810435,0.7999999999999972,False,True,False,3,"4,5,6"
16,5000,2,76.0,91.02,6.2032,5.8776,0.7332101829528809,0.457591549788395,1.0999999999999943,False,False,False,3,"4,5,6"
24,5000,2,76.08,90.94,5.1246,4.2,0.7515452039718628,0.5519044454548634,1.019999999999996,True,False,False,5,"3,4,5,6,9"
