epoch,lr,train_loss,val_top1
0,1e-05,4.428,40.5
1,9.997557473810373e-06,3.0298,61.167
2,9.990232305719946e-06,2.5094,71.167
3,9.978031724785247e-06,2.2436,72.833
4,9.960967771506668e-06,2.0544,76.0
5,9.939057285945934e-06,1.9513,77.5
6,9.912321891107011e-06,1.8532,79.0
7,9.8807879715968e-06,1.7889,80.167
8,9.844486647586724e-06,1.7191,78.167
9,9.80345374410087e-06,1.6727,80.333
10,9.757729755661012e-06,1.6409,79.667
11,9.707359806323418e-06,1.592,81.5
12,9.652393605146846e-06,1.5811,79.5
13,9.592885397135709e-06,1.5401,81.667
14,9.5288939097068e-06,1.522,80.0
15,9.460482294732423e-06,1.4964,82.0
16,9.387718066217127e-06,1.4739,80.5
17,9.310673033669524e-06,1.4711,80.167
18,9.229423231234978e-06,1.4728,81.333
19,9.144048842659085e-06,1.4353,80.833
20,9.054634122155994e-06,1.4403,81.5
21,8.961267311259671e-06,1.4016,81.333
22,8.864040551740162e-06,1.3986,81.333
23,8.76304979467078e-06,1.4035,82.833
24,8.658394705735992e-06,1.3966,81.167
25,8.550178566873415e-06,1.388,81.667
26,8.438508174347015e-06,1.359,81.5
27,8.323493733352083e-06,1.3518,81.5
28,8.205248749256021e-06,1.337,81.667
29,8.083889915582242e-06,1.3494,80.667
30,7.95953699884775e-06,1.3226,82.0
31,7.832312720368054e-06,1.2938,81.667
32,7.70234263514604e-06,1.3331,79.5
33,7.569755007964345e-06,1.3212,81.333
34,7.434680686803498e-06,1.3086,82.333
35,7.297252973710764e-06,1.2991,80.667
36,7.157607493247117e-06,1.292,81.5
37,7.01588205864217e-06,1.2843,82.333
38,6.872216535789163e-06,1.2778,80.667
39,6.726752705214199e-06,1.2759,80.167
40,6.579634122155996e-06,1.2592,80.0
41,6.431005974894191e-06,1.265,81.833
42,6.281014941466035e-06,1.2667,81.5
43,6.129809044912891e-06,1.2657,81.0
44,5.977537507199342e-06,1.2619,82.0
45,5.824350601949147e-06,1.2509,81.5
46,5.670399506143312e-06,1.2549,81.5
47,5.5158361509266505e-06,1.2367,81.5
48,5.3608130716701065e-06,1.2436,82.167
49,5.20548325743674e-06,1.2318,81.667
50,5.050000000000004e-06,1.2424,81.833
51,4.894516742563269e-06,1.2252,82.0
52,4.739186928329903e-06,1.2245,81.167
53,4.584163849073358e-06,1.2351,81.667
54,4.4296004938566975e-06,1.2136,81.5
55,4.27564939805086e-06,1.228,81.167
56,4.122462492800666e-06,1.2268,81.167
57,3.970190955087119e-06,1.2193,81.833
58,3.818985058533972e-06,1.2054,81.5
59,3.668994025105819e-06,1.2137,81.667
60,3.520365877844015e-06,1.1981,81.167
61,3.373247294785811e-06,1.2158,81.333
62,3.2277834642108485e-06,1.2216,81.333
63,3.084117941357838e-06,1.205,80.667
64,2.9423925067528926e-06,1.1951,80.833
65,2.8027470262892456e-06,1.206,81.833
66,2.6653193131965106e-06,1.2044,81.333
67,2.530244992035664e-06,1.2012,81.0
68,2.3976573648539675e-06,1.1931,80.667
69,2.2676872796319552e-06,1.1928,80.333
70,2.1404630011522605e-06,1.213,81.167
71,2.016110084417768e-06,1.2009,81.167
72,1.8947512507439876e-06,1.179,81.5
73,1.776506266647926e-06,1.1882,81.5
74,1.6614918256529925e-06,1.1854,81.667
75,1.5498214331265917e-06,1.169,81.0
76,1.4416052942640153e-06,1.1742,81.167
77,1.3369502053292262e-06,1.1687,80.667
78,1.2359594482598451e-06,1.1712,81.0
79,1.1387326887403337e-06,1.1802,81.667
80,1.045365877844012e-06,1.195,81.5
81,9.559511573409206e-07,1.1487,81.333
82,8.705767687650274e-07,1.1777,81.5
83,7.893269663304793e-07,1.1742,81.167
84,7.122819337828761e-07,1.1898,81.0
85,6.395177052675802e-07,1.1863,81.333
86,5.711060902932049e-07,1.1874,81.667
87,5.071146028642951e-07,1.1685,81.167
88,4.476063948531563e-07,1.1796,81.333
89,3.926401936765844e-07,1.168,81.0
90,3.4227024433899036e-07,1.1573,81.167
91,2.9654625589913263e-07,1.1589,81.167
92,2.5551335241327693e-07,1.1806,81.5
93,2.192120284032009e-07,1.1689,81.667
94,1.8767810889299096e-07,1.1861,81.5
95,1.6094271405406866e-07,1.178,81.5
96,1.390322284933351e-07,1.1732,81.833
97,1.2196827521475405e-07,1.1778,81.5
98,1.097676942800558e-07,1.1708,81.667
99,1.0244252618962858e-07,1.1781,81.833
