epoch,iter,layer,grad_phi_norm
0,0,0,2.4568494154664222e-06
0,0,1,1.3133353604644071e-06
0,0,2,1.664873366280517e-06
0,0,3,7.538803288298368e-07
0,0,4,7.850489396332705e-07
0,0,5,6.44344197553437e-07
0,0,6,8.904282253752172e-07
0,0,7,5.770581310571288e-07
0,0,8,6.177857585498714e-07
0,0,9,2.692084990485455e-07
0,0,10,1.893990031476278e-07
0,0,11,0.0
0,100,0,2.3829004476283444e-06
0,100,1,1.4414007409868645e-06
0,100,2,1.118828208745981e-06
0,100,3,9.158557077171281e-07
0,100,4,7.353975775004074e-07
0,100,5,5.03807086715824e-07
0,100,6,4.409835980823118e-07
0,100,7,7.548574103566352e-07
0,100,8,4.901016268377134e-07
0,100,9,5.042430188950675e-07
0,100,10,2.6170090450250427e-07
0,100,11,0.0
0,200,0,2.566398961789673e-06
0,200,1,1.4281206404120894e-06
0,200,2,1.2389162975523504e-06
0,200,3,5.287242856866214e-07
0,200,4,4.874527803622186e-07
0,200,5,7.430198252222908e-07
0,200,6,5.017878379476315e-07
0,200,7,6.606985039070423e-07
0,200,8,5.45396233064821e-07
0,200,9,3.70493211221401e-07
0,200,10,1.8309538063476793e-07
0,200,11,0.0
0,300,0,3.70676934835501e-06
0,300,1,1.2530093727036729e-06
0,300,2,1.236776597579592e-06
0,300,3,7.343374477386533e-07
0,300,4,3.843389322355506e-07
0,300,5,6.079573608985811e-07
0,300,6,8.197883971661213e-07
0,300,7,7.555319143648376e-07
0,300,8,3.7633427041328105e-07
0,300,9,2.173601245658574e-07
0,300,10,2.3543680072179995e-07
0,300,11,0.0
0,400,0,1.7075248024411849e-06
0,400,1,6.858761025796412e-07
0,400,2,8.386842296204122e-07
0,400,3,8.15596081338299e-07
0,400,4,7.583936394439661e-07
0,400,5,6.313626386145188e-07
0,400,6,7.705982625338947e-07
0,400,7,6.730365385010373e-07
0,400,8,4.503150421442115e-07
0,400,9,1.5355766436186968e-07
0,400,10,1.2328243315096188e-07
0,400,11,0.0
0,500,0,2.8035226478095865e-06
0,500,1,1.4073101510803099e-06
0,500,2,7.44607518754492e-07
0,500,3,6.071758207326639e-07
0,500,4,6.717002065670385e-07
0,500,5,5.500877477970789e-07
0,500,6,3.9094243220461067e-07
0,500,7,2.16594060020725e-07
0,500,8,2.293963490274109e-07
0,500,9,2.243666443746406e-07
0,500,10,2.3236215440647356e-07
0,500,11,0.0
0,600,0,1.890126782200241e-06
0,600,1,1.0096684945892775e-06
0,600,2,1.1939212072320515e-06
0,600,3,5.773420070909197e-07
0,600,4,4.6801827124909323e-07
0,600,5,5.130455065227579e-07
0,600,6,3.7971861388541583e-07
0,600,7,4.176938546152087e-07
0,600,8,5.158170210961543e-07
0,600,9,2.643574532612547e-07
0,600,10,2.6358327431807993e-07
0,600,11,0.0
0,700,0,2.0206259705446428e-06
0,700,1,1.8170999283029232e-06
0,700,2,7.408426085930842e-07
0,700,3,8.46286354772019e-07
0,700,4,5.247659942142491e-07
0,700,5,4.639296946606919e-07
0,700,6,3.979604059622943e-07
0,700,7,6.071317670830467e-07
0,700,8,3.8837836768834677e-07
0,700,9,2.5353622845614154e-07
0,700,10,1.5904446115655446e-07
0,700,11,0.0
0,800,0,3.394975465198513e-06
0,800,1,1.2394675650284626e-06
0,800,2,1.2392192729748785e-06
0,800,3,8.563957862861571e-07
0,800,4,5.622833327834087e-07
0,800,5,5.363664854485251e-07
0,800,6,6.832643748566625e-07
0,800,7,2.8284298991820833e-07
0,800,8,4.152880421770533e-07
0,800,9,1.4397078018646425e-07
0,800,10,1.6051032503128226e-07
0,800,11,0.0
0,900,0,3.943203410017304e-06
0,900,1,2.8399783786881017e-06
0,900,2,1.5422921251229127e-06
0,900,3,8.525511816515063e-07
0,900,4,1.103420459003246e-06
0,900,5,5.029285148339113e-07
0,900,6,4.4913866759088705e-07
0,900,7,3.030182256225089e-07
0,900,8,3.3967063473028247e-07
0,900,9,1.7564026677518996e-07
0,900,10,8.534838968898839e-08
0,900,11,0.0
0,1000,0,3.289027517894283e-06
0,1000,1,2.506447799532907e-06
0,1000,2,2.1117600681463955e-06
0,1000,3,1.0051868457594537e-06
0,1000,4,6.913140850883792e-07
0,1000,5,4.2083399875991745e-07
0,1000,6,2.94562653380126e-07
0,1000,7,2.498617561741412e-07
0,1000,8,7.959330616813531e-08
0,1000,9,1.5511848516780447e-07
0,1000,10,5.739499187029651e-08
0,1000,11,0.0
0,1100,0,2.7044889066019095e-06
0,1100,1,1.1224328773096204e-06
0,1100,2,7.923205771476205e-07
0,1100,3,6.622159958169505e-07
0,1100,4,5.934226123827102e-07
0,1100,5,2.955641207336157e-07
0,1100,6,2.5688666482892586e-07
0,1100,7,2.3601458565281064e-07
0,1100,8,1.6258854884654284e-07
0,1100,9,1.7296137855282723e-07
0,1100,10,8.952807206696889e-08
0,1100,11,0.0
0,1200,0,3.8083883282524766e-06
0,1200,1,1.7414723743058858e-06
0,1200,2,1.2005491498712217e-06
0,1200,3,6.01071690198296e-07
0,1200,4,2.607735893889185e-07
0,1200,5,4.1453165522398194e-07
0,1200,6,1.969926586298243e-07
0,1200,7,2.5411461024305027e-07
0,1200,8,2.260106839457876e-07
0,1200,9,1.5062423130984826e-07
0,1200,10,6.91268340347051e-08
0,1200,11,0.0
1,0,0,3.2329960504284827e-06
1,0,1,3.5808357097266708e-06
1,0,2,1.945485792020918e-06
1,0,3,1.1386881624275702e-06
1,0,4,7.44156295695575e-07
1,0,5,4.646661295737431e-07
1,0,6,3.4325708497817686e-07
1,0,7,2.41760574226646e-07
1,0,8,1.9707276521785388e-07
1,0,9,1.2837371343721315e-07
1,0,10,5.537422609336318e-08
1,0,11,0.0
1,100,0,2.7458788736112183e-06
1,100,1,3.165599991916679e-06
1,100,2,1.9070489543082658e-06
1,100,3,7.47085607599729e-07
1,100,4,6.828187792962126e-07
1,100,5,4.5310810037335614e-07
1,100,6,1.731539214233635e-07
1,100,7,1.7250408745894674e-07
1,100,8,9.698072034325378e-08
1,100,9,9.159857228269175e-08
1,100,10,7.613608232759361e-08
1,100,11,0.0
1,200,0,3.223390876883059e-06
1,200,1,1.8458910062690848e-06
1,200,2,1.0334815669921227e-06
1,200,3,3.638697023689019e-07
1,200,4,3.1159629543253686e-07
1,200,5,1.9835511011478957e-07
1,200,6,2.4839698653522646e-07
1,200,7,1.9078996160715178e-07
1,200,8,6.982980949032935e-08
1,200,9,3.369991219415169e-08
1,200,10,6.237849703438769e-08
1,200,11,0.0
1,300,0,6.399411631718976e-06
1,300,1,2.284587708345498e-06
1,300,2,6.676963266727398e-07
1,300,3,1.0436665434099268e-06
1,300,4,4.091315304322052e-07
1,300,5,2.4144290478034236e-07
1,300,6,2.2210009831269417e-07
1,300,7,2.784131254429667e-07
1,300,8,2.522511977076647e-07
1,300,9,1.2386263392727415e-07
1,300,10,1.202566011215822e-07
1,300,11,0.0
1,400,0,4.632107902580174e-06
1,400,1,3.7532474834733875e-06
1,400,2,1.3736342907577637e-06
1,400,3,7.578281042697199e-07
1,400,4,6.107263175181288e-07
1,400,5,3.4041104868265393e-07
