epoch,lr,train_loss,val_top1
0,1e-05,4.1695,17.571
1,9.997557473810373e-06,3.4548,33.143
2,9.990232305719946e-06,3.0505,42.429
3,9.978031724785247e-06,2.7604,45.286
4,9.960967771506668e-06,2.5509,51.429
5,9.939057285945934e-06,2.3832,55.857
6,9.912321891107011e-06,2.2713,58.143
7,9.8807879715968e-06,2.1816,59.571
8,9.844486647586724e-06,2.0973,60.714
9,9.80345374410087e-06,2.0241,62.0
10,9.757729755661012e-06,1.9823,63.429
11,9.707359806323418e-06,1.9346,64.286
12,9.652393605146846e-06,1.8801,65.0
13,9.592885397135709e-06,1.8373,65.571
14,9.5288939097068e-06,1.788,66.286
15,9.460482294732423e-06,1.7829,66.286
16,9.387718066217127e-06,1.7209,67.143
17,9.310673033669524e-06,1.7047,64.714
18,9.229423231234978e-06,1.7014,66.0
19,9.144048842659085e-06,1.6379,67.857
20,9.054634122155994e-06,1.651,67.857
21,8.961267311259671e-06,1.6138,68.857
22,8.864040551740162e-06,1.5872,69.143
23,8.76304979467078e-06,1.5678,69.714
24,8.658394705735992e-06,1.5745,70.143
25,8.550178566873415e-06,1.5473,70.0
26,8.438508174347015e-06,1.5026,68.571
27,8.323493733352083e-06,1.519,70.714
28,8.205248749256021e-06,1.5,70.286
29,8.083889915582242e-06,1.4624,69.857
30,7.95953699884775e-06,1.4886,70.714
31,7.832312720368054e-06,1.4688,70.143
32,7.70234263514604e-06,1.4519,69.714
33,7.569755007964345e-06,1.4521,70.714
34,7.434680686803498e-06,1.41,70.143
35,7.297252973710764e-06,1.4325,71.0
36,7.157607493247117e-06,1.3978,70.286
37,7.01588205864217e-06,1.4009,71.0
38,6.872216535789163e-06,1.3777,71.0
39,6.726752705214199e-06,1.3838,70.429
40,6.579634122155996e-06,1.3784,69.714
41,6.431005974894191e-06,1.3661,72.429
42,6.281014941466035e-06,1.3652,71.143
43,6.129809044912891e-06,1.3503,72.429
44,5.977537507199342e-06,1.3448,71.143
45,5.824350601949147e-06,1.3392,70.857
46,5.670399506143312e-06,1.3558,72.143
47,5.5158361509266505e-06,1.3176,70.143
48,5.3608130716701065e-06,1.3247,72.0
49,5.20548325743674e-06,1.3001,71.429
50,5.050000000000004e-06,1.326,71.571
51,4.894516742563269e-06,1.2839,71.143
52,4.739186928329903e-06,1.3084,71.857
53,4.584163849073358e-06,1.283,72.429
54,4.4296004938566975e-06,1.284,72.429
55,4.27564939805086e-06,1.2829,73.857
56,4.122462492800666e-06,1.2769,73.143
57,3.970190955087119e-06,1.2854,72.857
58,3.818985058533972e-06,1.2668,72.0
59,3.668994025105819e-06,1.2553,71.714
60,3.520365877844015e-06,1.2635,72.571
61,3.373247294785811e-06,1.2583,72.857
62,3.2277834642108485e-06,1.2594,73.143
63,3.084117941357838e-06,1.2493,72.857
64,2.9423925067528926e-06,1.24,72.0
65,2.8027470262892456e-06,1.2419,72.571
66,2.6653193131965106e-06,1.2449,73.571
67,2.530244992035664e-06,1.2433,72.143
68,2.3976573648539675e-06,1.2436,72.714
69,2.2676872796319552e-06,1.2367,72.857
70,2.1404630011522605e-06,1.2326,73.286
71,2.016110084417768e-06,1.2278,72.714
72,1.8947512507439876e-06,1.2378,72.571
73,1.776506266647926e-06,1.2431,72.857
74,1.6614918256529925e-06,1.2188,73.143
75,1.5498214331265917e-06,1.2224,73.143
76,1.4416052942640153e-06,1.2166,73.143
77,1.3369502053292262e-06,1.2255,72.714
78,1.2359594482598451e-06,1.2228,72.571
79,1.1387326887403337e-06,1.2063,72.429
80,1.045365877844012e-06,1.2109,73.0
81,9.559511573409206e-07,1.2066,72.857
82,8.705767687650274e-07,1.2164,73.0
83,7.893269663304793e-07,1.2219,72.714
84,7.122819337828761e-07,1.2067,72.571
85,6.395177052675802e-07,1.2276,72.286
86,5.711060902932049e-07,1.2101,73.286
87,5.071146028642951e-07,1.2066,72.857
88,4.476063948531563e-07,1.2078,72.857
89,3.926401936765844e-07,1.2133,73.0
90,3.4227024433899036e-07,1.1989,73.0
91,2.9654625589913263e-07,1.2022,73.429
92,2.5551335241327693e-07,1.2186,72.857
93,2.192120284032009e-07,1.2169,73.0
94,1.8767810889299096e-07,1.2058,73.143
95,1.6094271405406866e-07,1.2083,73.0
96,1.390322284933351e-07,1.2163,73.143
97,1.2196827521475405e-07,1.2121,73.286
98,1.097676942800558e-07,1.2095,73.429
99,1.0244252618962858e-07,1.1952,73.0
