epoch,iter,layer,grad_phi_norm
1,400,7,1.4269043902004341e-07
1,400,8,1.16555625595538e-07
1,400,9,7.810795210616561e-08
1,400,10,5.1425931957282955e-08
1,400,11,0.0
1,500,0,4.6984168875496835e-06
1,500,1,8.348274604941253e-06
1,500,2,2.8567919798661023e-06
1,500,3,1.0140089443666511e-06
1,500,4,5.435497314465465e-07
1,500,5,1.2722418318844575e-07
1,500,6,1.733182557472901e-07
1,500,7,9.636764985998525e-08
1,500,8,1.4056583097499242e-07
1,500,9,5.7012538690059955e-08
1,500,10,4.647427687132222e-08
1,500,11,0.0
1,600,0,7.2395750976284035e-06
1,600,1,7.153624210332055e-06
1,600,2,1.8330237026020768e-06
1,600,3,7.878119845372566e-07
1,600,4,6.509822014777455e-07
1,600,5,1.488630232415744e-07
1,600,6,2.128636253928562e-07
1,600,7,1.8714871430347557e-07
1,600,8,8.800818562804125e-08
1,600,9,6.415547204596805e-08
1,600,10,6.750266123844995e-08
1,600,11,0.0
1,700,0,6.199015842867084e-06
1,700,1,4.092530161869945e-06
1,700,2,1.3060248420515563e-06
1,700,3,6.566027082044457e-07
1,700,4,4.5675656679122767e-07
1,700,5,3.254426985677128e-07
1,700,6,2.2341674821291235e-07
1,700,7,8.844090615411915e-08
1,700,8,1.2990349773644994e-07
1,700,9,5.8273091241289876e-08
1,700,10,5.1458783900670824e-08
1,700,11,0.0
1,800,0,8.070775038504507e-06
1,800,1,7.124680905690184e-06
1,800,2,3.2643638405716047e-06
1,800,3,9.965369827114046e-07
1,800,4,6.986388143559452e-07
1,800,5,3.6796052427234827e-07
1,800,6,1.495227905934371e-07
1,800,7,9.333476214123948e-08
1,800,8,9.967708081148885e-08
1,800,9,3.617035559955184e-08
1,800,10,3.129960290948475e-08
1,800,11,0.0
1,900,0,1.1302021448500454e-05
1,900,1,4.8651018005330116e-06
1,900,2,1.9600377072492847e-06
1,900,3,7.768513228256779e-07
1,900,4,4.3924296733166557e-07
1,900,5,3.175751430717355e-07
1,900,6,2.4742536197663867e-07
1,900,7,1.9538633466709143e-07
1,900,8,1.6120311840950308e-07
1,900,9,1.314369058036391e-07
1,900,10,4.864399016923926e-08
1,900,11,0.0
1,1000,0,1.348698788206093e-05
1,1000,1,6.9146235546213575e-06
1,1000,2,2.322833097423427e-06
1,1000,3,1.0680117839001468e-06
1,1000,4,5.32294109234499e-07
1,1000,5,3.776765993279696e-07
1,1000,6,2.3851191599533195e-07
1,1000,7,1.5932471342239296e-07
1,1000,8,1.1733139615444088e-07
1,1000,9,6.390406781520142e-08
1,1000,10,6.111920924922742e-08
1,1000,11,0.0
1,1100,0,1.2556673027575016e-05
1,1100,1,5.635708475892898e-06
1,1100,2,2.4837015644152416e-06
1,1100,3,5.438377002064954e-07
1,1100,4,2.4903695816647087e-07
1,1100,5,1.5532067720869236e-07
1,1100,6,1.2090799828001764e-07
1,1100,7,1.0348047396746551e-07
1,1100,8,9.312620363743918e-08
1,1100,9,3.5029501077588066e-08
1,1100,10,3.391035718891544e-08
1,1100,11,0.0
1,1200,0,1.5278381397365592e-05
1,1200,1,9.114051863434725e-06
1,1200,2,4.160248408879852e-06
1,1200,3,8.437676228822966e-07
1,1200,4,2.927995410573203e-07
1,1200,5,2.439371939999546e-07
1,1200,6,1.2781443103904166e-07
1,1200,7,1.1675479782979892e-07
1,1200,8,9.990251470526346e-08
1,1200,9,4.422854971153356e-08
1,1200,10,3.6498516209348963e-08
1,1200,11,0.0
2,0,0,1.6990041331155226e-05
2,0,1,8.847421668178868e-06
2,0,2,3.3438489026593743e-06
2,0,3,1.3077719813736621e-06
2,0,4,3.921887525848433e-07
2,0,5,3.1295772373596265e-07
2,0,6,1.6056506524364522e-07
2,0,7,1.539516034654298e-07
2,0,8,8.703891296590882e-08
2,0,9,7.24364994653115e-08
2,0,10,3.431423323263516e-08
2,0,11,0.0
2,100,0,1.6325442629749887e-05
2,100,1,1.0028284123109188e-05
2,100,2,4.68399002784281e-06
2,100,3,1.1683772527248948e-06
2,100,4,5.741952122662042e-07
2,100,5,1.3123609221565857e-07
2,100,6,1.7153443820916436e-07
2,100,7,1.0585226561943273e-07
2,100,8,5.430224092606295e-08
2,100,9,6.855484002699086e-08
2,100,10,2.8984965538825236e-08
2,100,11,0.0
2,200,0,1.9271332348580472e-05
2,200,1,1.0394040145911276e-05
2,200,2,4.30287400376983e-06
2,200,3,8.29306657124107e-07
2,200,4,6.122504601080436e-07
2,200,5,4.150869017394143e-07
2,200,6,3.511603949846176e-07
2,200,7,2.6308495648663666e-07
2,200,8,1.0988242138409987e-07
2,200,9,5.5091735617907034e-08
2,200,10,4.6651905449834885e-08
2,200,11,0.0
2,300,0,9.064552614290733e-06
2,300,1,5.86544729230809e-06
2,300,2,2.132377403540886e-06
2,300,3,5.157193641025515e-07
2,300,4,1.7408569874532986e-07
2,300,5,1.4733089415130962e-07
2,300,6,9.38049353749193e-08
2,300,7,5.414763037947523e-08
2,300,8,4.469483272373509e-08
2,300,9,4.384661522749411e-08
2,300,10,2.639891860667376e-08
2,300,11,0.0
2,400,0,1.6223721104324795e-05
2,400,1,9.138490895566065e-06
2,400,2,3.3354749575664755e-06
2,400,3,7.494164719901164e-07
2,400,4,2.905841256506392e-07
2,400,5,1.759641321541494e-07
2,400,6,8.008311169760418e-08
2,400,7,8.504278525833797e-08
2,400,8,6.006786890111471e-08
2,400,9,3.827405592460309e-08
2,400,10,2.300753010331391e-08
2,400,11,0.0
2,500,0,1.8757600628305227e-05
2,500,1,1.0856170774786733e-05
2,500,2,4.764997811435023e-06
2,500,3,1.220877834384737e-06
2,500,4,3.6803660918849346e-07
2,500,5,2.6242477701998723e-07
2,500,6,1.3371732165978756e-07
2,500,7,1.1067702132550039e-07
2,500,8,8.314978572343534e-08
2,500,9,4.666383190965462e-08
2,500,10,7.075552588275968e-08
2,500,11,0.0
2,600,0,1.9198258087271824e-05
2,600,1,1.1145812095492147e-05
2,600,2,5.139039785717614e-06
2,600,3,1.631724671824486e-06
2,600,4,4.5198325437922904e-07
2,600,5,2.1657578486156126e-07
2,600,6,1.474578112947711e-07
2,600,7,1.1205259653479516e-07
2,600,8,6.592964751916952e-08
2,600,9,6.725684897901374e-08
2,600,10,2.2475372674080063e-08
2,600,11,0.0
2,700,0,2.9698565413127653e-05
2,700,1,1.5846415408304892e-05
2,700,2,6.664749889750965e-06
2,700,3,1.5844864265091019e-06
2,700,4,5.781815275440749e-07
2,700,5,3.7414534403978905e-07
2,700,6,1.7621684378354985e-07
2,700,7,1.0855401200160486e-07
2,700,8,9.644715248668945e-08
2,700,9,4.155392119287171e-08
2,700,10,4.2657614329755233e-08
2,700,11,0.0
2,800,0,2.3706066713202745e-05
2,800,1,1.4277979971666355e-05
2,800,2,5.2910754675394855e-06
2,800,3,1.913874939418747e-06
2,800,4,6.104665999373537e-07
2,800,5,3.8627138110314263e-07
2,800,6,2.7239761379860283e-07
2,800,7,1.7551361963796808e-07
2,800,8,1.3698226553060522e-07
2,800,9,7.085724007538374e-08
2,800,10,4.922654994743425e-08
2,800,11,0.0
2,900,0,1.93696359929163e-05
2,900,1,1.1810938303824514e-05
2,900,2,4.727790837932844e-06
2,900,3,1.753862193254463e-06
2,900,4,4.475175785501051e-07
2,900,5,2.304373367678636e-07
2,900,6,1.0186907672959933e-07
2,900,7,9.179549920190766e-08
2,900,8,6.57839365203472e-08
2,900,9,3.977525508958024e-08
2,900,10,2.230294349203632e-08
2,900,11,0.0
2,1000,0,2.5015267965500243e-05
2,1000,1,1.56196783791529e-05
2,1000,2,5.092598712508334e-06
2,1000,3,2.560389702921384e-06
2,1000,4,7.417418146360433e-07
2,1000,5,3.707397127072909e-07
2,1000,6,1.2304207075430895e-07
2,1000,7,1.1275712097358337e-07
2,1000,8,6.925437645577404e-08
2,1000,9,5.216048037937071e-08
2,1000,10,3.124504743823309e-08
2,1000,11,0.0
2,1100,0,2.8739568733726628e-05
2,1100,1,1.7719718016451225e-05
2,1100,2,6.295181719906395e-06
2,1100,3,2.2537644781550625e-06
2,1100,4,8.960703326010844e-07
2,1100,5,4.074701962508698e-07
2,1100,6,2.0532066002942884e-07
2,1100,7,2.1208983014275873e-07
2,1100,8,1.1413668943305311e-07
2,1100,9,5.58997683697271e-08
2,1100,10,2.8199314883181614e-08
2,1100,11,0.0
2,1200,0,3.101662150584161e-05
2,1200,1,2.0002313249278814e-05
2,1200,2,7.9957208072301e-06
2,1200,3,4.02108844355098e-06
2,1200,4,1.1140227798023261e-06
2,1200,5,3.930179275357659e-07
2,1200,6,2.0424090507731307e-07
2,1200,7,1.3734526760345034e-07
2,1200,8,9.530906197596778e-08
2,1200,9,6.909006344812951e-08
2,1200,10,2.8174378385870114e-08
2,1200,11,0.0
3,0,0,2.9170205380069092e-05
3,0,1,1.657068423810415e-05
3,0,2,7.04374951965292e-06
3,0,3,3.1503388981946046e-06
3,0,4,1.032883574225707e-06
3,0,5,5.022300797463686e-07
3,0,6,1.8374370824858488e-07
3,0,7,1.6091183852040558e-07
3,0,8,1.0660248506155767e-07
3,0,9,5.945921088823525e-08
3,0,10,3.827738126460645e-08
3,0,11,0.0
3,100,0,2.791250699374359e-05
3,100,1,1.7105119695770554e-05
3,100,2,7.393040959868813e-06
3,100,3,4.497386271395953e-06
3,100,4,1.3375937442106078e-06
3,100,5,4.6807775788693107e-07
3,100,6,2.064933397605273e-07
3,100,7,1.5331946201513347e-07
3,100,8,1.3825906819420197e-07
3,100,9,4.3806238636534545e-08
3,100,10,3.34665664070144e-08
3,100,11,0.0
3,200,0,2.785551259876229e-05
3,200,1,1.7783624571166e-05
3,200,2,8.106375389616005e-06
3,200,3,4.26286578658619e-06
3,200,4,1.3782511132376385e-06
3,200,5,4.855721158492088e-07
3,200,6,2.2829001977697772e-07
3,200,7,1.5458518021205236e-07
3,200,8,1.1613107631092134e-07
3,200,9,7.643237864840557e-08
3,200,10,3.147310323470265e-08
3,200,11,0.0
3,300,0,3.270063825766556e-05
3,300,1,2.0853061869274825e-05
3,300,2,8.562098628317472e-06
3,300,3,6.030027179804165e-06
3,300,4,2.0178977138129994e-06
3,300,5,6.533854843837616e-07
3,300,6,3.102364871665486e-07
3,300,7,2.1711798581236508e-07
3,300,8,1.4986544272233004e-07
3,300,9,7.534926282914967e-08
3,300,10,5.923890000758547e-08
3,300,11,0.0
3,400,0,3.092912083957344e-05
3,400,1,2.0605324607458897e-05
3,400,2,7.881965757405851e-06
3,400,3,5.491393039847026e-06
3,400,4,1.975799932552036e-06
3,400,5,6.787497568438994e-07
3,400,6,3.3678637123557564e-07
3,400,7,2.785671995297889e-07
3,400,8,1.590186116118275e-07
3,400,9,6.83610039686755e-08
3,400,10,5.1838600967357706e-08
3,400,11,0.0
3,500,0,3.3154221455333754e-05
3,500,1,2.3854465325712226e-05
3,500,2,1.0183252925344277e-05
3,500,3,6.908773229952203e-06
3,500,4,2.2701810848957393e-06
3,500,5,8.179417818610091e-07
3,500,6,4.3523257886590727e-07
3,500,7,2.35242595181262e-07
3,500,8,2.3779811897384207e-07
3,500,9,6.031623911439965e-08
3,500,10,3.239144774624947e-08
3,500,11,0.0
3,600,0,2.7106540073873475e-05
3,600,1,1.870108098955825e-05
3,600,2,8.628850082459394e-06
3,600,3,5.893381057830993e-06
3,600,4,2.0469551600399427e-06
3,600,5,8.177954100574425e-07
3,600,6,3.956325542731065e-07
3,600,7,2.697962031561474e-07
3,600,8,1.9768883419146732e-07
3,600,9,7.75528974372719e-08
3,600,10,3.22401803032335e-08
3,600,11,0.0
3,700,0,2.44409020524472e-05
3,700,1,1.685823553998489e-05
3,700,2,7.208908300526673e-06
3,700,3,5.972217422822723e-06
3,700,4,2.278144165757112e-06
3,700,5,1.0066588629342732e-06
3,700,6,4.252664780324267e-07
3,700,7,2.46610710519235e-07
3,700,8,1.7443144884055073e-07
3,700,9,8.440813559218441e-08
3,700,10,3.1477522810519076e-08
3,700,11,0.0
3,800,0,4.080722646904178e-05
3,800,1,2.693923124752473e-05
3,800,2,1.1820512554550078e-05
3,800,3,9.180085726256948e-06
3,800,4,4.354207248979947e-06
3,800,5,1.755946982484602e-06
3,800,6,8.776448225944478e-07
3,800,7,6.301560802057793e-07
3,800,8,4.660087142838165e-07
3,800,9,9.664830713518313e-08
3,800,10,4.778440043651244e-08
3,800,11,0.0
3,900,0,4.6468598156934604e-05
3,900,1,3.547481901478022e-05
3,900,2,1.5141179574129637e-05
3,900,3,9.307643267675303e-06
3,900,4,4.520175025390927e-06
3,900,5,1.912655989144696e-06
3,900,6,9.568685754857142e-07
3,900,7,6.969808055146132e-07
3,900,8,4.20900335029728e-07
3,900,9,1.3289397315929818e-07
3,900,10,4.392075325654332e-08
3,900,11,0.0
3,1000,0,3.5141965781804174e-05
3,1000,1,2.760143979685381e-05
3,1000,2,1.3318410310603213e-05
3,1000,3,9.358965144201647e-06
3,1000,4,4.692484253610019e-06
3,1000,5,1.8589884120956413e-06
3,1000,6,9.561647402733797e-07
3,1000,7,8.367590567104344e-07
3,1000,8,4.6505402906404925e-07
3,1000,9,1.447229607265399e-07
3,1000,10,4.530060593310736e-08
3,1000,11,0.0
3,1100,0,5.317659451975487e-05
3,1100,1,3.8283913454506546e-05
3,1100,2,1.6377227439079434e-05
3,1100,3,1.1335519047861453e-05
3,1100,4,6.477107035607332e-06
3,1100,5,2.6286822958354605e-06
3,1100,6,1.3171118098398438e-06
3,1100,7,9.114123713516165e-07
3,1100,8,6.653467039541283e-07
3,1100,9,1.9297138464935415e-07
3,1100,10,6.587304568483887e-08
3,1100,11,0.0
3,1200,0,4.1826177039183676e-05
3,1200,1,3.3980253647314385e-05
3,1200,2,1.527292624814436e-05
3,1200,3,1.0922895853582304e-05
3,1200,4,5.81621543460642e-06
3,1200,5,2.5454007754888153e-06
3,1200,6,1.2961185120730079e-06
3,1200,7,8.82035237737e-07
3,1200,8,7.738335625617765e-07
3,1200,9,1.878011346434505e-07
3,1200,10,5.744119846440299e-08
3,1200,11,0.0
4,0,0,4.123914914089255e-05
4,0,1,3.2717580324970186e-05
4,0,2,1.6946954929153435e-05
4,0,3,1.0716565157053992e-05
4,0,4,6.207171736605233e-06
4,0,5,3.1288975606003078e-06
4,0,6,1.3695439520233776e-06
4,0,7,1.0295844958818634e-06
4,0,8,7.32650960344472e-07
4,0,9,2.5570366801730415e-07
4,0,10,6.3426888630147e-08
4,0,11,0.0
4,100,0,3.9287438994506374e-05
4,100,1,2.9931296012364328e-05
4,100,2,1.3169521480449475e-05
4,100,3,9.470564691582695e-06
4,100,4,5.809253252664348e-06
4,100,5,2.5156730316666653e-06
4,100,6,1.2554195336633711e-06
4,100,7,7.881999977144005e-07
4,100,8,5.655314225805341e-07
4,100,9,1.7889395564907318e-07
4,100,10,3.997646302877911e-08
4,100,11,0.0
4,200,0,5.4221367463469505e-05
4,200,1,4.330271258368157e-05
4,200,2,2.203001713496633e-05
4,200,3,1.5501123925787397e-05
4,200,4,8.923093446355779e-06
4,200,5,4.315150818001712e-06
4,200,6,2.2321132746583316e-06
4,200,7,1.5674612541261013e-06
4,200,8,9.3202805828696e-07
4,200,9,3.859023820496077e-07
4,200,10,9.102058839971505e-08
4,200,11,0.0
4,300,0,4.9824637244455516e-05
4,300,1,3.751868280232884e-05
4,300,2,1.907659498101566e-05
4,300,3,1.3985847544972785e-05
4,300,4,8.416391210630536e-06
4,300,5,3.901421678165207e-06
4,300,6,1.8489156445866683e-06
4,300,7,1.20410197723686e-06
4,300,8,8.515414151588629e-07
4,300,9,3.3771979701668897e-07
4,300,10,6.465364776886418e-08
4,300,11,0.0
4,400,0,4.005436130682938e-05
4,400,1,3.6743043892784044e-05
4,400,2,1.970858829736244e-05
4,400,3,1.3890960872231517e-05
4,400,4,7.924013516458217e-06
4,400,5,4.124333827348892e-06
4,400,6,2.2071346847951645e-06
4,400,7,1.4775865793126286e-06
4,400,8,1.1774312724810443e-06
4,400,9,3.8022474768695247e-07
4,400,10,9.46552773939402e-08
4,400,11,0.0
4,500,0,5.5443197197746485e-05
4,500,1,4.9472120736027136e-05
4,500,2,2.476364534231834e-05
4,500,3,1.9466844605631195e-05
4,500,4,1.0052392099169083e-05
4,500,5,4.93598099637893e-06
4,500,6,2.556463186920155e-06
4,500,7,1.5256536016750033e-06
4,500,8,1.2029530580548453e-06
4,500,9,4.249061191785586e-07
4,500,10,9.146801716042319e-08
4,500,11,0.0
4,600,0,4.457547765923664e-05
4,600,1,4.0076443838188425e-05
4,600,2,2.1510146325454116e-05
4,600,3,1.5048043678689282e-05
4,600,4,8.595003237132914e-06
4,600,5,4.8685783440305386e-06
4,600,6,2.3714960661891382e-06
4,600,7,1.5308067986552487e-06
4,600,8,1.080202309822198e-06
4,600,9,5.043606847721094e-07
4,600,10,1.0988330245709221e-07
4,600,11,0.0
4,700,0,4.9063317419495434e-05
4,700,1,4.733558671432547e-05
4,700,2,2.3887318093329668e-05
4,700,3,1.7162365111289546e-05
4,700,4,8.409814654442016e-06
4,700,5,4.770792202180019e-06
4,700,6,2.541960611779359e-06
4,700,7,1.5976330587363918e-06
4,700,8,1.2170074796813424e-06
4,700,9,5.961931037745671e-07
4,700,10,8.918492966358826e-08
4,700,11,0.0
4,800,0,5.197771679377183e-05
4,800,1,4.747819184558466e-05
4,800,2,3.2403328077634797e-05
4,800,3,1.9306473404867575e-05
4,800,4,1.1233859368076082e-05
4,800,5,6.127823780843755e-06
4,800,6,2.997094043166726e-06
4,800,7,2.0052893887623213e-06
4,800,8,1.4815448139415821e-06
4,800,9,7.202498295555415e-07
4,800,10,1.2940479621192935e-07
4,800,11,0.0
4,900,0,4.930388240609318e-05
4,900,1,4.906439789920114e-05
4,900,2,3.0104218240012415e-05
4,900,3,1.84301461558789e-05
4,900,4,1.0363593901274726e-05
4,900,5,5.904571025894256e-06
4,900,6,3.0609123768954305e-06
4,900,7,1.9150818388879998e-06
4,900,8,1.3914500414102804e-06
4,900,9,6.673520829281188e-07
4,900,10,1.2475001653911022e-07
4,900,11,0.0
4,1000,0,3.921416282537393e-05
4,1000,1,3.9692880818620324e-05
4,1000,2,2.8768083211616613e-05
4,1000,3,1.8170201656175777e-05
4,1000,4,1.0336167179048061e-05
4,1000,5,5.732208592235111e-06
4,1000,6,3.0387732294911984e-06
4,1000,7,2.167253569496097e-06
4,1000,8,1.4713801874677301e-06
4,1000,9,7.466082365681359e-07
4,1000,10,1.572844610109314e-07
4,1000,11,0.0
4,1100,0,4.292372614145279e-05
4,1100,1,4.057592377648689e-05
4,1100,2,2.5303106667706743e-05
4,1100,3,1.71090414369246e-05
4,1100,4,1.0199575626756996e-05
4,1100,5,5.67012602914474e-06
4,1100,6,3.0696030535182217e-06
4,1100,7,1.9541819256119197e-06
4,1100,8,1.2836569567298284e-06
4,1100,9,6.575707516276452e-07
4,1100,10,1.2944994409735955e-07
4,1100,11,0.0
4,1200,0,6.03885819145944e-05
4,1200,1,6.581357592949644e-05
4,1200,2,4.2009211028926075e-05
4,1200,3,2.62794073933037e-05
4,1200,4,1.5958392395987175e-05
4,1200,5,9.529499038762879e-06
4,1200,6,4.995119979867013e-06
4,1200,7,3.6089782042836305e-06
4,1200,8,2.3390682599711e-06
4,1200,9,1.3991642617838806e-06
4,1200,10,2.760964150638756e-07
4,1200,11,0.0
5,0,0,5.850110392202623e-05
5,0,1,6.206963007571176e-05
5,0,2,4.381347753223963e-05
5,0,3,2.8667645892710425e-05
5,0,4,1.6685084119671956e-05
5,0,5,9.49769946601009e-06
5,0,6,5.697415872418787e-06
5,0,7,3.775535105887684e-06
5,0,8,2.648971303642611e-06
5,0,9,1.3220272876424133e-06
5,0,10,2.5378966483913246e-07
5,0,11,0.0
5,100,0,4.5672022679354995e-05
5,100,1,4.809737583855167e-05
5,100,2,3.206900873919949e-05
5,100,3,2.4807610316202044e-05
5,100,4,1.1275994438619819e-05
5,100,5,7.057724360493012e-06
5,100,6,3.926654699171195e-06
5,100,7,2.8603526516235434e-06
5,100,8,1.8788845181916258e-06
5,100,9,1.000188149191672e-06
5,100,10,2.093052273721696e-07
5,100,11,0.0
5,200,0,5.383167081163265e-05
5,200,1,6.0806298279203475e-05
5,200,2,4.0366652683587745e-05
5,200,3,2.63138299487764e-05
5,200,4,1.701423570921179e-05
5,200,5,1.0084056157211307e-05
5,200,6,5.417652573669329e-06
5,200,7,3.4272957236680668e-06
5,200,8,2.4333926376129966e-06
5,200,9,1.501336669207376e-06
5,200,10,2.708168551635026e-07
5,200,11,0.0
5,300,0,4.7833465941948816e-05
5,300,1,4.867161260335706e-05
5,300,2,3.5210163332521915e-05
