run_id,group,image_id,metric,value
e2r_vitb_mixup_baseline_s1,random200,n01873310/ILSVRC2012_val_00022384_n01873310,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n01914609/ILSVRC2012_val_00037668_n01914609,attn_entropy_bits,5.176672875
e2r_vitb_mixup_baseline_s1,random200,n01914609/ILSVRC2012_val_00037668_n01914609,ring1_mass,0.3774571621
e2r_vitb_mixup_baseline_s1,random200,n01914609/ILSVRC2012_val_00037668_n01914609,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n01943899/ILSVRC2012_val_00038299_n01943899,attn_entropy_bits,5.029248324
e2r_vitb_mixup_baseline_s1,random200,n01943899/ILSVRC2012_val_00038299_n01943899,ring1_mass,0.6159071996
e2r_vitb_mixup_baseline_s1,random200,n01943899/ILSVRC2012_val_00038299_n01943899,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n01945685/ILSVRC2012_val_00047674_n01945685,attn_entropy_bits,4.198677579
e2r_vitb_mixup_baseline_s1,random200,n01945685/ILSVRC2012_val_00047674_n01945685,ring1_mass,0.412062568
e2r_vitb_mixup_baseline_s1,random200,n01945685/ILSVRC2012_val_00047674_n01945685,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n01978455/ILSVRC2012_val_00047476_n01978455,attn_entropy_bits,4.672891915
e2r_vitb_mixup_baseline_s1,random200,n01978455/ILSVRC2012_val_00047476_n01978455,ring1_mass,0.4292277434
e2r_vitb_mixup_baseline_s1,random200,n01978455/ILSVRC2012_val_00047476_n01978455,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n01983481/ILSVRC2012_val_00039303_n01983481,attn_entropy_bits,4.33726791
e2r_vitb_mixup_baseline_s1,random200,n01983481/ILSVRC2012_val_00039303_n01983481,ring1_mass,0.7460892195
e2r_vitb_mixup_baseline_s1,random200,n01983481/ILSVRC2012_val_00039303_n01983481,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n01984695/ILSVRC2012_val_00008156_n01984695,attn_entropy_bits,5.35027288
e2r_vitb_mixup_baseline_s1,random200,n01984695/ILSVRC2012_val_00008156_n01984695,ring1_mass,0.308925191
e2r_vitb_mixup_baseline_s1,random200,n01984695/ILSVRC2012_val_00008156_n01984695,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02002556/ILSVRC2012_val_00026760_n02002556,attn_entropy_bits,5.451424304
e2r_vitb_mixup_baseline_s1,random200,n02002556/ILSVRC2012_val_00026760_n02002556,ring1_mass,0.3861589119
e2r_vitb_mixup_baseline_s1,random200,n02002556/ILSVRC2012_val_00026760_n02002556,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02002724/ILSVRC2012_val_00017388_n02002724,attn_entropy_bits,4.849117137
e2r_vitb_mixup_baseline_s1,random200,n02002724/ILSVRC2012_val_00017388_n02002724,ring1_mass,0.4247448356
e2r_vitb_mixup_baseline_s1,random200,n02002724/ILSVRC2012_val_00017388_n02002724,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02006656/ILSVRC2012_val_00022418_n02006656,attn_entropy_bits,4.965799753
e2r_vitb_mixup_baseline_s1,random200,n02006656/ILSVRC2012_val_00022418_n02006656,ring1_mass,0.5787184856
e2r_vitb_mixup_baseline_s1,random200,n02006656/ILSVRC2012_val_00022418_n02006656,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02007558/ILSVRC2012_val_00037990_n02007558,attn_entropy_bits,5.492962894
e2r_vitb_mixup_baseline_s1,random200,n02007558/ILSVRC2012_val_00037990_n02007558,ring1_mass,0.3035995306
e2r_vitb_mixup_baseline_s1,random200,n02007558/ILSVRC2012_val_00037990_n02007558,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02012849/ILSVRC2012_val_00036873_n02012849,attn_entropy_bits,4.779122719
e2r_vitb_mixup_baseline_s1,random200,n02012849/ILSVRC2012_val_00036873_n02012849,ring1_mass,0.3133224253
e2r_vitb_mixup_baseline_s1,random200,n02012849/ILSVRC2012_val_00036873_n02012849,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02025239/ILSVRC2012_val_00043769_n02025239,attn_entropy_bits,5.176711857
e2r_vitb_mixup_baseline_s1,random200,n02025239/ILSVRC2012_val_00043769_n02025239,ring1_mass,0.5462644298
e2r_vitb_mixup_baseline_s1,random200,n02025239/ILSVRC2012_val_00043769_n02025239,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02028035/ILSVRC2012_val_00047784_n02028035,attn_entropy_bits,5.049933298
e2r_vitb_mixup_baseline_s1,random200,n02028035/ILSVRC2012_val_00047784_n02028035,ring1_mass,0.6792717491
e2r_vitb_mixup_baseline_s1,random200,n02028035/ILSVRC2012_val_00047784_n02028035,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02058221/ILSVRC2012_val_00026949_n02058221,attn_entropy_bits,5.098192824
e2r_vitb_mixup_baseline_s1,random200,n02058221/ILSVRC2012_val_00026949_n02058221,ring1_mass,0.1946760955
e2r_vitb_mixup_baseline_s1,random200,n02058221/ILSVRC2012_val_00026949_n02058221,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02085620/ILSVRC2012_val_00018882_n02085620,attn_entropy_bits,4.220329681
e2r_vitb_mixup_baseline_s1,random200,n02085620/ILSVRC2012_val_00018882_n02085620,ring1_mass,0.3955550232
e2r_vitb_mixup_baseline_s1,random200,n02085620/ILSVRC2012_val_00018882_n02085620,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02088364/ILSVRC2012_val_00032527_n02088364,attn_entropy_bits,3.917972552
e2r_vitb_mixup_baseline_s1,random200,n02088364/ILSVRC2012_val_00032527_n02088364,ring1_mass,0.6191734211
e2r_vitb_mixup_baseline_s1,random200,n02088364/ILSVRC2012_val_00032527_n02088364,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02088466/ILSVRC2012_val_00036523_n02088466,attn_entropy_bits,4.729281945
e2r_vitb_mixup_baseline_s1,random200,n02088466/ILSVRC2012_val_00036523_n02088466,ring1_mass,0.2949525061
e2r_vitb_mixup_baseline_s1,random200,n02088466/ILSVRC2012_val_00036523_n02088466,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02089973/ILSVRC2012_val_00043580_n02089973,attn_entropy_bits,5.115418576
e2r_vitb_mixup_baseline_s1,random200,n02089973/ILSVRC2012_val_00043580_n02089973,ring1_mass,0.3187730173
e2r_vitb_mixup_baseline_s1,random200,n02089973/ILSVRC2012_val_00043580_n02089973,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02090379/ILSVRC2012_val_00039022_n02090379,attn_entropy_bits,4.196949327
e2r_vitb_mixup_baseline_s1,random200,n02090379/ILSVRC2012_val_00039022_n02090379,ring1_mass,0.05423604301
e2r_vitb_mixup_baseline_s1,random200,n02090379/ILSVRC2012_val_00039022_n02090379,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02090622/ILSVRC2012_val_00003164_n02090622,attn_entropy_bits,4.340917796
e2r_vitb_mixup_baseline_s1,random200,n02090622/ILSVRC2012_val_00003164_n02090622,ring1_mass,0.4668933966
e2r_vitb_mixup_baseline_s1,random200,n02090622/ILSVRC2012_val_00003164_n02090622,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02091467/ILSVRC2012_val_00027213_n02091467,attn_entropy_bits,4.226119008
e2r_vitb_mixup_baseline_s1,random200,n02091467/ILSVRC2012_val_00027213_n02091467,ring1_mass,0.5434111107
e2r_vitb_mixup_baseline_s1,random200,n02091467/ILSVRC2012_val_00027213_n02091467,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02093647/ILSVRC2012_val_00003269_n02093647,attn_entropy_bits,4.526728892
e2r_vitb_mixup_baseline_s1,random200,n02093647/ILSVRC2012_val_00003269_n02093647,ring1_mass,0.7145573351
e2r_vitb_mixup_baseline_s1,random200,n02093647/ILSVRC2012_val_00003269_n02093647,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02094258/ILSVRC2012_val_00009009_n02094258,attn_entropy_bits,4.204442191
e2r_vitb_mixup_baseline_s1,random200,n02094258/ILSVRC2012_val_00009009_n02094258,ring1_mass,0.2291144546
e2r_vitb_mixup_baseline_s1,random200,n02094258/ILSVRC2012_val_00009009_n02094258,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02096437/ILSVRC2012_val_00001028_n02096437,attn_entropy_bits,3.7797289
e2r_vitb_mixup_baseline_s1,random200,n02096437/ILSVRC2012_val_00001028_n02096437,ring1_mass,0.5167274471
e2r_vitb_mixup_baseline_s1,random200,n02096437/ILSVRC2012_val_00001028_n02096437,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02099712/ILSVRC2012_val_00008346_n02099712,attn_entropy_bits,4.456448594
e2r_vitb_mixup_baseline_s1,random200,n02099712/ILSVRC2012_val_00008346_n02099712,ring1_mass,0.1802739151
e2r_vitb_mixup_baseline_s1,random200,n02099712/ILSVRC2012_val_00008346_n02099712,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02100583/ILSVRC2012_val_00040937_n02100583,attn_entropy_bits,5.552102006
e2r_vitb_mixup_baseline_s1,random200,n02100583/ILSVRC2012_val_00040937_n02100583,ring1_mass,0.2000749067
e2r_vitb_mixup_baseline_s1,random200,n02100583/ILSVRC2012_val_00040937_n02100583,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02100735/ILSVRC2012_val_00011024_n02100735,attn_entropy_bits,4.162017564
e2r_vitb_mixup_baseline_s1,random200,n02100735/ILSVRC2012_val_00011024_n02100735,ring1_mass,0.6274636992
e2r_vitb_mixup_baseline_s1,random200,n02100735/ILSVRC2012_val_00011024_n02100735,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02105056/ILSVRC2012_val_00007903_n02105056,attn_entropy_bits,4.72851664
e2r_vitb_mixup_baseline_s1,random200,n02105056/ILSVRC2012_val_00007903_n02105056,ring1_mass,0.543708978
e2r_vitb_mixup_baseline_s1,random200,n02105056/ILSVRC2012_val_00007903_n02105056,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02106662/ILSVRC2012_val_00018107_n02106662,attn_entropy_bits,4.71438576
e2r_vitb_mixup_baseline_s1,random200,n02106662/ILSVRC2012_val_00018107_n02106662,ring1_mass,0.2658344488
e2r_vitb_mixup_baseline_s1,random200,n02106662/ILSVRC2012_val_00018107_n02106662,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02107908/ILSVRC2012_val_00045618_n02107908,attn_entropy_bits,4.585834484
e2r_vitb_mixup_baseline_s1,random200,n02107908/ILSVRC2012_val_00045618_n02107908,ring1_mass,0.3010896736
e2r_vitb_mixup_baseline_s1,random200,n02107908/ILSVRC2012_val_00045618_n02107908,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02111889/ILSVRC2012_val_00028695_n02111889,attn_entropy_bits,4.093456613
e2r_vitb_mixup_baseline_s1,random200,n02111889/ILSVRC2012_val_00028695_n02111889,ring1_mass,0.4462242342
e2r_vitb_mixup_baseline_s1,random200,n02111889/ILSVRC2012_val_00028695_n02111889,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02112350/ILSVRC2012_val_00013160_n02112350,attn_entropy_bits,4.680702534
e2r_vitb_mixup_baseline_s1,random200,n02112350/ILSVRC2012_val_00013160_n02112350,ring1_mass,0.5260848026
e2r_vitb_mixup_baseline_s1,random200,n02112350/ILSVRC2012_val_00013160_n02112350,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02113799/ILSVRC2012_val_00000800_n02113799,attn_entropy_bits,4.411907073
e2r_vitb_mixup_baseline_s1,random200,n02113799/ILSVRC2012_val_00000800_n02113799,ring1_mass,0.1929105978
e2r_vitb_mixup_baseline_s1,random200,n02113799/ILSVRC2012_val_00000800_n02113799,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02114367/ILSVRC2012_val_00017311_n02114367,attn_entropy_bits,4.507940774
e2r_vitb_mixup_baseline_s1,random200,n02114367/ILSVRC2012_val_00017311_n02114367,ring1_mass,0.3897295752
e2r_vitb_mixup_baseline_s1,random200,n02114367/ILSVRC2012_val_00017311_n02114367,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02117135/ILSVRC2012_val_00000983_n02117135,attn_entropy_bits,5.194389587
e2r_vitb_mixup_baseline_s1,random200,n02117135/ILSVRC2012_val_00000983_n02117135,ring1_mass,0.1903063345
e2r_vitb_mixup_baseline_s1,random200,n02117135/ILSVRC2012_val_00000983_n02117135,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02125311/ILSVRC2012_val_00039595_n02125311,attn_entropy_bits,4.443584192
e2r_vitb_mixup_baseline_s1,random200,n02125311/ILSVRC2012_val_00039595_n02125311,ring1_mass,0.4474364359
e2r_vitb_mixup_baseline_s1,random200,n02125311/ILSVRC2012_val_00039595_n02125311,uniform_ring1_mass,0.2244897959
e2r_vitb_mixup_baseline_s1,random200,n02133161/ILSVRC2012_val_00046668_n02133161,attn_entropy_bits,5.573446791
