recipe,epoch,iter,layer,grad_phi_norm
mixup,17,600,0,0.0032495514024049044
mixup,17,600,1,0.004145761951804161
mixup,17,600,2,0.0038634054362773895
mixup,17,600,3,0.0026281140744686127
mixup,17,600,4,0.003507726127281785
mixup,17,600,5,0.0023648994974792004
mixup,17,600,6,0.001618630369193852
mixup,17,600,7,0.0006738489028066397
mixup,17,600,8,0.00040358275873586535
mixup,17,600,9,0.0002455219510011375
mixup,17,600,10,0.00012831318599637598
mixup,17,600,11,0.0
mixup,17,700,0,0.0032852774020284414
mixup,17,700,1,0.0040004742331802845
mixup,17,700,2,0.003742972621694207
mixup,17,700,3,0.0026406021788716316
mixup,17,700,4,0.0032484473194926977
mixup,17,700,5,0.0024396784137934446
mixup,17,700,6,0.0016380054876208305
mixup,17,700,7,0.000654752308037132
mixup,17,700,8,0.0004145757993683219
mixup,17,700,9,0.00023379616322927177
mixup,17,700,10,0.0001318897120654583
mixup,17,700,11,0.0
mixup,17,800,0,0.0035391917917877436
mixup,17,800,1,0.003759321290999651
mixup,17,800,2,0.0035064455587416887
mixup,17,800,3,0.0029429174028337
mixup,17,800,4,0.0031346518080681562
mixup,17,800,5,0.002200524788349867
mixup,17,800,6,0.0017919408855959773
mixup,17,800,7,0.0006724957493133843
mixup,17,800,8,0.0004036856989841908
mixup,17,800,9,0.00022593673202209175
mixup,17,800,10,0.00013275601668283343
mixup,17,800,11,0.0
mixup,17,900,0,0.0032494550105184317
mixup,17,900,1,0.0038243259768933058
mixup,17,900,2,0.003510842565447092
mixup,17,900,3,0.00271730893291533
mixup,17,900,4,0.0033057609107345343
mixup,17,900,5,0.002291690791025758
mixup,17,900,6,0.0017642691964283586
mixup,17,900,7,0.0006576988380402327
mixup,17,900,8,0.000399271521018818
mixup,17,900,9,0.00024270366702694446
mixup,17,900,10,0.00013492566358763725
mixup,17,900,11,0.0
mixup,17,1000,0,0.0034269613679498434
mixup,17,1000,1,0.0040668766014277935
mixup,17,1000,2,0.003758637234568596
mixup,17,1000,3,0.0026324561331421137
mixup,17,1000,4,0.0032831267453730106
mixup,17,1000,5,0.0021812808699905872
mixup,17,1000,6,0.0018267183331772685
mixup,17,1000,7,0.0006917099817655981
mixup,17,1000,8,0.0004052188596688211
mixup,17,1000,9,0.0002489119360689074
mixup,17,1000,10,0.00015716014604549855
mixup,17,1000,11,0.0
mixup,17,1100,0,0.0035962199326604605
mixup,17,1100,1,0.003721983637660742
mixup,17,1100,2,0.003962887451052666
mixup,17,1100,3,0.002636626595631242
mixup,17,1100,4,0.00319686415605247
mixup,17,1100,5,0.002310632960870862
mixup,17,1100,6,0.001769349561072886
mixup,17,1100,7,0.0006747007719241083
mixup,17,1100,8,0.00036827081930823624
mixup,17,1100,9,0.00022953363077249378
mixup,17,1100,10,0.00013326496991794556
mixup,17,1100,11,0.0
mixup,17,1200,0,0.00322826043702662
mixup,17,1200,1,0.00424550287425518
mixup,17,1200,2,0.0034242705442011356
mixup,17,1200,3,0.002539809327572584
mixup,17,1200,4,0.0030967295169830322
mixup,17,1200,5,0.0020208738278597593
mixup,17,1200,6,0.001680313958786428
mixup,17,1200,7,0.0006392578943632543
mixup,17,1200,8,0.00037306686863303185
mixup,17,1200,9,0.00022780521248932928
mixup,17,1200,10,0.00012175147276138887
mixup,17,1200,11,0.0
mixup,18,0,0,0.0035356548614799976
mixup,18,0,1,0.003870628774166107
mixup,18,0,2,0.003599971067160368
mixup,18,0,3,0.0027079542633146048
mixup,18,0,4,0.0031565630342811346
mixup,18,0,5,0.002257958287373185
mixup,18,0,6,0.0017698833253234625
mixup,18,0,7,0.0006455688271671534
mixup,18,0,8,0.00042757627670653164
mixup,18,0,9,0.0002453909837640822
mixup,18,0,10,0.00014591368380934
mixup,18,0,11,0.0
mixup,18,100,0,0.0036431883927434683
mixup,18,100,1,0.003990779165178537
mixup,18,100,2,0.0038191406056284904
mixup,18,100,3,0.0028841476887464523
mixup,18,100,4,0.003386814845725894
mixup,18,100,5,0.002478283131495118
mixup,18,100,6,0.001967106480151415
mixup,18,100,7,0.0007044548401609063
mixup,18,100,8,0.0004217479727230966
mixup,18,100,9,0.0002407778229098767
mixup,18,100,10,0.00013253492943476886
mixup,18,100,11,0.0
mixup,18,200,0,0.0038665165193378925
mixup,18,200,1,0.004239027854055166
mixup,18,200,2,0.0038715186528861523
mixup,18,200,3,0.0027605753857642412
mixup,18,200,4,0.003657403402030468
mixup,18,200,5,0.0023381230421364307
mixup,18,200,6,0.0018474909011274576
mixup,18,200,7,0.000748035847209394
mixup,18,200,8,0.0004287463380023837
mixup,18,200,9,0.00025552883744239807
mixup,18,200,10,0.00015452811203431338
mixup,18,200,11,0.0
mixup,18,300,0,0.0032441727817058563
mixup,18,300,1,0.003914778586477041
mixup,18,300,2,0.003656998509541154
mixup,18,300,3,0.0026693898253142834
mixup,18,300,4,0.0031325204763561487
mixup,18,300,5,0.0020551651250571012
mixup,18,300,6,0.0017029964365065098
mixup,18,300,7,0.0006824145675636828
mixup,18,300,8,0.0004379748133942485
mixup,18,300,9,0.00022157860803417861
mixup,18,300,10,0.00012978976883459836
mixup,18,300,11,0.0
mixup,18,400,0,0.003177369711920619
mixup,18,400,1,0.003803677624091506
mixup,18,400,2,0.003635399742051959
mixup,18,400,3,0.0026097239460796118
mixup,18,400,4,0.0031984904780983925
mixup,18,400,5,0.002225723350420594
mixup,18,400,6,0.001795099931769073
mixup,18,400,7,0.0006167187821120024
mixup,18,400,8,0.00036620788159780204
mixup,18,400,9,0.00020337624300736934
mixup,18,400,10,0.00011581401486182585
mixup,18,400,11,0.0
mixup,18,500,0,0.0033558590803295374
mixup,18,500,1,0.0037542590871453285
mixup,18,500,2,0.003832401940599084
mixup,18,500,3,0.002713638823479414
mixup,18,500,4,0.003103735391050577
mixup,18,500,5,0.0021552154794335365
mixup,18,500,6,0.0017376589821651578
mixup,18,500,7,0.0006299951928667724
mixup,18,500,8,0.0004044265078846365
mixup,18,500,9,0.00022365227050613612
mixup,18,500,10,0.00011811379226855934
mixup,18,500,11,0.0
mixup,18,600,0,0.0033059725537896156
mixup,18,600,1,0.0034247867297381163
mixup,18,600,2,0.00334002822637558
mixup,18,600,3,0.0023542074486613274
mixup,18,600,4,0.0030610200483351946
mixup,18,600,5,0.0019321932923048735
mixup,18,600,6,0.0016412934055551887
mixup,18,600,7,0.0005915159708820283
mixup,18,600,8,0.00036806639400310814
mixup,18,600,9,0.00021529578953050077
mixup,18,600,10,0.00012144495121901855
mixup,18,600,11,0.0
mixup,18,700,0,0.003887819591909647
mixup,18,700,1,0.00421184953302145
mixup,18,700,2,0.003896130947396159
mixup,18,700,3,0.0028206168208271265
mixup,18,700,4,0.0034059053286910057
mixup,18,700,5,0.002430874155834317
mixup,18,700,6,0.001850678352639079
mixup,18,700,7,0.0007081204676069319
mixup,18,700,8,0.0004391302354633808
mixup,18,700,9,0.0002547871263232082
mixup,18,700,10,0.00014689831004943699
mixup,18,700,11,0.0
mixup,18,800,0,0.0035684548784047365
mixup,18,800,1,0.003639105474576354
mixup,18,800,2,0.0037928735837340355
mixup,18,800,3,0.00280388118699193
mixup,18,800,4,0.003387466771528125
mixup,18,800,5,0.002155732363462448
mixup,18,800,6,0.001777322730049491
mixup,18,800,7,0.0006746385479345918
mixup,18,800,8,0.00045118803973309696
mixup,18,800,9,0.0002488567552063614
mixup,18,800,10,0.0001469666458433494
mixup,18,800,11,0.0
mixup,18,900,0,0.0035695757251232862
mixup,18,900,1,0.004058503080159426
mixup,18,900,2,0.003673247527331114
mixup,18,900,3,0.002689836546778679
mixup,18,900,4,0.00295719294808805
mixup,18,900,5,0.0020793466828763485
mixup,18,900,6,0.0019115537870675325
mixup,18,900,7,0.000674270442686975
mixup,18,900,8,0.0003667633864097297
mixup,18,900,9,0.00021736066264566034
mixup,18,900,10,0.00012381661508698016
mixup,18,900,11,0.0
mixup,18,1000,0,0.003238786244764924
mixup,18,1000,1,0.003953014500439167
mixup,18,1000,2,0.003396468237042427
mixup,18,1000,3,0.0024084083270281553
mixup,18,1000,4,0.0032006821129471064
mixup,18,1000,5,0.0020665223710238934
mixup,18,1000,6,0.001894524903036654
mixup,18,1000,7,0.0007119810907170177
mixup,18,1000,8,0.0003786440356634557
mixup,18,1000,9,0.00023452559253200889
mixup,18,1000,10,0.00012006983160972595
mixup,18,1000,11,0.0
mixup,18,1100,0,0.003978482913225889
mixup,18,1100,1,0.003926701378077269
mixup,18,1100,2,0.004176261834800243
mixup,18,1100,3,0.0028397361747920513
mixup,18,1100,4,0.003308817045763135
mixup,18,1100,5,0.0023866661358624697
mixup,18,1100,6,0.0019505929667502642
mixup,18,1100,7,0.0007254205411300063
mixup,18,1100,8,0.00046131855924613774
mixup,18,1100,9,0.00025713772629387677
mixup,18,1100,10,0.00015149656974244863
mixup,18,1100,11,0.0
mixup,18,1200,0,0.003938060253858566
mixup,18,1200,1,0.004347090143710375
mixup,18,1200,2,0.00405004620552063
mixup,18,1200,3,0.0030528977513313293
mixup,18,1200,4,0.0034533399157226086
mixup,18,1200,5,0.002517336281016469
mixup,18,1200,6,0.001986889634281397
mixup,18,1200,7,0.0006770782638341188
mixup,18,1200,8,0.0004259654670022428
mixup,18,1200,9,0.00024306260456796736
mixup,18,1200,10,0.00013054738519713283
mixup,18,1200,11,0.0
mixup,19,0,0,0.0033737339545041323
mixup,19,0,1,0.0037567371036857367
mixup,19,0,2,0.0036132915411144495
mixup,19,0,3,0.002975020557641983
mixup,19,0,4,0.0029943217523396015
mixup,19,0,5,0.002270115539431572
mixup,19,0,6,0.001808186643756926
mixup,19,0,7,0.0006929005612619221
mixup,19,0,8,0.0004423176287673414
mixup,19,0,9,0.0002534002414904535
mixup,19,0,10,0.00014226525672711432
mixup,19,0,11,0.0
mixup,19,100,0,0.0033413406927138567
mixup,19,100,1,0.003626714926213026
mixup,19,100,2,0.0035816053859889507
mixup,19,100,3,0.0025450936518609524
mixup,19,100,4,0.0029287529177963734
mixup,19,100,5,0.0020929942838847637
mixup,19,100,6,0.0016717236721888185
mixup,19,100,7,0.0006186579121276736
mixup,19,100,8,0.0003727470466401428
mixup,19,100,9,0.00021961910533718765
mixup,19,100,10,0.00012324197450652719
mixup,19,100,11,0.0
mixup,19,200,0,0.004306419752538204
mixup,19,200,1,0.004143959376960993
mixup,19,200,2,0.003874837886542082
mixup,19,200,3,0.0027679973281919956
mixup,19,200,4,0.0033200017642229795
mixup,19,200,5,0.0023229059297591448
mixup,19,200,6,0.0019142722012475133
mixup,19,200,7,0.0006999957258813083
mixup,19,200,8,0.00045377278001978993
mixup,19,200,9,0.0002677082666195929
mixup,19,200,10,0.00014856515917927027
mixup,19,200,11,0.0
mixup,19,300,0,0.003856321331113577
mixup,19,300,1,0.004012166988104582
mixup,19,300,2,0.0036636414006352425
mixup,19,300,3,0.00251962011680007
mixup,19,300,4,0.0030586584471166134
mixup,19,300,5,0.0021508873905986547
mixup,19,300,6,0.0019392254762351513
mixup,19,300,7,0.0007009385153651237
mixup,19,300,8,0.00039177422877401114
mixup,19,300,9,0.00022849980450700969
mixup,19,300,10,0.00012139693717472255
mixup,19,300,11,0.0
mixup,19,400,0,0.003993130289018154
mixup,19,400,1,0.00416523078456521
mixup,19,400,2,0.003790235845372081
mixup,19,400,3,0.0027877846732735634
mixup,19,400,4,0.00330859306268394
mixup,19,400,5,0.002308167517185211
mixup,19,400,6,0.0017876413185149431
mixup,19,400,7,0.0007079220376908779
mixup,19,400,8,0.00045571813825517893
mixup,19,400,9,0.00024225257220678031
mixup,19,400,10,0.00013415837020147592
mixup,19,400,11,0.0
mixup,19,500,0,0.003907450940459967
mixup,19,500,1,0.0038237853441387415
mixup,19,500,2,0.003759648185223341
mixup,19,500,3,0.0025657271035015583
mixup,19,500,4,0.0030207757372409105
mixup,19,500,5,0.002129484200850129
mixup,19,500,6,0.001899350550957024
mixup,19,500,7,0.0006953366682864726
mixup,19,500,8,0.0004101880476810038
mixup,19,500,9,0.00022521070786751807
mixup,19,500,10,0.00013165378186386079
mixup,19,500,11,0.0
mixup,19,600,0,0.004043001681566238
mixup,19,600,1,0.003755166195333004
mixup,19,600,2,0.0036719110794365406
mixup,19,600,3,0.002671798225492239
mixup,19,600,4,0.0031524929217994213
mixup,19,600,5,0.002195953158661723
mixup,19,600,6,0.0017064170679077506
mixup,19,600,7,0.0007422291673719883
mixup,19,600,8,0.000411792891100049
mixup,19,600,9,0.00024701282382011414
mixup,19,600,10,0.0001254007947864011
mixup,19,600,11,0.0
mixup,19,700,0,0.004423480946570635
mixup,19,700,1,0.004354279953986406
mixup,19,700,2,0.004210442304611206
mixup,19,700,3,0.002964429557323456
mixup,19,700,4,0.0034177398774772882
mixup,19,700,5,0.0025921508204191923
mixup,19,700,6,0.001984348753467202
mixup,19,700,7,0.0007442543865181506
mixup,19,700,8,0.0004398142627906054
mixup,19,700,9,0.00026773460558615625
mixup,19,700,10,0.0001451382995583117
mixup,19,700,11,0.0
mixup,19,800,0,0.004632219672203064
mixup,19,800,1,0.00426234258338809
mixup,19,800,2,0.004168729763478041
mixup,19,800,3,0.002774558262899518
mixup,19,800,4,0.0032276948913931847
mixup,19,800,5,0.0023883809335529804
mixup,19,800,6,0.0017868401482701302
mixup,19,800,7,0.0007018505712039769
mixup,19,800,8,0.000424207653850317
mixup,19,800,9,0.00023158332624007016
mixup,19,800,10,0.00012602155038621277
mixup,19,800,11,0.0
mixup,19,900,0,0.0038883795496076345
mixup,19,900,1,0.003524511819705367
mixup,19,900,2,0.0038986674044281244
mixup,19,900,3,0.0029621352441608906
mixup,19,900,4,0.0028278722893446684
mixup,19,900,5,0.0021127520594745874
mixup,19,900,6,0.0016816663555800915
mixup,19,900,7,0.0006857648259028792
mixup,19,900,8,0.00044515341869555414
mixup,19,900,9,0.00026263194740749896
mixup,19,900,10,0.00012830209743697196
mixup,19,900,11,0.0
mixup,19,1000,0,0.003924589604139328
mixup,19,1000,1,0.0038151137996464968
mixup,19,1000,2,0.0040357415564358234
mixup,19,1000,3,0.002621998777613044
mixup,19,1000,4,0.0030095356050878763
mixup,19,1000,5,0.00221589975990355
mixup,19,1000,6,0.0016704878071323037
mixup,19,1000,7,0.0006691219168715179
mixup,19,1000,8,0.00041452120058238506
mixup,19,1000,9,0.00023422882077284157
mixup,19,1000,10,0.00013137618952896446
mixup,19,1000,11,0.0
mixup,19,1100,0,0.0041094692423939705
mixup,19,1100,1,0.004269323777407408
mixup,19,1100,2,0.004329031333327293
mixup,19,1100,3,0.002881418215110898
mixup,19,1100,4,0.003642596071586013
mixup,19,1100,5,0.002358079655095935
mixup,19,1100,6,0.001751957111991942
mixup,19,1100,7,0.000748594815377146
mixup,19,1100,8,0.0004069780698046088
mixup,19,1100,9,0.00025611562887206674
mixup,19,1100,10,0.00013681805285159498
mixup,19,1100,11,0.0
mixup,19,1200,0,0.004083084408193827
mixup,19,1200,1,0.0038197620306164026
mixup,19,1200,2,0.0039021431002765894
mixup,19,1200,3,0.002858488354831934
mixup,19,1200,4,0.0031051591504365206
mixup,19,1200,5,0.0022526467218995094
mixup,19,1200,6,0.0017772578867152333
mixup,19,1200,7,0.0007048724801279604
mixup,19,1200,8,0.00041829817928373814
mixup,19,1200,9,0.00024633356952108443
mixup,19,1200,10,0.00011684909259201959
mixup,19,1200,11,0.0
mixup,20,0,0,0.003886650549247861
mixup,20,0,1,0.0036477460525929928
mixup,20,0,2,0.0037067397497594357
mixup,20,0,3,0.0025980265345424414
mixup,20,0,4,0.0028360597789287567
mixup,20,0,5,0.0020543544087558985
mixup,20,0,6,0.0016962565714493394
mixup,20,0,7,0.000687529391143471
mixup,20,0,8,0.00037585434620268643
mixup,20,0,9,0.00023246357159223408
mixup,20,0,10,0.00012476216943468899
mixup,20,0,11,0.0
mixup,20,100,0,0.004005705006420612
mixup,20,100,1,0.0037913036067038774
mixup,20,100,2,0.003977201879024506
mixup,20,100,3,0.002585873706266284
mixup,20,100,4,0.003260432742536068
mixup,20,100,5,0.0022487749811261892
mixup,20,100,6,0.001690960256382823
mixup,20,100,7,0.0006873323582112789
mixup,20,100,8,0.0003478827711660415
mixup,20,100,9,0.000210444864933379
mixup,20,100,10,0.000126623926917091
mixup,20,100,11,0.0
mixup,20,200,0,0.004232529550790787
mixup,20,200,1,0.003953357692807913
mixup,20,200,2,0.0038641951978206635
mixup,20,200,3,0.0027641118504107
mixup,20,200,4,0.0031300056725740433
mixup,20,200,5,0.0022700168192386627
mixup,20,200,6,0.0019333543023094535
mixup,20,200,7,0.0007779628504067659
mixup,20,200,8,0.0004203880962450057
mixup,20,200,9,0.0002583998430054635
mixup,20,200,10,0.00012962431355845183
mixup,20,200,11,0.0
mixup,20,300,0,0.004002613481134176
mixup,20,300,1,0.0037759472616016865
mixup,20,300,2,0.003960466478019953
mixup,20,300,3,0.002925091190263629
mixup,20,300,4,0.0032721408642828465
mixup,20,300,5,0.0023477752692997456
mixup,20,300,6,0.0017359276534989476
mixup,20,300,7,0.0006944859633222222
mixup,20,300,8,0.0004118173092138022
mixup,20,300,9,0.00023670138034503907
mixup,20,300,10,0.00012129031529184431
mixup,20,300,11,0.0
mixup,20,400,0,0.0045729344710707664
mixup,20,400,1,0.004149268381297588
mixup,20,400,2,0.003983232658356428
mixup,20,400,3,0.002695421688258648
mixup,20,400,4,0.00305325910449028
mixup,20,400,5,0.0023502353578805923
mixup,20,400,6,0.0018592729466035962
mixup,20,400,7,0.0007689393823966384
mixup,20,400,8,0.0004577163781505078
mixup,20,400,9,0.0002556713006924838
mixup,20,400,10,0.00013408366066869348
mixup,20,400,11,0.0
mixup,20,500,0,0.00420399708673358
mixup,20,500,1,0.004031581804156303
mixup,20,500,2,0.0036683313082903624
mixup,20,500,3,0.002886794274672866
mixup,20,500,4,0.0031680609099566936
mixup,20,500,5,0.0023874244652688503
mixup,20,500,6,0.0018509700894355774
mixup,20,500,7,0.0007227203459478915
mixup,20,500,8,0.0004020662745460868
mixup,20,500,9,0.00025248798192478716
mixup,20,500,10,0.0001268868218176067
mixup,20,500,11,0.0
mixup,20,600,0,0.004063331987708807
mixup,20,600,1,0.0034488176461309195
mixup,20,600,2,0.0036985031329095364
mixup,20,600,3,0.00283210352063179
mixup,20,600,4,0.0029715627897530794
mixup,20,600,5,0.002090916968882084
mixup,20,600,6,0.0016330044018104672
mixup,20,600,7,0.000653745315503329
mixup,20,600,8,0.00040023750625550747
mixup,20,600,9,0.00022281546262092888
mixup,20,600,10,0.00012968607188668102
mixup,20,600,11,0.0
mixup,20,700,0,0.0040584104135632515
mixup,20,700,1,0.0034221564419567585
mixup,20,700,2,0.0036891335621476173
mixup,20,700,3,0.0026795112062245607
mixup,20,700,4,0.0030478693079203367
mixup,20,700,5,0.002194466767832637
mixup,20,700,6,0.0016125219408422709
mixup,20,700,7,0.0007017629104666412
mixup,20,700,8,0.00041190258343704045
mixup,20,700,9,0.00024257652694359422
mixup,20,700,10,0.00013486806710716337
mixup,20,700,11,0.0
mixup,20,800,0,0.004536200314760208
mixup,20,800,1,0.003962621092796326
mixup,20,800,2,0.004198721144348383
mixup,20,800,3,0.0028995934408158064
mixup,20,800,4,0.0031846249476075172
mixup,20,800,5,0.0022635620553046465
mixup,20,800,6,0.0018863659352064133
mixup,20,800,7,0.0007558700162917376
mixup,20,800,8,0.0004299549909774214
mixup,20,800,9,0.000253548874752596
mixup,20,800,10,0.00013990583829581738
mixup,20,800,11,0.0
mixup,20,900,0,0.00405703904107213
mixup,20,900,1,0.003973638638854027
mixup,20,900,2,0.004088876768946648
mixup,20,900,3,0.0025693089701235294
mixup,20,900,4,0.0033145234920084476
mixup,20,900,5,0.0023816670291125774
mixup,20,900,6,0.0018956977874040604
mixup,20,900,7,0.0007126150885596871
mixup,20,900,8,0.0004079741192981601
mixup,20,900,9,0.0002456656948197633
mixup,20,900,10,0.00014844538236502558
mixup,20,900,11,0.0
mixup,20,1000,0,0.004518065135926008
mixup,20,1000,1,0.0043927025981247425
mixup,20,1000,2,0.004300437401980162
mixup,20,1000,3,0.002782547613605857
mixup,20,1000,4,0.0033751539885997772
mixup,20,1000,5,0.00231093424372375
mixup,20,1000,6,0.0018588355742394924
mixup,20,1000,7,0.0006786871235817671
mixup,20,1000,8,0.0004198835522402078
mixup,20,1000,9,0.00023740119650028646
mixup,20,1000,10,0.00012154987780377269
mixup,20,1000,11,0.0
mixup,20,1100,0,0.0035943733528256416
mixup,20,1100,1,0.003592914203181863
mixup,20,1100,2,0.0036352784372866154
mixup,20,1100,3,0.002610207535326481
mixup,20,1100,4,0.0029292237013578415
mixup,20,1100,5,0.00209631584584713
mixup,20,1100,6,0.0017481130780652165
mixup,20,1100,7,0.0006964965141378343
mixup,20,1100,8,0.00036513942177407444
mixup,20,1100,9,0.00024361514078918844
mixup,20,1100,10,0.00011819432256743312
mixup,20,1100,11,0.0
mixup,20,1200,0,0.003524326952174306
mixup,20,1200,1,0.003510893089696765
mixup,20,1200,2,0.0038982185069471598
mixup,20,1200,3,0.0025693222414702177
mixup,20,1200,4,0.0028944984078407288
mixup,20,1200,5,0.0021259982604533434
mixup,20,1200,6,0.0017472391482442617
mixup,20,1200,7,0.0007118945359252393
mixup,20,1200,8,0.00038865022361278534
mixup,20,1200,9,0.00023410475114360452
mixup,20,1200,10,0.00011909643217222765
mixup,20,1200,11,0.0
mixup,21,0,0,0.004498535767197609
mixup,21,0,1,0.003788504283875227
mixup,21,0,2,0.004075529053807259
mixup,21,0,3,0.0027504756581038237
mixup,21,0,4,0.003013541456311941
mixup,21,0,5,0.0022406992502510548
mixup,21,0,6,0.001803909195587039
mixup,21,0,7,0.0006833596853539348
mixup,21,0,8,0.00041570168104954064
mixup,21,0,9,0.000245956500293687
mixup,21,0,10,0.00011783189256675541
mixup,21,0,11,0.0
mixup,21,100,0,0.004002399276942015
mixup,21,100,1,0.0035172475036233664
mixup,21,100,2,0.0036333249881863594
mixup,21,100,3,0.002586914459243417
mixup,21,100,4,0.002961385063827038
mixup,21,100,5,0.0021893722005188465
mixup,21,100,6,0.0016813910333439708
mixup,21,100,7,0.0007232116186060011
mixup,21,100,8,0.00038874437450431287
mixup,21,100,9,0.00024821708211675286
mixup,21,100,10,0.00012669381976593286
mixup,21,100,11,0.0
mixup,21,200,0,0.0049434928223490715
mixup,21,200,1,0.0038691540248692036
mixup,21,200,2,0.00426871795207262
mixup,21,200,3,0.0026919892989099026
mixup,21,200,4,0.0031144283711910248
mixup,21,200,5,0.0022364642936736345
mixup,21,200,6,0.0019185534911230206
mixup,21,200,7,0.0007618078961968422
mixup,21,200,8,0.0004031167190987617
mixup,21,200,9,0.0002539584820624441
mixup,21,200,10,0.0001326109195360914
mixup,21,200,11,0.0
mixup,21,300,0,0.004746272694319487
mixup,21,300,1,0.004054306540638208
mixup,21,300,2,0.003931897226721048
mixup,21,300,3,0.0028315417002886534
mixup,21,300,4,0.0030558474827557802
mixup,21,300,5,0.002234428422525525
mixup,21,300,6,0.0018885497702285647
mixup,21,300,7,0.0008613471873104572
mixup,21,300,8,0.0004382069455459714
mixup,21,300,9,0.00024665624368935823
mixup,21,300,10,0.0001252399815712124
mixup,21,300,11,0.0
mixup,21,400,0,0.005022021476179361
mixup,21,400,1,0.0038951849564909935
mixup,21,400,2,0.004157007671892643
mixup,21,400,3,0.0029280150774866343
mixup,21,400,4,0.003122801659628749
mixup,21,400,5,0.002296237275004387
mixup,21,400,6,0.0018335727509111166
mixup,21,400,7,0.0007479904452338815
mixup,21,400,8,0.00041069299913942814
mixup,21,400,9,0.00022080873895902187
mixup,21,400,10,0.00011919422831851989
mixup,21,400,11,0.0
mixup,21,500,0,0.0052068522199988365
mixup,21,500,1,0.004281428176909685
mixup,21,500,2,0.004227873869240284
mixup,21,500,3,0.0027973633259534836
mixup,21,500,4,0.003436492523178458
mixup,21,500,5,0.002341742627322674
mixup,21,500,6,0.001993271056562662
mixup,21,500,7,0.0007928278064355254
mixup,21,500,8,0.0004282444715499878
mixup,21,500,9,0.0002689732064027339
mixup,21,500,10,0.00012290157610550523
mixup,21,500,11,0.0
mixup,21,600,0,0.00485604302957654
mixup,21,600,1,0.004313559737056494
mixup,21,600,2,0.0041760774329304695
mixup,21,600,3,0.0029765835497528315
mixup,21,600,4,0.003262448823079467
mixup,21,600,5,0.0023025507107377052
mixup,21,600,6,0.0019002973567694426
mixup,21,600,7,0.0007882343488745391
mixup,21,600,8,0.0004139939555898309
mixup,21,600,9,0.00025022344198077917
mixup,21,600,10,0.0001232875802088529
mixup,21,600,11,0.0
mixup,21,700,0,0.005600294563919306
mixup,21,700,1,0.003938043490052223
mixup,21,700,2,0.004098971374332905
mixup,21,700,3,0.00294918823055923
mixup,21,700,4,0.0030531242955476046
mixup,21,700,5,0.002116127172484994
mixup,21,700,6,0.0018064702162519097
mixup,21,700,7,0.0007108432473614812
mixup,21,700,8,0.0004161037504673004
mixup,21,700,9,0.00023909802257549018
mixup,21,700,10,0.00012507119390647858
mixup,21,700,11,0.0
mixup,21,800,0,0.005199495702981949
mixup,21,800,1,0.004163443576544523
mixup,21,800,2,0.0041212900541722775
mixup,21,800,3,0.002720082877203822
mixup,21,800,4,0.0030535871628671885
mixup,21,800,5,0.002135986927896738
mixup,21,800,6,0.0017324313521385193
mixup,21,800,7,0.0007469795527867973
mixup,21,800,8,0.00042643124470487237
mixup,21,800,9,0.0002661929465830326
mixup,21,800,10,0.00013726546603720635
mixup,21,800,11,0.0
mixup,21,900,0,0.0038484998513013124
mixup,21,900,1,0.003454353427514434
mixup,21,900,2,0.0038088608998805285
mixup,21,900,3,0.0025865023490041494
mixup,21,900,4,0.0027753906324505806
mixup,21,900,5,0.0019762676674872637
mixup,21,900,6,0.0015723711112514138
mixup,21,900,7,0.0006495493580587208
mixup,21,900,8,0.00035335886059328914
mixup,21,900,9,0.00022396835265681148
mixup,21,900,10,0.0001190328985103406
mixup,21,900,11,0.0
mixup,21,1000,0,0.005038770381361246
mixup,21,1000,1,0.00388977094553411
mixup,21,1000,2,0.004069572780281305
mixup,21,1000,3,0.0029298102017492056
mixup,21,1000,4,0.0033903238363564014
mixup,21,1000,5,0.0023328703828155994
mixup,21,1000,6,0.0018977731233462691
mixup,21,1000,7,0.0008188131032511592
mixup,21,1000,8,0.0004313127137720585
mixup,21,1000,9,0.00025820982409641147
mixup,21,1000,10,0.00013321489677764475
mixup,21,1000,11,0.0
mixup,21,1100,0,0.004728543572127819
mixup,21,1100,1,0.00396896293386817
mixup,21,1100,2,0.003980429843068123
mixup,21,1100,3,0.0026322663761675358
mixup,21,1100,4,0.003006866667419672
mixup,21,1100,5,0.0021993517875671387
mixup,21,1100,6,0.0018089627847075462
mixup,21,1100,7,0.000737392867449671
mixup,21,1100,8,0.0003928180376533419
mixup,21,1100,9,0.00022108379926066846
mixup,21,1100,10,0.00012430973583832383
mixup,21,1100,11,0.0
mixup,21,1200,0,0.005152504425495863
mixup,21,1200,1,0.004185802303254604
mixup,21,1200,2,0.004020448308438063
mixup,21,1200,3,0.0027082888409495354
mixup,21,1200,4,0.003098877612501383
mixup,21,1200,5,0.0021452910732477903
mixup,21,1200,6,0.001623112941160798
mixup,21,1200,7,0.0007080939249135554
mixup,21,1200,8,0.00043052807450294495
mixup,21,1200,9,0.0002462306874804199
mixup,21,1200,10,0.00013881188351660967
mixup,21,1200,11,0.0
mixup,22,0,0,0.005471573676913977
mixup,22,0,1,0.004078218247741461
mixup,22,0,2,0.003980631940066814
mixup,22,0,3,0.0026957103982567787
mixup,22,0,4,0.0030186655931174755
mixup,22,0,5,0.002116978168487549
mixup,22,0,6,0.0016756944824010134
mixup,22,0,7,0.0007092549931257963
mixup,22,0,8,0.0004052545700687915
mixup,22,0,9,0.00024914657115004957
