path,filename,size_bytes,mtime_iso,sha256,exp,arch,recipe,variant,seed
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/ViT-B_SAGA_seg/best.pth,best.pth,1095928347,2026-05-03T11:23:13.964018+00:00,e3d55abff57c91d22d70e644d730a08d3b01f54cc92015ef9e0f401aac767520,e6,vit_base,,saga,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/ViT-B_SAGA_seg/last.pth,last.pth,1095928347,2026-05-03T12:21:03.954101+00:00,2d676fff38ab6f33a6688ecc5b4cc858fa007f51ae74a60ab154081cc334861c,e6,vit_base,,saga,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/ViT-B_baseline_seg/best.pth,best.pth,1095578123,2026-05-03T10:08:33.284041+00:00,94fe0ea4f8e5dfd7961eed281da23a4967c887b637cd50a013291f3ced4dd095,e6,vit_base,,baseline,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/ViT-B_baseline_seg/last.pth,last.pth,1095578123,2026-05-03T11:05:46.658966+00:00,e2ba6304365620acd37547cc481df89472fe7a01cac93e121373c60a4033fc43,e6,vit_base,,baseline,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/aircraft_baseline/best.pth,best.pth,1030662925,2026-05-01T23:52:15.016237+00:00,7ca89bcede80a52f499433055e09768cf9463288b2e934114890783606965e9b,e6,,,baseline,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/aircraft_baseline_vit_small_patch16_224_30ep/best.pth,best.pth,260606221,2026-05-02T10:39:55.855839+00:00,b2c8c47b18c5bce6db88376cb3445f99aa334f9ad7ba950dc4d5195a8ff4ab20,e6,vit_small,,baseline,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/aircraft_saga/best.pth,best.pth,1031013021,2026-05-02T01:03:18.901310+00:00,5516c57be886791693e06fd62d8ddb6e1096f97d99944ef452c18c3038ae92b3,e6,,,saga,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/aircraft_saga_vit_small_patch16_224_30ep/best.pth,best.pth,260788125,2026-05-02T10:56:51.998148+00:00,a97ff56d04a58d7bbffed9103ad891063a863e0ab357377c1bc02d7fd885d3be,e6,vit_small,,saga,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/cub_baseline/best.pth,best.pth,1031585677,2026-05-01T21:25:41.752239+00:00,933d2f6529b4aa0d0a83f73627507714df6df5635463d815b6e041805dd1ce00,e6,,,baseline,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/cub_baseline_vit_base_patch16_224_30ep/best.pth,best.pth,1031585677,2026-05-02T06:35:04.482612+00:00,15382798b20ebfac361ea17d9ac208992cf9b7f8d8c0f68c13204acbd7c83030,e6,vit_base,,baseline,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/cub_baseline_vit_small_patch16_224_30ep/best.pth,best.pth,261068173,2026-05-02T07:04:55.457526+00:00,2033e14771f3459d20fd7fd0a4db8694e1af188587ebca27b9effe60af979af9,e6,vit_small,,baseline,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/cub_saga/best.pth,best.pth,1031935773,2026-05-01T22:16:19.532631+00:00,1dbf65d17b41d3f703a1ee9a006c695912dea4ae77e0e726b0bdd4d418742e62,e6,,,saga,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/cub_saga_vit_base_patch16_224_30ep/best.pth,best.pth,1031935773,2026-05-02T06:51:49.242486+00:00,90d98a017f85da26cd167576e3c5952053f2519054e7886ab934d645719d9a3b,e6,vit_base,,saga,
/home/vault/iwi5/iwi5359h/SAGA/e6/checkpoints/cub_saga_vit_small_patch16_224_30ep/best.pth,best.pth,261250077,2026-05-02T07:13:45.070108+00:00,a21369c2e54f8ec2272d291fadacec64ce961a7ab84756541f1b5003ccac508f,e6,vit_small,,saga,
