epoch,lr,train_loss,val_top1_full,val_top5_full,val_loss,img_per_sec,wall_time
224,0.0001473,2.9393,77.736,93.924,0.9787,7940.6,161.3
225,0.00014362,2.945,77.848,93.956,1.0007,7949.1,161.2
226,0.00013998,2.9309,78.23,94.054,0.9753,7953.5,161.1
227,0.00013638,2.92,78.212,94.044,0.9817,7942.6,161.3
228,0.00013282,2.9182,78.102,94.098,0.9844,7939.8,161.3
229,0.0001293,2.9094,78.214,94.13,0.964,7943.3,161.3
230,0.00012582,2.9109,78.014,94.054,0.9824,7933.5,161.5
231,0.00012238,2.9102,77.996,94.272,0.9724,7943.4,161.3
232,0.00011899,2.8996,78.158,94.09,0.9716,7942.6,161.3
233,0.00011563,2.9066,78.392,94.18,0.9601,7939.0,161.4
234,0.00011232,2.8943,78.372,94.112,0.9738,7950.2,161.1
235,0.00010905,2.8888,78.266,94.14,0.9715,7939.4,161.3
236,0.00010582,2.8707,78.598,94.152,0.9557,7946.9,161.2
237,0.00010264,2.8699,78.476,94.146,0.9749,7943.3,161.3
238,9.95e-05,2.8884,78.602,94.312,0.9409,7961.0,160.9
239,9.64e-05,2.8674,78.628,94.264,0.9555,7932.5,161.5
240,9.335e-05,2.8574,78.576,94.21,0.9526,7955.2,161.0
241,9.034e-05,2.8387,78.742,94.352,0.9564,7945.3,161.2
242,8.738e-05,2.832,78.418,94.274,0.9594,7935.5,161.4
243,8.446e-05,2.8266,78.664,94.294,0.9438,7930.3,161.5
244,8.159e-05,2.811,78.586,94.328,0.9437,7949.2,161.2
245,7.876e-05,2.8064,78.69,94.27,0.9601,7951.8,161.1
246,7.598e-05,2.8218,78.626,94.292,0.9494,7939.6,161.3
247,7.325e-05,2.7904,78.684,94.204,0.9512,7953.1,161.1
248,7.056e-05,2.8225,78.778,94.348,0.9416,7941.1,161.3
249,6.792e-05,2.8127,78.714,94.47,0.9451,7944.9,161.2
250,6.533e-05,2.8225,78.75,94.284,0.9523,7947.2,161.2
251,6.279e-05,2.7932,78.996,94.33,0.9426,7953.1,161.1
252,6.029e-05,2.773,78.862,94.432,0.9506,7947.1,161.2
253,5.784e-05,2.7923,79.01,94.344,0.9484,7921.6,161.7
254,5.544e-05,2.7685,79.07,94.52,0.9466,7939.6,161.3
255,5.309e-05,2.752,78.786,94.408,0.9539,7952.8,161.1
256,5.079e-05,2.7602,79.0,94.418,0.9395,7942.5,161.3
257,4.854e-05,2.7588,79.17,94.536,0.9242,7947.9,161.2
258,4.634e-05,2.7636,79.022,94.418,0.9368,7939.4,161.4
259,4.419e-05,2.735,79.008,94.51,0.9376,7936.7,161.4
260,4.208e-05,2.7525,79.112,94.468,0.9444,7938.3,161.4
261,4.003e-05,2.7561,79.15,94.51,0.9402,7942.1,161.3
262,3.803e-05,2.7472,79.18,94.468,0.94,7937.9,161.4
263,3.608e-05,2.7475,79.292,94.488,0.938,7944.8,161.2
264,3.418e-05,2.7209,79.214,94.56,0.9355,7946.0,161.2
265,3.233e-05,2.7575,79.156,94.44,0.9425,7960.1,160.9
266,3.053e-05,2.7278,79.202,94.46,0.9353,7946.7,161.2
267,2.879e-05,2.739,79.358,94.476,0.9356,7957.9,161.0
268,2.709e-05,2.7244,79.26,94.492,0.9369,7956.0,161.0
269,2.545e-05,2.7106,79.4,94.552,0.9299,7930.6,161.5
270,2.386e-05,2.7215,79.41,94.58,0.9347,7943.9,161.3
271,2.232e-05,2.7191,79.312,94.488,0.9336,7933.6,161.5
272,2.083e-05,2.7188,79.246,94.492,0.9351,7941.7,161.3
273,1.94e-05,2.7253,79.372,94.534,0.9268,7939.4,161.4
274,1.802e-05,2.736,79.308,94.452,0.9324,7950.1,161.1
275,1.669e-05,2.71,79.348,94.548,0.9324,7943.2,161.3
276,1.542e-05,2.6716,79.486,94.61,0.9231,7949.4,161.1
277,1.42e-05,2.6896,79.402,94.598,0.9253,7947.4,161.2
278,1.303e-05,2.6955,79.438,94.61,0.9261,7946.7,161.2
279,1.192e-05,2.6964,79.334,94.538,0.9322,7953.3,161.1
280,1.086e-05,2.6758,79.49,94.504,0.9303,7949.4,161.1
281,9.85e-06,2.6886,79.448,94.634,0.9284,7943.4,161.3
282,8.9e-06,2.6861,79.442,94.602,0.9227,7941.7,161.3
283,8e-06,2.6733,79.472,94.564,0.9262,7945.6,161.2
284,7.15e-06,2.6857,79.4,94.594,0.9297,7935.4,161.4
285,6.36e-06,2.6992,79.486,94.568,0.9249,7950.3,161.1
286,5.62e-06,2.6818,79.458,94.64,0.9226,7950.7,161.1
287,4.94e-06,2.6596,79.474,94.586,0.9258,7956.9,161.0
288,4.31e-06,2.6466,79.5,94.596,0.9236,7942.5,161.3
289,3.74e-06,2.6647,79.458,94.646,0.9273,7956.6,161.0
290,3.22e-06,2.66,79.502,94.58,0.9239,7957.2,161.0
291,2.75e-06,2.6817,79.462,94.584,0.9256,7939.3,161.4
292,2.34e-06,2.6636,79.51,94.612,0.923,7940.6,161.3
293,1.99e-06,2.6584,79.488,94.57,0.922,7375.3,173.7
294,1.68e-06,2.645,79.454,94.638,0.9227,7923.0,161.7
295,1.44e-06,2.6713,79.41,94.578,0.9265,7850.5,163.2
296,1.25e-06,2.6769,79.468,94.592,0.9226,7398.8,173.1
297,1.11e-06,2.6654,79.46,94.552,0.9248,7946.5,161.2
298,1.03e-06,2.6473,79.476,94.61,0.9239,7528.1,170.2
299,1e-06,2.6705,79.464,94.6,0.9232,7773.0,164.8
