epoch,lr,train_loss,val_top1_full,val_top5_full,val_loss,img_per_sec,wall_time
0,5.091e-05,6.7902,2.69,8.79,6.2734,7381.9,173.5
1,0.00010086,6.4995,5.744,16.504,5.7377,8026.7,159.6
2,0.00015081,6.3445,9.0,22.766,5.3372,8034.3,159.4
3,0.00020076,6.1977,12.6,29.304,4.9847,8008.8,160.0
4,0.00025071,6.0465,16.888,36.576,4.5976,8013.3,159.9
5,0.00030066,5.8811,22.08,44.432,4.1519,8035.2,159.4
6,0.00035061,5.6928,26.84,50.58,3.8003,8045.9,159.2
7,0.00040056,5.5305,31.372,56.002,3.4908,8035.2,159.4
8,0.00045051,5.4004,35.346,60.012,3.2484,8012.7,159.9
9,0.00050046,5.304,37.434,62.714,3.081,8001.0,160.1
10,0.00055041,5.2012,39.87,65.238,2.9407,8024.6,159.6
11,0.00060036,5.0917,42.202,67.55,2.8079,7996.6,160.2
12,0.00065031,5.0392,43.874,69.55,2.6803,8020.3,159.7
13,0.00070026,4.9136,45.808,71.002,2.582,8003.8,160.1
14,0.00075021,4.8506,47.456,72.634,2.5128,8017.6,159.8
15,0.00080016,4.788,48.458,73.564,2.4517,8020.8,159.7
16,0.00085011,4.7543,49.726,74.916,2.332,8031.6,159.5
17,0.00090006,4.7128,51.302,76.286,2.2426,8001.6,160.1
18,0.00095001,4.6514,51.49,76.256,2.2626,7998.9,160.1
19,0.00099996,4.619,52.692,77.332,2.1934,8018.0,159.8
20,0.00098797,4.5735,54.676,78.62,2.1045,8009.2,159.9
21,0.0009868,4.5181,55.438,79.356,2.0571,7994.0,160.2
22,0.00098558,4.4502,55.732,79.614,2.0725,8002.4,160.1
23,0.00098431,4.4059,57.186,80.704,1.9873,7959.6,160.9
24,0.00098298,4.4006,57.47,81.246,1.9419,7985.5,160.4
25,0.0009816,4.3486,58.306,81.918,1.9058,8021.7,159.7
26,0.00098017,4.3153,59.57,82.332,1.8503,7982.2,160.5
27,0.00097868,4.2203,59.74,82.85,1.845,8020.1,159.7
28,0.00097714,4.2295,60.616,83.452,1.7948,7999.2,160.1
29,0.00097555,4.2073,60.556,83.374,1.8218,7991.7,160.3
30,0.00097391,4.1736,61.378,83.904,1.7884,7984.4,160.4
31,0.00097222,4.1743,61.994,84.348,1.7314,7964.9,160.8
32,0.00097047,4.1677,62.132,84.612,1.7034,8024.8,159.6
33,0.00096867,4.126,62.608,84.582,1.6872,7992.2,160.3
34,0.00096682,4.1079,62.526,84.98,1.6839,7942.9,161.3
35,0.00096492,4.1003,62.93,85.098,1.6789,8002.0,160.1
36,0.00096297,4.0882,63.478,85.38,1.6619,7989.8,160.3
37,0.00096097,4.0424,63.834,85.558,1.6403,8008.6,160.0
38,0.00095892,4.0365,64.206,85.832,1.6122,8020.2,159.7
39,0.00095682,4.0137,64.228,85.972,1.6337,7992.1,160.3
40,0.00095467,4.0113,64.472,86.13,1.6183,8019.1,159.7
41,0.00095246,4.013,64.526,86.25,1.625,7972.3,160.7
42,0.00095021,3.9865,64.876,86.496,1.5775,7965.9,160.8
43,0.00094791,3.9688,64.81,86.48,1.6199,7963.7,160.9
44,0.00094556,3.9464,65.248,86.674,1.5552,7949.0,161.2
45,0.00094316,3.9586,65.182,86.516,1.5997,8012.2,159.9
46,0.00094071,3.9232,65.618,86.98,1.5305,7991.8,160.3
47,0.00093822,3.8991,65.818,86.928,1.5632,7961.2,160.9
48,0.00093567,3.9222,65.876,87.084,1.5317,7988.5,160.4
49,0.00093308,3.8897,66.388,87.324,1.5101,7986.2,160.4
50,0.00093044,3.9053,66.584,87.46,1.5032,8002.5,160.1
51,0.00092776,3.8648,66.34,87.364,1.5213,8012.1,159.9
52,0.00092502,3.8694,66.578,87.33,1.506,7997.7,160.2
53,0.00092224,3.8487,66.66,87.634,1.4728,8004.6,160.0
54,0.00091942,3.8464,67.214,87.956,1.4608,8011.0,159.9
55,0.00091655,3.8486,67.25,87.948,1.4725,7973.8,160.7
56,0.00091363,3.8514,67.292,88.08,1.4527,7969.8,160.7
57,0.00091067,3.8049,67.532,88.056,1.4589,7983.4,160.5
58,0.00090766,3.8219,67.708,88.07,1.4428,7964.2,160.8
59,0.00090461,3.8093,68.21,88.458,1.4255,7978.6,160.6
60,0.00090151,3.7705,67.922,88.182,1.4519,8001.8,160.1
