epoch,lr,train_loss,val_top1
0,1e-05,4.1447,21.714
1,9.997557473810373e-06,3.3002,37.286
2,9.990232305719946e-06,2.7671,48.0
3,9.978031724785247e-06,2.4337,55.714
4,9.960967771506668e-06,2.2125,57.857
5,9.939057285945934e-06,2.0449,62.143
6,9.912321891107011e-06,1.9413,63.143
7,9.8807879715968e-06,1.851,63.857
8,9.844486647586724e-06,1.7681,65.857
9,9.80345374410087e-06,1.7098,68.286
10,9.757729755661012e-06,1.6518,67.0
11,9.707359806323418e-06,1.6001,67.286
12,9.652393605146846e-06,1.5492,68.857
13,9.592885397135709e-06,1.5448,67.571
14,9.5288939097068e-06,1.4941,70.143
15,9.460482294732423e-06,1.4665,70.714
16,9.387718066217127e-06,1.431,69.0
17,9.310673033669524e-06,1.4188,68.143
18,9.229423231234978e-06,1.3834,68.429
19,9.144048842659085e-06,1.3677,72.143
20,9.054634122155994e-06,1.3474,71.0
21,8.961267311259671e-06,1.3373,71.286
22,8.864040551740162e-06,1.3274,70.429
23,8.76304979467078e-06,1.2986,70.286
24,8.658394705735992e-06,1.307,69.857
25,8.550178566873415e-06,1.2734,70.286
26,8.438508174347015e-06,1.2609,71.571
27,8.323493733352083e-06,1.257,68.714
28,8.205248749256021e-06,1.2399,71.143
29,8.083889915582242e-06,1.2413,71.0
30,7.95953699884775e-06,1.2338,70.714
31,7.832312720368054e-06,1.2019,72.0
32,7.70234263514604e-06,1.2169,71.0
33,7.569755007964345e-06,1.1936,70.857
34,7.434680686803498e-06,1.1752,71.143
35,7.297252973710764e-06,1.1868,70.143
36,7.157607493247117e-06,1.1842,72.0
37,7.01588205864217e-06,1.1777,71.571
38,6.872216535789163e-06,1.1753,71.714
39,6.726752705214199e-06,1.1728,70.857
40,6.579634122155996e-06,1.1737,71.143
41,6.431005974894191e-06,1.1522,71.143
42,6.281014941466035e-06,1.1621,71.286
43,6.129809044912891e-06,1.1401,70.286
44,5.977537507199342e-06,1.1354,70.714
45,5.824350601949147e-06,1.1357,70.571
46,5.670399506143312e-06,1.1304,69.571
47,5.5158361509266505e-06,1.1357,69.857
48,5.3608130716701065e-06,1.1254,71.143
49,5.20548325743674e-06,1.1231,71.286
50,5.050000000000004e-06,1.119,70.714
51,4.894516742563269e-06,1.105,69.714
52,4.739186928329903e-06,1.111,69.857
53,4.584163849073358e-06,1.0993,70.714
54,4.4296004938566975e-06,1.0879,71.143
55,4.27564939805086e-06,1.0905,71.286
56,4.122462492800666e-06,1.106,71.143
57,3.970190955087119e-06,1.0876,71.0
58,3.818985058533972e-06,1.0911,70.714
59,3.668994025105819e-06,1.0956,70.286
60,3.520365877844015e-06,1.0872,70.143
61,3.373247294785811e-06,1.0815,69.571
62,3.2277834642108485e-06,1.0819,70.429
63,3.084117941357838e-06,1.07,70.143
64,2.9423925067528926e-06,1.0691,69.857
65,2.8027470262892456e-06,1.0695,70.429
66,2.6653193131965106e-06,1.0736,70.857
67,2.530244992035664e-06,1.0722,71.571
68,2.3976573648539675e-06,1.0555,70.0
69,2.2676872796319552e-06,1.0698,70.714
70,2.1404630011522605e-06,1.0534,70.714
71,2.016110084417768e-06,1.0583,70.714
72,1.8947512507439876e-06,1.064,71.143
73,1.776506266647926e-06,1.0733,70.714
74,1.6614918256529925e-06,1.0523,70.286
75,1.5498214331265917e-06,1.0657,70.857
76,1.4416052942640153e-06,1.0642,70.714
77,1.3369502053292262e-06,1.0497,71.286
78,1.2359594482598451e-06,1.0356,71.143
79,1.1387326887403337e-06,1.0661,71.571
80,1.045365877844012e-06,1.0558,70.286
81,9.559511573409206e-07,1.053,71.286
82,8.705767687650274e-07,1.0536,70.286
83,7.893269663304793e-07,1.0533,71.286
84,7.122819337828761e-07,1.0411,71.0
85,6.395177052675802e-07,1.0519,71.286
86,5.711060902932049e-07,1.0381,71.286
87,5.071146028642951e-07,1.0516,71.143
88,4.476063948531563e-07,1.0415,70.857
89,3.926401936765844e-07,1.0521,71.571
90,3.4227024433899036e-07,1.0448,71.286
91,2.9654625589913263e-07,1.0523,71.0
92,2.5551335241327693e-07,1.0579,71.143
93,2.192120284032009e-07,1.0486,71.286
94,1.8767810889299096e-07,1.0538,71.0
95,1.6094271405406866e-07,1.0378,71.429
96,1.390322284933351e-07,1.0425,71.429
97,1.2196827521475405e-07,1.0326,71.143
98,1.097676942800558e-07,1.0491,71.143
99,1.0244252618962858e-07,1.0496,71.571
